Pose,Real_Class,CNN-Score
CHEMBL4571975_size_20_003,Active,0.62956
CHEMBL4571975_size_20_004,Active,0.22544
CHEMBL4571975_size_20_005,Active,0.10648
CHEMBL472451_size_20_001,Active,0.19875
CHEMBL472451_size_20_002,Active,0.32683
CHEMBL472451_size_20_003,Active,0.19201
CHEMBL472451_size_20_004,Active,0.49653
CHEMBL491039_size_20_001,Active,0.49877
CHEMBL491039_size_20_002,Active,0.31285
CHEMBL491039_size_20_003,Active,0.29596
CHEMBL496744_size_20_001,Active,0.46155
CHEMBL496744_size_20_002,Active,0.4925
CHEMBL496744_size_20_003,Active,0.4
CHEMBL526740_size_20_001,Active,0.63894
CHEMBL526740_size_20_002,Active,0.2982
CHEMBL526740_size_20_003,Active,0.49633
CHEMBL526740_size_20_004,Active,0.39831
CHEMBL526740_size_20_005,Active,0.2125
CHEMBL572795_size_20_001,Active,0.65145
CHEMBL572795_size_20_002,Active,0.47486
CHEMBL572795_size_20_003,Active,0.32822
CHEMBL584704_size_20_001,Active,0.50717
CHEMBL584704_size_20_002,Active,0.58254
CHEMBL592054_size_20_001,Active,0.2807
CHEMBL592054_size_20_002,Active,0.24907
CHEMBL593087_size_20_001,Active,0.85129
CHEMBL593087_size_20_002,Active,0.41692
CHEMBL593087_size_20_003,Active,0.37576
CHEMBL1017_size_20_001,Inactive,0.36642
CHEMBL1017_size_20_002,Inactive,0.1706
CHEMBL104246_size_20_001,Inactive,0.48044
CHEMBL104246_size_20_002,Inactive,0.26843
CHEMBL104494_size_20_001,Inactive,0.63025
CHEMBL104494_size_20_002,Inactive,0.37974
CHEMBL104850_size_20_001,Inactive,0.59226
CHEMBL104850_size_20_002,Inactive,0.42896
CHEMBL106666_size_20_001,Inactive,0.56368
CHEMBL106666_size_20_002,Inactive,0.5523
CHEMBL106666_size_20_003,Inactive,0.46736
CHEMBL106666_size_20_004,Inactive,0.47497
CHEMBL106666_size_20_005,Inactive,0.39602
CHEMBL106666_size_20_006,Inactive,0.42557
CHEMBL1071_size_20_001,Inactive,0.18682
CHEMBL1071_size_20_002,Inactive,0.15725
CHEMBL107498_size_20_001,Inactive,0.551
CHEMBL107498_size_20_002,Inactive,0.47927
CHEMBL107498_size_20_003,Inactive,0.56371
CHEMBL107498_size_20_004,Inactive,0.73839
CHEMBL107498_size_20_005,Inactive,0.37404
CHEMBL107498_size_20_006,Inactive,0.60339
CHEMBL107498_size_20_007,Inactive,0.32047
CHEMBL107498_size_20_008,Inactive,0.30953
CHEMBL1075665_size_20_001,Inactive,0.37885
CHEMBL1075665_size_20_002,Inactive,0.35019
CHEMBL1075665_size_20_003,Inactive,0.11882
CHEMBL1075665_size_20_004,Inactive,0.11536
CHEMBL1075682_size_20_001,Inactive,0.385
CHEMBL1075703_size_20_001,Inactive,0.33205
CHEMBL1075704_size_20_001,Inactive,0.16616
CHEMBL1075705_size_20_001,Inactive,0.16407
CHEMBL1075705_size_20_002,Inactive,0.14111
CHEMBL1075706_size_20_001,Inactive,0.23063
CHEMBL1075724_size_20_001,Inactive,0.3283
CHEMBL1075724_size_20_002,Inactive,0.3879
CHEMBL1075725_size_20_001,Inactive,0.31155
CHEMBL1075725_size_20_002,Inactive,0.19348
CHEMBL1075772_size_20_001,Inactive,0.58222
CHEMBL1075772_size_20_002,Inactive,0.39113
CHEMBL1075772_size_20_003,Inactive,0.2796
CHEMBL1075835_size_20_001,Inactive,0.23777
CHEMBL1075835_size_20_002,Inactive,0.20936
CHEMBL1075836_size_20_001,Inactive,0.33519
CHEMBL1075836_size_20_002,Inactive,0.12469
CHEMBL1075836_size_20_003,Inactive,0.28047
CHEMBL1075856_size_20_001,Inactive,0.63026
CHEMBL1075856_size_20_002,Inactive,0.33768
CHEMBL1075893_size_20_001,Inactive,0.38987
CHEMBL1075893_size_20_002,Inactive,0.48558
CHEMBL1075894_size_20_001,Inactive,0.3591
CHEMBL1075894_size_20_002,Inactive,0.34577
CHEMBL1075894_size_20_003,Inactive,0.34422
CHEMBL1076151_size_20_001,Inactive,0.35169
CHEMBL1076151_size_20_002,Inactive,0.46845
CHEMBL1076175_size_20_001,Inactive,0.30032
CHEMBL1076175_size_20_002,Inactive,0.20358
CHEMBL1079382_size_20_001,Inactive,0.37499
CHEMBL1079382_size_20_002,Inactive,0.15559
CHEMBL1079402_size_20_001,Inactive,0.18895
CHEMBL1079402_size_20_002,Inactive,0.19932
CHEMBL1079449_size_20_001,Inactive,0.15952
CHEMBL1079488_size_20_001,Inactive,0.77149
CHEMBL1079488_size_20_002,Inactive,0.62332
CHEMBL1079488_size_20_003,Inactive,0.41777
CHEMBL1079503_size_20_001,Inactive,0.2013
CHEMBL1079503_size_20_002,Inactive,0.19748
CHEMBL1079504_size_20_001,Inactive,0.39383
CHEMBL1079504_size_20_002,Inactive,0.2079
CHEMBL1079505_size_20_001,Inactive,0.32141
CHEMBL1079591_size_20_001,Inactive,0.43621
CHEMBL1079591_size_20_002,Inactive,0.20309
CHEMBL1079591_size_20_003,Inactive,0.41167
CHEMBL1079617_size_20_001,Inactive,0.16397
CHEMBL1079618_size_20_001,Inactive,0.3253
CHEMBL1079618_size_20_002,Inactive,0.41515
CHEMBL1079646_size_20_001,Inactive,0.32103
CHEMBL1079646_size_20_002,Inactive,0.23868
CHEMBL1079668_size_20_001,Inactive,0.33171
CHEMBL1079668_size_20_002,Inactive,0.31772
CHEMBL1079669_size_20_001,Inactive,0.24894
CHEMBL1079669_size_20_002,Inactive,0.20142
CHEMBL1079677_size_20_001,Inactive,0.24882
CHEMBL1079739_size_20_001,Inactive,0.29436
CHEMBL1079739_size_20_002,Inactive,0.34235
CHEMBL1079765_size_20_001,Inactive,0.28658
CHEMBL1079765_size_20_002,Inactive,0.29003
CHEMBL1079821_size_20_001,Inactive,0.29335
CHEMBL1079821_size_20_002,Inactive,0.21805
CHEMBL1079821_size_20_003,Inactive,0.21317
CHEMBL1079821_size_20_004,Inactive,0.29368
CHEMBL1079826_size_20_001,Inactive,0.31308
CHEMBL1079826_size_20_002,Inactive,0.2238
CHEMBL107991_size_20_001,Inactive,0.47086
CHEMBL1079910_size_20_001,Inactive,0.2809
CHEMBL1079910_size_20_002,Inactive,0.35492
CHEMBL1079910_size_20_003,Inactive,0.39672
CHEMBL1079910_size_20_004,Inactive,0.38261
CHEMBL1079911_size_20_001,Inactive,0.20532
CHEMBL1079911_size_20_002,Inactive,0.23911
CHEMBL1079925_size_20_001,Inactive,0.38479
CHEMBL1079944_size_20_001,Inactive,0.18994
CHEMBL1079944_size_20_002,Inactive,0.37679
CHEMBL1079965_size_20_001,Inactive,0.17708
CHEMBL1079965_size_20_002,Inactive,0.37878
CHEMBL1079981_size_20_001,Inactive,0.29661
CHEMBL1079981_size_20_002,Inactive,0.34994
CHEMBL1079982_size_20_001,Inactive,0.38652
CHEMBL1079982_size_20_002,Inactive,0.22081
CHEMBL1079983_size_20_001,Inactive,0.26979
CHEMBL1079984_size_20_001,Inactive,0.29457
CHEMBL1080013_size_20_001,Inactive,0.24385
CHEMBL1080013_size_20_002,Inactive,0.28772
CHEMBL1080013_size_20_003,Inactive,0.41059
CHEMBL1080013_size_20_004,Inactive,0.16423
CHEMBL1080013_size_20_005,Inactive,0.26986
CHEMBL1080025_size_20_001,Inactive,0.33764
CHEMBL1080025_size_20_002,Inactive,0.21624
CHEMBL1080025_size_20_003,Inactive,0.27389
CHEMBL1080026_size_20_001,Inactive,0.42491
CHEMBL1080026_size_20_002,Inactive,0.25603
CHEMBL1080026_size_20_003,Inactive,0.26826
CHEMBL1080032_size_20_001,Inactive,0.36759
CHEMBL1080032_size_20_002,Inactive,0.30284
CHEMBL1080033_size_20_001,Inactive,0.33132
CHEMBL1080033_size_20_002,Inactive,0.26963
CHEMBL1080108_size_20_001,Inactive,0.19263
CHEMBL1080108_size_20_002,Inactive,0.36791
CHEMBL1080140_size_20_001,Inactive,0.13156
CHEMBL1080140_size_20_002,Inactive,0.0411
CHEMBL1080143_size_20_001,Inactive,0.10638
CHEMBL1080168_size_20_001,Inactive,0.27558
CHEMBL1080168_size_20_002,Inactive,0.31292
CHEMBL1080172_size_20_001,Inactive,0.2425
CHEMBL1080173_size_20_001,Inactive,0.41436
CHEMBL1080173_size_20_002,Inactive,0.47792
CHEMBL1080173_size_20_003,Inactive,0.21746
CHEMBL1080184_size_20_001,Inactive,0.19946
CHEMBL1080184_size_20_002,Inactive,0.30246
CHEMBL1080187_size_20_001,Inactive,0.37645
CHEMBL1080188_size_20_001,Inactive,0.17117
CHEMBL1080312_size_20_001,Inactive,0.31522
CHEMBL1080312_size_20_002,Inactive,0.41237
CHEMBL1080349_size_20_001,Inactive,0.22255
CHEMBL1080349_size_20_002,Inactive,0.45741
CHEMBL1080355_size_20_001,Inactive,0.43195
CHEMBL1080356_size_20_001,Inactive,0.16201
CHEMBL1080356_size_20_002,Inactive,0.26597
CHEMBL1080363_size_20_001,Inactive,0.39632
CHEMBL1080363_size_20_002,Inactive,0.3959
CHEMBL1080366_size_20_001,Inactive,0.16098
CHEMBL1080368_size_20_001,Inactive,0.32587
CHEMBL1080369_size_20_001,Inactive,0.24937
CHEMBL1080369_size_20_002,Inactive,0.31474
CHEMBL1080469_size_20_001,Inactive,0.17951
CHEMBL1080532_size_20_001,Inactive,0.4086
CHEMBL1080533_size_20_001,Inactive,0.2727
CHEMBL1080533_size_20_002,Inactive,0.31522
CHEMBL1080534_size_20_001,Inactive,0.29408
CHEMBL1080535_size_20_001,Inactive,0.47531
CHEMBL1080540_size_20_001,Inactive,0.1703
CHEMBL1080540_size_20_002,Inactive,0.17506
CHEMBL1080708_size_20_001,Inactive,0.31492
CHEMBL1080708_size_20_002,Inactive,0.38843
CHEMBL1080708_size_20_003,Inactive,0.30956
CHEMBL1080708_size_20_004,Inactive,0.16071
CHEMBL1080821_size_20_001,Inactive,0.42465
CHEMBL1080873_size_20_001,Inactive,0.32748
CHEMBL1081003_size_20_001,Inactive,0.281
CHEMBL1081003_size_20_002,Inactive,0.16715
CHEMBL1081003_size_20_003,Inactive,0.22921
CHEMBL1081004_size_20_001,Inactive,0.22461
CHEMBL1081004_size_20_002,Inactive,0.18048
CHEMBL1081004_size_20_003,Inactive,0.13969
CHEMBL1081004_size_20_004,Inactive,0.43931
CHEMBL1081044_size_20_001,Inactive,0.43935
CHEMBL1081045_size_20_001,Inactive,0.37399
CHEMBL1081046_size_20_001,Inactive,0.2351
CHEMBL1081073_size_20_001,Inactive,0.71085
CHEMBL1081073_size_20_002,Inactive,0.43932
CHEMBL1081073_size_20_003,Inactive,0.25401
CHEMBL1081073_size_20_004,Inactive,0.60231
CHEMBL1081073_size_20_005,Inactive,0.4667
CHEMBL1081206_size_20_001,Inactive,0.36021
CHEMBL1081207_size_20_001,Inactive,0.39865
CHEMBL1081223_size_20_001,Inactive,0.20242
CHEMBL1081224_size_20_001,Inactive,0.17123
CHEMBL1081224_size_20_002,Inactive,0.29244
CHEMBL1081241_size_20_001,Inactive,0.53316
CHEMBL1081241_size_20_002,Inactive,0.2265
CHEMBL1081353_size_20_001,Inactive,0.4075
CHEMBL1081353_size_20_002,Inactive,0.2265
CHEMBL1081353_size_20_003,Inactive,0.40483
CHEMBL1081380_size_20_001,Inactive,0.22549
CHEMBL1081380_size_20_002,Inactive,0.32286
CHEMBL1081387_size_20_001,Inactive,0.43557
CHEMBL1081387_size_20_002,Inactive,0.24827
CHEMBL1081387_size_20_003,Inactive,0.42576
CHEMBL1081391_size_20_001,Inactive,0.25654
CHEMBL1081391_size_20_002,Inactive,0.25492
CHEMBL1081410_size_20_001,Inactive,0.317
CHEMBL1081424_size_20_001,Inactive,0.76963
CHEMBL1081424_size_20_002,Inactive,0.6191
CHEMBL1081591_size_20_001,Inactive,0.64483
CHEMBL1081591_size_20_002,Inactive,0.69244
CHEMBL1081591_size_20_003,Inactive,0.30544
CHEMBL1081600_size_20_001,Inactive,0.32128
CHEMBL1081600_size_20_002,Inactive,0.28765
CHEMBL1081601_size_20_001,Inactive,0.21631
CHEMBL1081601_size_20_002,Inactive,0.32419
CHEMBL1081602_size_20_001,Inactive,0.3672
CHEMBL1081602_size_20_002,Inactive,0.46864
CHEMBL1081603_size_20_001,Inactive,0.66564
CHEMBL1081603_size_20_002,Inactive,0.49512
CHEMBL1081729_size_20_001,Inactive,0.06058
CHEMBL1081729_size_20_002,Inactive,0.09479
CHEMBL1081730_size_20_001,Inactive,0.31171
CHEMBL1081749_size_20_001,Inactive,0.41495
CHEMBL1081750_size_20_001,Inactive,0.21897
CHEMBL1081750_size_20_002,Inactive,0.26055
CHEMBL1081751_size_20_001,Inactive,0.33161
CHEMBL1081756_size_20_001,Inactive,0.74439
CHEMBL1081756_size_20_002,Inactive,0.61664
CHEMBL1081763_size_20_001,Inactive,0.22013
CHEMBL1081764_size_20_001,Inactive,0.16534
CHEMBL1081764_size_20_002,Inactive,0.25252
CHEMBL1081771_size_20_001,Inactive,0.32212
CHEMBL1081771_size_20_002,Inactive,0.23085
CHEMBL1081771_size_20_003,Inactive,0.39254
CHEMBL1081786_size_20_001,Inactive,0.36797
CHEMBL1081786_size_20_002,Inactive,0.18778
CHEMBL1081786_size_20_003,Inactive,0.19172
CHEMBL1081917_size_20_001,Inactive,0.42852
CHEMBL1081917_size_20_002,Inactive,0.27692
CHEMBL1081917_size_20_003,Inactive,0.16365
CHEMBL1081926_size_20_001,Inactive,0.30182
CHEMBL1081926_size_20_002,Inactive,0.34728
CHEMBL1081949_size_20_001,Inactive,0.64878
CHEMBL1081949_size_20_002,Inactive,0.38954
CHEMBL1081950_size_20_001,Inactive,0.3264
CHEMBL1081950_size_20_002,Inactive,0.3497
CHEMBL1081950_size_20_003,Inactive,0.11988
CHEMBL1081950_size_20_004,Inactive,0.1859
CHEMBL1081951_size_20_001,Inactive,0.25517
CHEMBL1081951_size_20_002,Inactive,0.3485
CHEMBL1081951_size_20_003,Inactive,0.29422
CHEMBL1081962_size_20_001,Inactive,0.25844
CHEMBL1081963_size_20_001,Inactive,0.16894
CHEMBL1081964_size_20_001,Inactive,0.40045
CHEMBL1081964_size_20_002,Inactive,0.44031
CHEMBL1081964_size_20_003,Inactive,0.2746
CHEMBL1081964_size_20_004,Inactive,0.33106
CHEMBL1082089_size_20_001,Inactive,0.27821
CHEMBL1082089_size_20_002,Inactive,0.29812
CHEMBL1082089_size_20_003,Inactive,0.14939
CHEMBL1082089_size_20_004,Inactive,0.26401
CHEMBL1082090_size_20_001,Inactive,0.18029
CHEMBL1082114_size_20_001,Inactive,0.1812
CHEMBL1082114_size_20_002,Inactive,0.15361
CHEMBL1082115_size_20_001,Inactive,0.2835
CHEMBL1082116_size_20_001,Inactive,0.39545
CHEMBL1082116_size_20_002,Inactive,0.3764
CHEMBL1082116_size_20_003,Inactive,0.20703
CHEMBL1082116_size_20_004,Inactive,0.19064
CHEMBL1082117_size_20_001,Inactive,0.27723
CHEMBL1082118_size_20_001,Inactive,0.4843
CHEMBL1082118_size_20_002,Inactive,0.32961
CHEMBL1082118_size_20_003,Inactive,0.25117
CHEMBL1082131_size_20_001,Inactive,0.41985
CHEMBL1082131_size_20_002,Inactive,0.4231
CHEMBL1082137_size_20_001,Inactive,0.23269
CHEMBL1082137_size_20_002,Inactive,0.16787
CHEMBL1082475_size_20_001,Inactive,0.30265
CHEMBL1082475_size_20_002,Inactive,0.18671
CHEMBL1082475_size_20_003,Inactive,0.33695
CHEMBL1082475_size_20_004,Inactive,0.3148
CHEMBL1083698_size_20_001,Inactive,0.46277
CHEMBL1083698_size_20_002,Inactive,0.16362
CHEMBL1084319_size_20_001,Inactive,0.31466
CHEMBL1084319_size_20_002,Inactive,0.1557
CHEMBL1084319_size_20_003,Inactive,0.17936
CHEMBL1084322_size_20_001,Inactive,0.30564
CHEMBL1084322_size_20_002,Inactive,0.38145
CHEMBL1084322_size_20_003,Inactive,0.21479
CHEMBL1084322_size_20_004,Inactive,0.34537
CHEMBL1084547_size_20_001,Inactive,0.26976
CHEMBL1084547_size_20_002,Inactive,0.2418
CHEMBL1084548_size_20_001,Inactive,0.12458
CHEMBL1084548_size_20_002,Inactive,0.29357
CHEMBL1084548_size_20_003,Inactive,0.10955
CHEMBL1084549_size_20_001,Inactive,0.25212
CHEMBL1084549_size_20_002,Inactive,0.18471
CHEMBL1084549_size_20_003,Inactive,0.29667
CHEMBL1084549_size_20_004,Inactive,0.31664
CHEMBL1086516_size_20_001,Inactive,0.60761
CHEMBL1086516_size_20_002,Inactive,0.4162
CHEMBL1086516_size_20_003,Inactive,0.24872
CHEMBL1086620_size_20_001,Inactive,0.44531
CHEMBL1086620_size_20_002,Inactive,0.43487
CHEMBL1087336_size_20_001,Inactive,0.56814
CHEMBL1087339_size_20_001,Inactive,0.45156
CHEMBL1087375_size_20_001,Inactive,0.51805
CHEMBL1087375_size_20_002,Inactive,0.32978
CHEMBL1087375_size_20_003,Inactive,0.29077
CHEMBL1087375_size_20_004,Inactive,0.29212
CHEMBL1087375_size_20_005,Inactive,0.33752
CHEMBL1087460_size_20_001,Inactive,0.39781
CHEMBL1087461_size_20_001,Inactive,0.23622
CHEMBL1087461_size_20_002,Inactive,0.24718
CHEMBL1087461_size_20_003,Inactive,0.24328
CHEMBL1087465_size_20_001,Inactive,0.29247
CHEMBL1087465_size_20_002,Inactive,0.17701
CHEMBL1087465_size_20_003,Inactive,0.15252
CHEMBL1087581_size_20_001,Inactive,0.51175
CHEMBL1087581_size_20_002,Inactive,0.54926
CHEMBL1087581_size_20_003,Inactive,0.34895
CHEMBL1087581_size_20_004,Inactive,0.23458
CHEMBL1087581_size_20_005,Inactive,0.15559
CHEMBL1087583_size_20_001,Inactive,0.29196
CHEMBL1087583_size_20_002,Inactive,0.22616
CHEMBL1087583_size_20_003,Inactive,0.14921
CHEMBL1087584_size_20_001,Inactive,0.3683
CHEMBL1087584_size_20_002,Inactive,0.39496
CHEMBL1087588_size_20_001,Inactive,0.37125
CHEMBL1087589_size_20_001,Inactive,0.3524
CHEMBL1087589_size_20_002,Inactive,0.25836
CHEMBL108766_size_20_001,Inactive,0.75202
CHEMBL108766_size_20_002,Inactive,0.37588
CHEMBL108766_size_20_003,Inactive,0.67835
CHEMBL108766_size_20_004,Inactive,0.6932
CHEMBL108766_size_20_005,Inactive,0.59896
CHEMBL108766_size_20_006,Inactive,0.23453
CHEMBL1087712_size_20_001,Inactive,0.64312
CHEMBL1087715_size_20_001,Inactive,0.22479
CHEMBL1087715_size_20_002,Inactive,0.17591
CHEMBL1087830_size_20_001,Inactive,0.18331
CHEMBL1087830_size_20_002,Inactive,0.11195
