Pose,Real_Class,RF-Score-VS
CHEMBL1081771_size_20_001,Inactive,6.39698938835
CHEMBL1081771_size_20_002,Inactive,6.36513329051
CHEMBL1081771_size_20_003,Inactive,6.40427359512
CHEMBL1081786_size_20_001,Inactive,6.24597480689
CHEMBL1081786_size_20_002,Inactive,6.31249594836
CHEMBL1081786_size_20_003,Inactive,6.28294622331
CHEMBL1081917_size_20_001,Inactive,6.07502170702
CHEMBL1081917_size_20_002,Inactive,6.10232944462
CHEMBL1081917_size_20_003,Inactive,6.09136989643
CHEMBL1081926_size_20_001,Inactive,6.11832287508
CHEMBL1081926_size_20_002,Inactive,6.13102494568
CHEMBL1081949_size_20_001,Inactive,6.02844984894
CHEMBL1081949_size_20_002,Inactive,6.04824977212
CHEMBL1081950_size_20_001,Inactive,6.22754292066
CHEMBL1081950_size_20_002,Inactive,6.24833529629
CHEMBL1081950_size_20_003,Inactive,6.23394832632
CHEMBL1081950_size_20_004,Inactive,6.23519063214
CHEMBL1081951_size_20_001,Inactive,6.19829636488
CHEMBL1081951_size_20_002,Inactive,6.17106984154
CHEMBL1081951_size_20_003,Inactive,6.21418019719
CHEMBL1081962_size_20_001,Inactive,6.40662702838
CHEMBL1081963_size_20_001,Inactive,6.37989692487
CHEMBL1081964_size_20_001,Inactive,6.09178372815
CHEMBL1081964_size_20_002,Inactive,6.10701745058
CHEMBL1081964_size_20_003,Inactive,6.10636193455
CHEMBL1081964_size_20_004,Inactive,6.13408246661
CHEMBL1082089_size_20_001,Inactive,6.14274606831
CHEMBL1082089_size_20_002,Inactive,6.1572869443
CHEMBL1082089_size_20_003,Inactive,6.12531986835
CHEMBL1082089_size_20_004,Inactive,6.17906613672
CHEMBL1082090_size_20_001,Inactive,6.17413423435
CHEMBL1082114_size_20_001,Inactive,6.37485138578
CHEMBL1082114_size_20_002,Inactive,6.24906411232
CHEMBL1082115_size_20_001,Inactive,6.40139097654
CHEMBL1082116_size_20_001,Inactive,6.05461829744
CHEMBL1082116_size_20_002,Inactive,6.07765254153
CHEMBL1082116_size_20_003,Inactive,6.01758857439
CHEMBL1082116_size_20_004,Inactive,6.03826021951
CHEMBL1082117_size_20_001,Inactive,6.31187865081
CHEMBL1082118_size_20_001,Inactive,6.47907164829
CHEMBL1082118_size_20_002,Inactive,6.52694204541
CHEMBL1082118_size_20_003,Inactive,6.60967002925
CHEMBL1082131_size_20_001,Inactive,6.17448382205
CHEMBL1082131_size_20_002,Inactive,6.15094821213
CHEMBL1082137_size_20_001,Inactive,6.26662151739
CHEMBL1082137_size_20_002,Inactive,6.19030665528
CHEMBL1082475_size_20_001,Inactive,6.15203216611
CHEMBL1082475_size_20_002,Inactive,6.15189764024
CHEMBL1082475_size_20_003,Inactive,6.13289977049
CHEMBL1082475_size_20_004,Inactive,6.14853437431
CHEMBL1083698_size_20_001,Inactive,6.2150850427
CHEMBL1083698_size_20_002,Inactive,6.05529225957
CHEMBL1084319_size_20_001,Inactive,6.08369386923
CHEMBL1084319_size_20_002,Inactive,6.18128379947
CHEMBL1084319_size_20_003,Inactive,6.05246947915
CHEMBL1084322_size_20_001,Inactive,6.13799614013
CHEMBL1084322_size_20_002,Inactive,6.23312202438
CHEMBL1084322_size_20_003,Inactive,6.11813277584
CHEMBL1084322_size_20_004,Inactive,6.17115287599
CHEMBL1084547_size_20_001,Inactive,6.12211220242
CHEMBL1084547_size_20_002,Inactive,6.28480065141
CHEMBL1084548_size_20_001,Inactive,6.0380518378
CHEMBL1084548_size_20_002,Inactive,6.01439049625
CHEMBL1084548_size_20_003,Inactive,6.04500102305
CHEMBL1084549_size_20_001,Inactive,6.08025799375
CHEMBL1084549_size_20_002,Inactive,6.10388550077
CHEMBL1084549_size_20_003,Inactive,6.13911118295
CHEMBL1084549_size_20_004,Inactive,6.10976235975
CHEMBL1086516_size_20_001,Inactive,6.11328556519
CHEMBL1086516_size_20_002,Inactive,6.10140175112
CHEMBL1086516_size_20_003,Inactive,6.10287410801
