Pose,Real_Class,Average_Good_Pose_Prob
CHEMBL1083967_size_20_007,Active,0.006987918466975
CHEMBL1084106_size_20_001,Active,0.108672038668298
CHEMBL1084106_size_20_002,Active,0.027644489934809
CHEMBL1084106_size_20_003,Active,0.008524806199273
CHEMBL1084106_size_20_004,Active,0.002336521334942
CHEMBL1084106_size_20_005,Active,0.004614369282578
CHEMBL1084106_size_20_006,Active,0.036906831843524
CHEMBL1084106_size_20_007,Active,0.024553447184434
CHEMBL1084106_size_20_008,Active,0.001651336475558
CHEMBL1084106_size_20_009,Active,0.005206596589249
CHEMBL1084106_size_20_010,Active,0.00084925049039
CHEMBL1084106_size_20_011,Active,0.000426897045482
CHEMBL1084892_size_20_001,Active,0.058335789214022
CHEMBL1084892_size_20_002,Active,0.117324402716198
CHEMBL1084892_size_20_003,Active,0.005044407681306
CHEMBL1084892_size_20_004,Active,0.000548282225353
CHEMBL1084892_size_20_005,Active,0.001347625171271
CHEMBL1084892_size_20_006,Active,0.002252762319134
CHEMBL1084892_size_20_007,Active,0.001498259193922
CHEMBL1084892_size_20_008,Active,0.000704777739289
CHEMBL1084892_size_20_009,Active,0.000895492409288
CHEMBL1084900_size_20_001,Active,0.001590920437777
CHEMBL1084900_size_20_002,Active,0.018315928939702
CHEMBL1084900_size_20_003,Active,0.062024456440976
CHEMBL1084900_size_20_004,Active,0.111489090029731
CHEMBL1084900_size_20_005,Active,0.02498520555922
CHEMBL1084900_size_20_006,Active,0.020532764286197
CHEMBL1084900_size_20_007,Active,0.002994691291663
CHEMBL1084900_size_20_008,Active,0.002582499624051
CHEMBL1084947_size_20_001,Active,0.33863412846071
CHEMBL1084947_size_20_002,Active,0.013708759110072
CHEMBL1084947_size_20_003,Active,0.012807716198731
CHEMBL1084947_size_20_004,Active,0.017851999010232
CHEMBL1084947_size_20_005,Active,0.096346304176977
CHEMBL1084947_size_20_006,Active,0.065059329960257
CHEMBL1084947_size_20_007,Active,0.049959968503326
CHEMBL1084947_size_20_008,Active,0.07786221846897
CHEMBL1084947_size_20_009,Active,0.007717865883506
CHEMBL1089116_size_20_001,Active,0.059453916277076
CHEMBL1089116_size_20_002,Active,0.007387242641577
CHEMBL1089116_size_20_003,Active,0.03478178250241
CHEMBL1089116_size_20_004,Active,0.041012210212797
CHEMBL1089116_size_20_005,Active,0.006885774241528
CHEMBL1089116_size_20_006,Active,0.00572007962396
CHEMBL1089116_size_20_007,Active,0.001647295072366
CHEMBL1089116_size_20_008,Active,0.016480630692718
CHEMBL1089116_size_20_009,Active,0.013549351304707
CHEMBL1215304_size_20_001,Active,0.238466974718299
CHEMBL1215304_size_20_002,Active,0.052304063697829
CHEMBL1215304_size_20_003,Active,0.053089657638322
CHEMBL1215304_size_20_004,Active,0.080900708274584
CHEMBL1215304_size_20_005,Active,0.007749173417745
CHEMBL1215526_size_20_001,Active,0.063565447706727
CHEMBL1215526_size_20_002,Active,0.029533147781937
CHEMBL1215526_size_20_003,Active,0.024814938442232
CHEMBL1215526_size_20_004,Active,0.005124397389689
CHEMBL1215526_size_20_005,Active,0.003978902402435
CHEMBL1215526_size_20_006,Active,0.017189294486558
CHEMBL1215526_size_20_007,Active,0.000909842228533
CHEMBL1215526_size_20_008,Active,0.00806097789407
CHEMBL1215526_size_20_009,Active,0.00353683460594
CHEMBL162_size_20_001,Active,0.034709465973522
CHEMBL162_size_20_002,Active,0.004427343539776
CHEMBL162_size_20_003,Active,0.007955129623036
CHEMBL162_size_20_004,Active,0.002805456808301
CHEMBL162_size_20_005,Active,0.001700413959182
CHEMBL162_size_20_006,Active,0.001178331721881
CHEMBL162_size_20_007,Active,0.000345351216423
CHEMBL162_size_20_008,Active,0.000745840387849
CHEMBL162_size_20_009,Active,0.000212459013935
CHEMBL188434_size_20_001,Active,0.022578457430006
CHEMBL188434_size_20_002,Active,0.032244687536827
CHEMBL188434_size_20_003,Active,0.100628204105009
CHEMBL188434_size_20_004,Active,0.08870879326173
CHEMBL188434_size_20_005,Active,0.041414367453386
CHEMBL188434_size_20_006,Active,0.019385691327176
CHEMBL188434_size_20_007,Active,0.012237620004231
CHEMBL188434_size_20_008,Active,0.004280631503376
CHEMBL218257_size_20_001,Active,0.078771372428506
CHEMBL218257_size_20_002,Active,0.011406626649912
CHEMBL218257_size_20_003,Active,0.010404888834276
CHEMBL218257_size_20_004,Active,0.003968000076477
CHEMBL218257_size_20_005,Active,0.001797265249675
CHEMBL218257_size_20_006,Active,0.034046449471807
CHEMBL218719_size_20_001,Active,0.586834199188127
CHEMBL218719_size_20_002,Active,0.414791990132653
CHEMBL218719_size_20_003,Active,0.081789625052341
CHEMBL218719_size_20_004,Active,0.13520099433958
CHEMBL218868_size_20_001,Active,0.154909232477255
CHEMBL218868_size_20_002,Active,0.016716816291243
CHEMBL218868_size_20_003,Active,0.037080217638361
CHEMBL218868_size_20_004,Active,0.025403019572701
CHEMBL218868_size_20_005,Active,0.025324718131191
CHEMBL218868_size_20_006,Active,0.002159970125366
CHEMBL220241_size_20_001,Active,0.114868726223902
CHEMBL220241_size_20_002,Active,0.049269811501371
CHEMBL220241_size_20_003,Active,0.027420003773933
CHEMBL220241_size_20_004,Active,0.004622457427394
CHEMBL220241_size_20_005,Active,0.002197993140378
CHEMBL220241_size_20_006,Active,0.018404051495526
CHEMBL220241_size_20_007,Active,0.004698514792996
CHEMBL220465_size_20_001,Active,0.091605002229726
CHEMBL220465_size_20_002,Active,0.124268966122415
CHEMBL220465_size_20_003,Active,0.148344800467769
CHEMBL220465_size_20_004,Active,0.015752467962729
CHEMBL220465_size_20_005,Active,0.014514162667252
CHEMBL220465_size_20_006,Active,0.000962941042915
CHEMBL220465_size_20_007,Active,0.003529663050141
CHEMBL220465_size_20_008,Active,0.00170371797735
CHEMBL220465_size_20_009,Active,0.00209459983758
CHEMBL223651_size_20_001,Active,0.030208781418026
CHEMBL223651_size_20_002,Active,0.152827927594553
CHEMBL223651_size_20_003,Active,0.026940536871796
CHEMBL223651_size_20_004,Active,0.004109787296996
CHEMBL223651_size_20_005,Active,0.005045102535795
CHEMBL223651_size_20_006,Active,0.006108855440286
CHEMBL223651_size_20_007,Active,0.009610719760991
CHEMBL223651_size_20_008,Active,0.001756870098986
CHEMBL224166_size_20_001,Active,0.084596595651832
CHEMBL224166_size_20_002,Active,0.012579198202156
CHEMBL224166_size_20_003,Active,0.094429224208112
CHEMBL224166_size_20_004,Active,0.005483132474525
CHEMBL224166_size_20_005,Active,0.152592994751315
CHEMBL224166_size_20_006,Active,0.00693677812925
CHEMBL224166_size_20_007,Active,0.064255257710809
CHEMBL224166_size_20_008,Active,0.001817180670393
CHEMBL224166_size_20_009,Active,0.000994296120881
CHEMBL224166_size_20_010,Active,0.000452136079618
CHEMBL224360_size_20_001,Active,0.200051675933876
CHEMBL224360_size_20_002,Active,0.005712291319663
CHEMBL224360_size_20_003,Active,0.001176983150195
CHEMBL224360_size_20_004,Active,0.000610441963287
CHEMBL224360_size_20_005,Active,0.002062002951703
CHEMBL224360_size_20_006,Active,0.000906865286652
CHEMBL224360_size_20_007,Active,5.88854231366496E-05
CHEMBL224500_size_20_001,Active,0.156201828306128
CHEMBL224500_size_20_002,Active,0.048391090347573
CHEMBL224500_size_20_003,Active,0.009569804071097
CHEMBL224500_size_20_004,Active,0.00349118258362
CHEMBL224500_size_20_005,Active,0.001479624124019
CHEMBL224500_size_20_006,Active,0.000605078881741
CHEMBL224505_size_20_001,Active,0.104048397927219
CHEMBL224505_size_20_002,Active,0.011534432682697
CHEMBL224505_size_20_003,Active,0.027516522339745
CHEMBL224505_size_20_004,Active,0.021139474583726
CHEMBL224505_size_20_005,Active,0.003473395562932
CHEMBL224505_size_20_006,Active,0.020030371824485
CHEMBL224505_size_20_007,Active,0.057678959635875
CHEMBL224505_size_20_008,Active,0.00691017424751
CHEMBL224505_size_20_009,Active,0.013840995351634
CHEMBL224505_size_20_010,Active,0.008995843977335
CHEMBL224533_size_20_001,Active,0.029167529377385
CHEMBL224533_size_20_002,Active,0.141553000696319
CHEMBL224533_size_20_003,Active,0.131399032885575
CHEMBL224533_size_20_004,Active,0.274751039486342
CHEMBL224533_size_20_005,Active,0.084008028251021
CHEMBL224533_size_20_006,Active,0.020633482668804
CHEMBL224533_size_20_007,Active,0.023195144231684
CHEMBL224533_size_20_008,Active,0.04795565722334
CHEMBL224533_size_20_009,Active,0.003892525738308
CHEMBL224594_size_20_001,Active,0.469110473574384
CHEMBL224594_size_20_002,Active,0.017572036787935
CHEMBL224594_size_20_003,Active,0.051557754454723
CHEMBL224594_size_20_004,Active,0.059286113009039
CHEMBL224594_size_20_005,Active,0.007375657197503
CHEMBL224594_size_20_006,Active,0.462134171159034
CHEMBL224594_size_20_007,Active,0.072007420277128
CHEMBL224594_size_20_008,Active,0.001388478979135
CHEMBL224594_size_20_009,Active,0.148821247877782
CHEMBL224594_size_20_010,Active,0.001252571917972
CHEMBL224594_size_20_011,Active,0.066212815133113
CHEMBL224594_size_20_012,Active,0.020189954511158
CHEMBL224696_size_20_001,Active,0.006680006288242
CHEMBL224696_size_20_002,Active,0.079303345739863
CHEMBL224696_size_20_003,Active,0.085365527490251
CHEMBL224696_size_20_004,Active,0.183597530848844
CHEMBL224696_size_20_005,Active,0.051733987181422
CHEMBL224696_size_20_006,Active,0.003550293659006
CHEMBL224696_size_20_007,Active,0.000665667113454
CHEMBL224696_size_20_008,Active,0.000219994056975
CHEMBL224746_size_20_001,Active,0.311376153990023
CHEMBL224746_size_20_002,Active,0.005752611368056
CHEMBL224746_size_20_003,Active,0.00311815530898
CHEMBL224746_size_20_004,Active,0.00097379641428
CHEMBL225166_size_20_001,Active,0.124615633253185
CHEMBL225166_size_20_002,Active,0.129601070915533
CHEMBL225166_size_20_003,Active,0.026284990669213
CHEMBL225166_size_20_004,Active,0.004311465797411
CHEMBL225167_size_20_001,Active,0.132386832582932
CHEMBL225167_size_20_002,Active,0.137700043991988
CHEMBL225167_size_20_003,Active,0.015382866990638
CHEMBL225167_size_20_004,Active,0.158442982393748
CHEMBL225167_size_20_005,Active,0.005032772631644
CHEMBL225167_size_20_006,Active,0.003712243474965
CHEMBL225167_size_20_007,Active,0.001630379695412
CHEMBL225167_size_20_008,Active,0.000315471336288
CHEMBL225167_size_20_009,Active,0.004261705942707
CHEMBL225167_size_20_010,Active,0.001967529616827
CHEMBL225168_size_20_001,Active,0.169941640255912
CHEMBL225168_size_20_002,Active,0.169773728614074
CHEMBL225168_size_20_003,Active,0.030943506413939
CHEMBL225168_size_20_004,Active,0.060464196194168
CHEMBL225168_size_20_005,Active,0.00837003177727
CHEMBL225168_size_20_006,Active,0.003921645582148
CHEMBL225168_size_20_007,Active,0.00136084778249
CHEMBL225168_size_20_008,Active,0.004952813280395
CHEMBL225224_size_20_001,Active,0.04934315232404
CHEMBL225224_size_20_002,Active,0.006104773502463
CHEMBL225224_size_20_003,Active,0.008068646694311
CHEMBL225224_size_20_004,Active,0.008076832905754
CHEMBL225224_size_20_005,Active,0.012211892122707
CHEMBL225224_size_20_006,Active,0.003383697727915
CHEMBL225224_size_20_007,Active,0.005379025164194
CHEMBL225224_size_20_008,Active,0.016016284532983
CHEMBL225434_size_20_001,Active,0.06193830813591
CHEMBL225434_size_20_002,Active,0.035033551539732
CHEMBL225434_size_20_003,Active,0.072006503907417
CHEMBL225434_size_20_004,Active,0.022637854163708
CHEMBL225434_size_20_005,Active,0.001853344855955
CHEMBL225434_size_20_006,Active,0.039043351278595
CHEMBL225492_size_20_001,Active,0.333095362061142
CHEMBL225492_size_20_002,Active,0.089563949680826
CHEMBL225492_size_20_003,Active,0.059112405789978
CHEMBL225492_size_20_004,Active,0.04580882048131
CHEMBL225492_size_20_005,Active,0.003551556361621
CHEMBL225492_size_20_006,Active,0.0337998389854
CHEMBL225492_size_20_007,Active,0.002487441069518
CHEMBL225492_size_20_008,Active,0.001573258337173
CHEMBL225582_size_20_001,Active,0.022260745159321
CHEMBL225582_size_20_002,Active,0.01061560099726
CHEMBL225582_size_20_003,Active,0.008269747585165
CHEMBL225582_size_20_004,Active,0.003616794708733
CHEMBL365286_size_20_001,Active,0.007008395046974
CHEMBL365286_size_20_002,Active,0.007288694365199
CHEMBL365286_size_20_003,Active,0.00259036116724
CHEMBL365286_size_20_004,Active,0.000403479392087
CHEMBL365286_size_20_005,Active,0.001136917647263
CHEMBL365286_size_20_006,Active,0.000734270870043
CHEMBL365286_size_20_007,Active,0.002131329096951
CHEMBL365286_size_20_008,Active,0.000349342665714
CHEMBL373512_size_20_001,Active,0.074743049780117
CHEMBL373512_size_20_002,Active,0.32110422458649
CHEMBL373512_size_20_003,Active,0.111110793540809
CHEMBL373512_size_20_004,Active,0.007104679545035
CHEMBL373512_size_20_005,Active,0.001430822398795
CHEMBL373512_size_20_006,Active,0.00321987814547
CHEMBL373512_size_20_007,Active,0.000158148487441
CHEMBL373512_size_20_008,Active,0.001283745436283
CHEMBL373512_size_20_009,Active,0.004435696524645
CHEMBL375736_size_20_001,Active,0.057096549687453
CHEMBL375736_size_20_002,Active,0.085968837690217
CHEMBL375736_size_20_003,Active,0.003768011973207
CHEMBL375736_size_20_004,Active,0.003060299184255
CHEMBL375736_size_20_005,Active,0.013762386142299
CHEMBL375736_size_20_006,Active,0.007496704455609
CHEMBL375736_size_20_007,Active,0.004867055814353
CHEMBL375736_size_20_008,Active,0.005388479007456
CHEMBL375736_size_20_009,Active,0.006934800632296
CHEMBL375882_size_20_001,Active,0.084876231760056
CHEMBL375882_size_20_002,Active,0.012966924088271
CHEMBL375882_size_20_003,Active,0.007353719404725
CHEMBL375882_size_20_004,Active,0.00668740965326
CHEMBL375882_size_20_005,Active,0.001293985979154
CHEMBL375882_size_20_006,Active,0.000714215446765
CHEMBL375882_size_20_007,Active,0.002429360173821
CHEMBL375882_size_20_008,Active,0.000444793534379
CHEMBL379218_size_20_001,Active,0.078791829907139
CHEMBL379218_size_20_002,Active,0.147704292959351
CHEMBL379218_size_20_003,Active,0.049380359577162
CHEMBL379218_size_20_004,Active,0.082748518355081
CHEMBL379218_size_20_005,Active,0.152248779410666
CHEMBL379218_size_20_006,Active,0.12925975388351
CHEMBL379218_size_20_007,Active,0.072426327040374
CHEMBL384073_size_20_001,Active,0.05353793018962
CHEMBL384073_size_20_002,Active,0.048136807607584
CHEMBL384073_size_20_003,Active,0.019729279342685
CHEMBL384073_size_20_004,Active,0.001466514899456
CHEMBL390389_size_20_001,Active,0.046577912172135
CHEMBL390389_size_20_002,Active,0.081653444860175
CHEMBL390389_size_20_003,Active,0.0394976566735
CHEMBL390389_size_20_004,Active,0.122519399578399
CHEMBL390389_size_20_005,Active,0.012205420541716
CHEMBL390389_size_20_006,Active,0.007993569538767
CHEMBL390389_size_20_007,Active,0.005543780124513
CHEMBL390389_size_20_008,Active,0.01316840384444
CHEMBL415061_size_20_001,Active,0.005801397394795
CHEMBL415061_size_20_002,Active,0.002965102793998
CHEMBL415061_size_20_003,Active,0.028614444725703
CHEMBL415061_size_20_004,Active,0.060856067763984
CHEMBL415061_size_20_005,Active,0.007496674934597
CHEMBL415061_size_20_006,Active,0.020674686222178
CHEMBL415061_size_20_007,Active,0.003322473134524
CHEMBL427083_size_20_001,Active,0.092748645458939
CHEMBL427083_size_20_002,Active,0.028862753657281
CHEMBL427083_size_20_003,Active,0.01531528406939
CHEMBL427083_size_20_004,Active,0.003773485924292
CHEMBL427085_size_20_001,Active,0.012069532113158
CHEMBL427085_size_20_002,Active,0.064415617377233
CHEMBL427085_size_20_003,Active,0.025011900523586
CHEMBL427085_size_20_004,Active,0.009833002665931
CHEMBL427085_size_20_005,Active,0.021173592699036
CHEMBL427085_size_20_006,Active,0.167176446213328
CHEMBL427085_size_20_007,Active,0.010967913888794
CHEMBL441702_size_20_001,Active,0.259183446873266
CHEMBL441702_size_20_002,Active,0.18573730150225
CHEMBL441702_size_20_003,Active,0.039281098569738
CHEMBL441702_size_20_004,Active,0.006371150252257
CHEMBL445180_size_20_001,Active,0.002047105750792
CHEMBL445180_size_20_002,Active,0.000972215666402
CHEMBL445180_size_20_003,Active,0.020333038718972
CHEMBL445180_size_20_004,Active,0.003251073140999
CHEMBL445180_size_20_005,Active,0.022270867579869
CHEMBL445180_size_20_006,Active,0.003168729153957
CHEMBL450487_size_20_001,Active,0.008154413471534
CHEMBL450487_size_20_002,Active,0.006000774126877
CHEMBL450487_size_20_003,Active,0.092357713434717
CHEMBL450487_size_20_004,Active,0.20712749204899
CHEMBL450487_size_20_005,Active,0.060521669440677
CHEMBL450487_size_20_006,Active,0.024076797259636
CHEMBL450487_size_20_007,Active,0.05918299539714
CHEMBL450487_size_20_008,Active,0.021964104314832
CHEMBL450487_size_20_009,Active,0.001962604790945
CHEMBL450487_size_20_010,Active,0.039816130454239
CHEMBL466496_size_20_001,Active,0.018606667235927
CHEMBL466496_size_20_002,Active,0.016616179504867
CHEMBL466496_size_20_003,Active,0.011616325559939
CHEMBL466496_size_20_004,Active,0.002170563559051
CHEMBL473080_size_20_001,Active,0.051275492835668
CHEMBL473080_size_20_002,Active,0.022904366589736
CHEMBL473080_size_20_003,Active,0.226800858287251
CHEMBL473080_size_20_004,Active,0.042410445915667
CHEMBL473080_size_20_005,Active,0.027423269691184
CHEMBL473080_size_20_006,Active,0.001426395731901
CHEMBL473080_size_20_007,Active,0.000849822393553
CHEMBL473080_size_20_008,Active,0.011652369725305
CHEMBL473080_size_20_009,Active,0.000758882321079
CHEMBL473080_size_20_010,Active,0.001625375124804
CHEMBL473080_size_20_011,Active,0.004529979887393
CHEMBL473080_size_20_012,Active,0.000523825173358
CHEMBL473080_size_20_013,Active,0.016585767068633
CHEMBL483396_size_20_001,Active,0.130664409165781
CHEMBL483396_size_20_002,Active,0.038561589879074
CHEMBL483402_size_20_001,Active,0.200890671562718
CHEMBL483402_size_20_002,Active,0.030589729948798
CHEMBL483402_size_20_003,Active,0.002399126513194
CHEMBL483402_size_20_004,Active,0.061334330350031
CHEMBL483402_size_20_005,Active,0.003231331297968
CHEMBL483402_size_20_006,Active,0.001896320661378
CHEMBL483574_size_20_001,Active,0.076853119906641
CHEMBL483574_size_20_002,Active,0.039596320556851
CHEMBL483574_size_20_003,Active,0.029245188345892
CHEMBL484967_size_20_001,Active,0.06036838201743
CHEMBL484967_size_20_002,Active,0.00883446212741
CHEMBL484967_size_20_003,Active,0.001506259983788
CHEMBL484967_size_20_004,Active,0.003673095833204
CHEMBL484967_size_20_005,Active,0.000979173847634
CHEMBL485592_size_20_001,Active,0.048988281401415
CHEMBL485592_size_20_002,Active,0.013791908284917
CHEMBL493066_size_20_001,Active,0.138433290823081
CHEMBL493066_size_20_002,Active,0.028827459351628
CHEMBL493066_size_20_003,Active,0.028569292976396
CHEMBL493066_size_20_004,Active,0.084283390531732
CHEMBL493066_size_20_005,Active,0.009063999942419
CHEMBL493066_size_20_006,Active,0.027627696857617
CHEMBL493066_size_20_007,Active,0.004327863941275
CHEMBL493066_size_20_008,Active,0.002534008780941
CHEMBL493066_size_20_009,Active,0.015844032588858
CHEMBL493066_size_20_010,Active,0.00124209181892
CHEMBL493066_size_20_011,Active,0.002243525317817
CHEMBL493066_size_20_012,Active,0.002382044525107
CHEMBL493067_size_20_001,Active,0.084466178256376
CHEMBL493067_size_20_002,Active,0.057974152872853
CHEMBL493067_size_20_003,Active,0.046010548256475
CHEMBL493067_size_20_004,Active,0.012259074760591
CHEMBL493067_size_20_005,Active,0.020142009646697
CHEMBL493067_size_20_006,Active,0.021902665327362
CHEMBL493067_size_20_007,Active,0.016986183228567
CHEMBL493067_size_20_008,Active,0.011481741477911
CHEMBL493067_size_20_009,Active,0.004147562363952
CHEMBL493067_size_20_010,Active,0.006562152912476
CHEMBL493251_size_20_001,Active,0.001419675810392
CHEMBL493251_size_20_002,Active,0.011185955653622
CHEMBL493251_size_20_003,Active,0.000536706303703
CHEMBL493251_size_20_004,Active,0.001950463600996
CHEMBL493251_size_20_005,Active,0.000430423335467
CHEMBL493251_size_20_006,Active,0.00097203641527
CHEMBL493911_size_20_001,Active,0.10357290649347
CHEMBL493911_size_20_002,Active,0.019771725078872
CHEMBL493911_size_20_003,Active,0.025886209658696
CHEMBL493911_size_20_004,Active,0.029210406432609
CHEMBL493911_size_20_005,Active,0.000352692352993
CHEMBL493911_size_20_006,Active,0.002257935174916
CHEMBL493911_size_20_007,Active,0.000843639757876
CHEMBL493911_size_20_008,Active,0.002828495792548
CHEMBL493911_size_20_009,Active,0.000492998747037
CHEMBL493911_size_20_010,Active,0.018901782017927
CHEMBL494088_size_20_001,Active,0.031422643653685
CHEMBL494088_size_20_002,Active,0.006920814661379
CHEMBL494088_size_20_003,Active,0.006474688545209
CHEMBL494088_size_20_004,Active,0.003677507622859
CHEMBL494088_size_20_005,Active,0.001366127011637
CHEMBL494088_size_20_006,Active,0.001041651706711
CHEMBL494088_size_20_007,Active,0.001173264586524
CHEMBL494662_size_20_001,Active,0.101934421468584
CHEMBL494662_size_20_002,Active,0.087764678596977
CHEMBL494662_size_20_003,Active,0.018297553272871
CHEMBL494662_size_20_004,Active,0.015946257053368
CHEMBL494662_size_20_005,Active,0.002489612252627
CHEMBL494662_size_20_006,Active,0.009717268384098
CHEMBL494662_size_20_007,Active,0.003009956451117
CHEMBL494662_size_20_008,Active,0.001990229643849
CHEMBL494662_size_20_009,Active,0.002758409979194
CHEMBL520640_size_20_001,Active,0.060587731386613
CHEMBL520640_size_20_002,Active,0.019667460316541
CHEMBL520640_size_20_003,Active,0.194407399606403
CHEMBL520640_size_20_004,Active,0.011252441282873
CHEMBL520640_size_20_005,Active,0.037453498382589
CHEMBL520640_size_20_006,Active,0.022244949222015
CHEMBL520828_size_20_001,Active,0.210120506010868
CHEMBL520828_size_20_002,Active,0.04764690991829
CHEMBL520828_size_20_003,Active,0.04006432330158
CHEMBL520828_size_20_004,Active,0.053607879162485
CHEMBL520828_size_20_005,Active,0.044509898308236
CHEMBL520828_size_20_006,Active,0.018595435524692
CHEMBL520828_size_20_007,Active,0.020888478154882
CHEMBL521179_size_20_001,Active,0.045299705125263
CHEMBL521179_size_20_002,Active,0.03779582412607
CHEMBL521179_size_20_003,Active,0.031396583385381
CHEMBL521179_size_20_004,Active,0.004652720437624
CHEMBL521642_size_20_001,Active,0.069913295118311
CHEMBL521642_size_20_002,Active,0.007937717468105
CHEMBL521642_size_20_003,Active,0.012022183947508
CHEMBL521642_size_20_004,Active,0.028966225455168
CHEMBL521642_size_20_005,Active,0.121144607473477
CHEMBL521642_size_20_006,Active,0.034529156159425
CHEMBL521642_size_20_007,Active,0.005246394585247
CHEMBL521642_size_20_008,Active,0.002309822609262
CHEMBL521642_size_20_009,Active,0.027691963802763
CHEMBL521823_size_20_001,Active,0.004069248856651
CHEMBL521823_size_20_002,Active,0.06023035451207
CHEMBL521823_size_20_003,Active,0.002985808584395
CHEMBL521823_size_20_004,Active,0.010327592386593
CHEMBL521823_size_20_005,Active,0.001560433382123
CHEMBL521823_size_20_006,Active,0.003222874496747
CHEMBL521823_size_20_007,Active,0.000722103725318
CHEMBL521823_size_20_008,Active,0.002896735993619
CHEMBL523057_size_20_001,Active,0.00768521040542
CHEMBL523057_size_20_002,Active,0.001983221484847
CHEMBL523057_size_20_003,Active,0.023217670690433
CHEMBL523057_size_20_004,Active,0.003616747487563
CHEMBL523057_size_20_005,Active,0.000341904368539
CHEMBL523057_size_20_006,Active,0.01434613309505
