Pose,Real_Class,CNN-Score
CHEMBL1083072_size_20_008,Active,0.05429
CHEMBL1083072_size_20_009,Active,0.08439
CHEMBL1083072_size_20_010,Active,0.18739
CHEMBL1083072_size_20_011,Active,0.08071
CHEMBL1083074_size_20_001,Active,0.84717
CHEMBL1083074_size_20_002,Active,0.29789
CHEMBL1083074_size_20_003,Active,0.71683
CHEMBL1083074_size_20_004,Active,0.47892
CHEMBL1083074_size_20_005,Active,0.11797
CHEMBL1083967_size_20_001,Active,0.09263
CHEMBL1083967_size_20_002,Active,0.10818
CHEMBL1083967_size_20_003,Active,0.82106
CHEMBL1083967_size_20_004,Active,0.3976
CHEMBL1083967_size_20_005,Active,0.03351
CHEMBL1083967_size_20_006,Active,0.04249
CHEMBL1083967_size_20_007,Active,0.03901
CHEMBL1084106_size_20_001,Active,0.66021
CHEMBL1084106_size_20_002,Active,0.63185
CHEMBL1084106_size_20_003,Active,0.17055
CHEMBL1084106_size_20_004,Active,0.06116
CHEMBL1084106_size_20_005,Active,0.20762
CHEMBL1084106_size_20_006,Active,0.03506
CHEMBL1084106_size_20_007,Active,0.06624
CHEMBL1084106_size_20_008,Active,0.08178
CHEMBL1084106_size_20_009,Active,0.06699
CHEMBL1084106_size_20_010,Active,0.09486
CHEMBL1084106_size_20_011,Active,0.05448
CHEMBL1084892_size_20_001,Active,0.27592
CHEMBL1084892_size_20_002,Active,0.73221
CHEMBL1084892_size_20_003,Active,0.10667
CHEMBL1084892_size_20_004,Active,0.1226
CHEMBL1084892_size_20_005,Active,0.1115
CHEMBL1084892_size_20_006,Active,0.14601
CHEMBL1084892_size_20_007,Active,0.08667
CHEMBL1084892_size_20_008,Active,0.04791
CHEMBL1084892_size_20_009,Active,0.04296
CHEMBL1084900_size_20_001,Active,0.3833
CHEMBL1084900_size_20_002,Active,0.2358
CHEMBL1084900_size_20_003,Active,0.54572
CHEMBL1084900_size_20_004,Active,0.51698
CHEMBL1084900_size_20_005,Active,0.25502
CHEMBL1084900_size_20_006,Active,0.24282
CHEMBL1084900_size_20_007,Active,0.18725
CHEMBL1084900_size_20_008,Active,0.15179
CHEMBL1084947_size_20_001,Active,0.76209
CHEMBL1084947_size_20_002,Active,0.14977
CHEMBL1084947_size_20_003,Active,0.07227
CHEMBL1084947_size_20_004,Active,0.14616
CHEMBL1084947_size_20_005,Active,0.60374
CHEMBL1084947_size_20_006,Active,0.09018
CHEMBL1084947_size_20_007,Active,0.77201
CHEMBL1084947_size_20_008,Active,0.70787
CHEMBL1084947_size_20_009,Active,0.06788
CHEMBL1089116_size_20_001,Active,0.02135
CHEMBL1089116_size_20_002,Active,0.09085
CHEMBL1089116_size_20_003,Active,0.08289
CHEMBL1089116_size_20_004,Active,0.20404
CHEMBL1089116_size_20_005,Active,0.02085
CHEMBL1089116_size_20_006,Active,0.02203
CHEMBL1089116_size_20_007,Active,0.02669
CHEMBL1089116_size_20_008,Active,0.11603
CHEMBL1089116_size_20_009,Active,0.13265
CHEMBL1215304_size_20_001,Active,0.28839
CHEMBL1215304_size_20_002,Active,0.46683
CHEMBL1215304_size_20_003,Active,0.61562
CHEMBL1215304_size_20_004,Active,0.64321
CHEMBL1215304_size_20_005,Active,0.26806
CHEMBL1215526_size_20_001,Active,0.77586
CHEMBL1215526_size_20_002,Active,0.47593
CHEMBL1215526_size_20_003,Active,0.57871
CHEMBL1215526_size_20_004,Active,0.01864
CHEMBL1215526_size_20_005,Active,0.03239
CHEMBL1215526_size_20_006,Active,0.05804
CHEMBL1215526_size_20_007,Active,0.02
CHEMBL1215526_size_20_008,Active,0.01894
CHEMBL1215526_size_20_009,Active,0.02198
CHEMBL162_size_20_001,Active,0.33643
CHEMBL162_size_20_002,Active,0.12753
CHEMBL162_size_20_003,Active,0.17956
CHEMBL162_size_20_004,Active,0.01186
CHEMBL162_size_20_005,Active,0.10678
CHEMBL162_size_20_006,Active,0.01487
CHEMBL162_size_20_007,Active,0.03366
CHEMBL162_size_20_008,Active,0.04364
CHEMBL162_size_20_009,Active,0.04108
CHEMBL188434_size_20_001,Active,0.82737
CHEMBL188434_size_20_002,Active,0.03541
CHEMBL188434_size_20_003,Active,0.03307
CHEMBL188434_size_20_004,Active,0.83626
CHEMBL188434_size_20_005,Active,0.12205
CHEMBL188434_size_20_006,Active,0.0179
CHEMBL188434_size_20_007,Active,0.34374
CHEMBL188434_size_20_008,Active,0.03433
CHEMBL218257_size_20_001,Active,0.89139
CHEMBL218257_size_20_002,Active,0.86423
CHEMBL218257_size_20_003,Active,0.24038
CHEMBL218257_size_20_004,Active,0.12803
CHEMBL218257_size_20_005,Active,0.03541
CHEMBL218257_size_20_006,Active,0.41703
CHEMBL218719_size_20_001,Active,0.67574
CHEMBL218719_size_20_002,Active,0.374
CHEMBL218719_size_20_003,Active,0.67216
CHEMBL218719_size_20_004,Active,0.62593
CHEMBL218868_size_20_001,Active,0.91175
CHEMBL218868_size_20_002,Active,0.07866
CHEMBL218868_size_20_003,Active,0.70048
CHEMBL218868_size_20_004,Active,0.0313
CHEMBL218868_size_20_005,Active,0.0347
CHEMBL218868_size_20_006,Active,0.04531
CHEMBL220241_size_20_001,Active,0.04476
CHEMBL220241_size_20_002,Active,0.00898
CHEMBL220241_size_20_003,Active,0.03305
CHEMBL220241_size_20_004,Active,0.0117
CHEMBL220241_size_20_005,Active,0.00456
CHEMBL220241_size_20_006,Active,0.01386
CHEMBL220241_size_20_007,Active,0.00538
CHEMBL220465_size_20_001,Active,0.89923
CHEMBL220465_size_20_002,Active,0.05085
CHEMBL220465_size_20_003,Active,0.019
CHEMBL220465_size_20_004,Active,0.01393
CHEMBL220465_size_20_005,Active,0.01264
CHEMBL220465_size_20_006,Active,0.01984
CHEMBL220465_size_20_007,Active,0.0136
CHEMBL220465_size_20_008,Active,0.02502
CHEMBL220465_size_20_009,Active,0.02502
CHEMBL223651_size_20_001,Active,0.25421
CHEMBL223651_size_20_002,Active,0.50898
CHEMBL223651_size_20_003,Active,0.26715
CHEMBL223651_size_20_004,Active,0.09366
CHEMBL223651_size_20_005,Active,0.07259
CHEMBL223651_size_20_006,Active,0.11894
CHEMBL223651_size_20_007,Active,0.23231
CHEMBL223651_size_20_008,Active,0.14063
CHEMBL224166_size_20_001,Active,0.72794
CHEMBL224166_size_20_002,Active,0.06539
CHEMBL224166_size_20_003,Active,0.79007
CHEMBL224166_size_20_004,Active,0.04182
CHEMBL224166_size_20_005,Active,0.64039
CHEMBL224166_size_20_006,Active,0.13884
CHEMBL224166_size_20_007,Active,0.85973
CHEMBL224166_size_20_008,Active,0.03282
CHEMBL224166_size_20_009,Active,0.03071
CHEMBL224166_size_20_010,Active,0.03423
CHEMBL224360_size_20_001,Active,0.86968
CHEMBL224360_size_20_002,Active,0.64216
CHEMBL224360_size_20_003,Active,0.16127
CHEMBL224360_size_20_004,Active,0.0522
CHEMBL224360_size_20_005,Active,0.02673
CHEMBL224360_size_20_006,Active,0.03391
CHEMBL224360_size_20_007,Active,0.05317
CHEMBL224500_size_20_001,Active,0.45326
CHEMBL224500_size_20_002,Active,0.34709
CHEMBL224500_size_20_003,Active,0.24438
CHEMBL224500_size_20_004,Active,0.26357
CHEMBL224500_size_20_005,Active,0.03861
CHEMBL224500_size_20_006,Active,0.06585
CHEMBL224505_size_20_001,Active,0.36842
CHEMBL224505_size_20_002,Active,0.24431
CHEMBL224505_size_20_003,Active,0.09091
CHEMBL224505_size_20_004,Active,0.17533
CHEMBL224505_size_20_005,Active,0.07568
CHEMBL224505_size_20_006,Active,0.08504
CHEMBL224505_size_20_007,Active,0.15956
CHEMBL224505_size_20_008,Active,0.23287
CHEMBL224505_size_20_009,Active,0.166
CHEMBL224505_size_20_010,Active,0.06923
CHEMBL224533_size_20_001,Active,0.04035
CHEMBL224533_size_20_002,Active,0.46545
CHEMBL224533_size_20_003,Active,0.77334
CHEMBL224533_size_20_004,Active,0.74223
CHEMBL224533_size_20_005,Active,0.04429
CHEMBL224533_size_20_006,Active,0.08997
CHEMBL224533_size_20_007,Active,0.04731
CHEMBL224533_size_20_008,Active,0.09776
CHEMBL224533_size_20_009,Active,0.09157
CHEMBL224594_size_20_001,Active,0.89463
CHEMBL224594_size_20_002,Active,0.03883
CHEMBL224594_size_20_003,Active,0.32105
CHEMBL224594_size_20_004,Active,0.4822
CHEMBL224594_size_20_005,Active,0.25044
CHEMBL224594_size_20_006,Active,0.55348
CHEMBL224594_size_20_007,Active,0.58917
CHEMBL224594_size_20_008,Active,0.15139
CHEMBL224594_size_20_009,Active,0.36734
CHEMBL224594_size_20_010,Active,0.02454
CHEMBL224594_size_20_011,Active,0.56272
CHEMBL224594_size_20_012,Active,0.05478
CHEMBL224696_size_20_001,Active,0.27683
CHEMBL224696_size_20_002,Active,0.70306
CHEMBL224696_size_20_003,Active,0.86515
CHEMBL224696_size_20_004,Active,0.66103
CHEMBL224696_size_20_005,Active,0.78829
CHEMBL224696_size_20_006,Active,0.0554
CHEMBL224696_size_20_007,Active,0.04765
CHEMBL224696_size_20_008,Active,0.0265
CHEMBL224746_size_20_001,Active,0.82162
CHEMBL224746_size_20_002,Active,0.03603
CHEMBL224746_size_20_003,Active,0.14305
CHEMBL224746_size_20_004,Active,0.03718
CHEMBL225166_size_20_001,Active,0.72106
CHEMBL225166_size_20_002,Active,0.86527
CHEMBL225166_size_20_003,Active,0.04517
CHEMBL225166_size_20_004,Active,0.05115
CHEMBL225167_size_20_001,Active,0.8535
CHEMBL225167_size_20_002,Active,0.58934
CHEMBL225167_size_20_003,Active,0.7993
CHEMBL225167_size_20_004,Active,0.80653
CHEMBL225167_size_20_005,Active,0.0907
CHEMBL225167_size_20_006,Active,0.02949
CHEMBL225167_size_20_007,Active,0.04159
CHEMBL225167_size_20_008,Active,0.05635
CHEMBL225167_size_20_009,Active,0.0389
CHEMBL225167_size_20_010,Active,0.041
CHEMBL225168_size_20_001,Active,0.75181
CHEMBL225168_size_20_002,Active,0.57035
CHEMBL225168_size_20_003,Active,0.83187
CHEMBL225168_size_20_004,Active,0.67306
CHEMBL225168_size_20_005,Active,0.12479
CHEMBL225168_size_20_006,Active,0.23871
CHEMBL225168_size_20_007,Active,0.03599
CHEMBL225168_size_20_008,Active,0.12155
CHEMBL225224_size_20_001,Active,0.58963
CHEMBL225224_size_20_002,Active,0.32352
CHEMBL225224_size_20_003,Active,0.2715
CHEMBL225224_size_20_004,Active,0.26365
CHEMBL225224_size_20_005,Active,0.25863
CHEMBL225224_size_20_006,Active,0.28436
CHEMBL225224_size_20_007,Active,0.22346
CHEMBL225224_size_20_008,Active,0.16199
CHEMBL225434_size_20_001,Active,0.34882
CHEMBL225434_size_20_002,Active,0.47301
CHEMBL225434_size_20_003,Active,0.58329
CHEMBL225434_size_20_004,Active,0.56726
CHEMBL225434_size_20_005,Active,0.06722
CHEMBL225434_size_20_006,Active,0.54562
CHEMBL225492_size_20_001,Active,0.87831
CHEMBL225492_size_20_002,Active,0.30854
CHEMBL225492_size_20_003,Active,0.48696
CHEMBL225492_size_20_004,Active,0.10742
CHEMBL225492_size_20_005,Active,0.01664
CHEMBL225492_size_20_006,Active,0.25011
CHEMBL225492_size_20_007,Active,0.05746
CHEMBL225492_size_20_008,Active,0.05418
CHEMBL225582_size_20_001,Active,0.34869
CHEMBL225582_size_20_002,Active,0.17171
CHEMBL225582_size_20_003,Active,0.08938
CHEMBL225582_size_20_004,Active,0.07275
CHEMBL365286_size_20_001,Active,0.51123
CHEMBL365286_size_20_002,Active,0.29178
CHEMBL365286_size_20_003,Active,0.04625
CHEMBL365286_size_20_004,Active,0.0257
CHEMBL365286_size_20_005,Active,0.05223
CHEMBL365286_size_20_006,Active,0.06371
CHEMBL365286_size_20_007,Active,0.06205
CHEMBL365286_size_20_008,Active,0.10983
CHEMBL373512_size_20_001,Active,0.71618
CHEMBL373512_size_20_002,Active,0.63999
CHEMBL373512_size_20_003,Active,0.50115
CHEMBL373512_size_20_004,Active,0.19512
CHEMBL373512_size_20_005,Active,0.06042
CHEMBL373512_size_20_006,Active,0.06161
CHEMBL373512_size_20_007,Active,0.03041
CHEMBL373512_size_20_008,Active,0.09423
CHEMBL373512_size_20_009,Active,0.09208
CHEMBL375736_size_20_001,Active,0.87015
CHEMBL375736_size_20_002,Active,0.77997
CHEMBL375736_size_20_003,Active,0.20879
CHEMBL375736_size_20_004,Active,0.19113
CHEMBL375736_size_20_005,Active,0.1439
CHEMBL375736_size_20_006,Active,0.1602
CHEMBL375736_size_20_007,Active,0.09466
CHEMBL375736_size_20_008,Active,0.07041
CHEMBL375736_size_20_009,Active,0.06836
CHEMBL375882_size_20_001,Active,0.79373
CHEMBL375882_size_20_002,Active,0.33036
CHEMBL375882_size_20_003,Active,0.21528
CHEMBL375882_size_20_004,Active,0.30354
CHEMBL375882_size_20_005,Active,0.0887
CHEMBL375882_size_20_006,Active,0.13511
CHEMBL375882_size_20_007,Active,0.17603
CHEMBL375882_size_20_008,Active,0.12894
CHEMBL379218_size_20_001,Active,0.38011
CHEMBL379218_size_20_002,Active,0.73248
CHEMBL379218_size_20_003,Active,0.62656
CHEMBL379218_size_20_004,Active,0.81592
CHEMBL379218_size_20_005,Active,0.64025
CHEMBL379218_size_20_006,Active,0.79434
CHEMBL379218_size_20_007,Active,0.12936
CHEMBL384073_size_20_001,Active,0.30976
CHEMBL384073_size_20_002,Active,0.48148
CHEMBL384073_size_20_003,Active,0.56793
CHEMBL384073_size_20_004,Active,0.1011
CHEMBL390389_size_20_001,Active,0.43167
CHEMBL390389_size_20_002,Active,0.5067
CHEMBL390389_size_20_003,Active,0.48807
CHEMBL390389_size_20_004,Active,0.79927
CHEMBL390389_size_20_005,Active,0.34129
CHEMBL390389_size_20_006,Active,0.15139
CHEMBL390389_size_20_007,Active,0.25327
CHEMBL390389_size_20_008,Active,0.30859
CHEMBL415061_size_20_001,Active,0.15566
CHEMBL415061_size_20_002,Active,0.18733
CHEMBL415061_size_20_003,Active,0.42811
CHEMBL415061_size_20_004,Active,0.55758
CHEMBL415061_size_20_005,Active,0.10766
CHEMBL415061_size_20_006,Active,0.56257
CHEMBL415061_size_20_007,Active,0.04407
CHEMBL427083_size_20_001,Active,0.51315
CHEMBL427083_size_20_002,Active,0.41178
CHEMBL427083_size_20_003,Active,0.52399
CHEMBL427083_size_20_004,Active,0.06479
CHEMBL427085_size_20_001,Active,0.04102
CHEMBL427085_size_20_002,Active,0.84289
CHEMBL427085_size_20_003,Active,0.18954
CHEMBL427085_size_20_004,Active,0.37055
CHEMBL427085_size_20_005,Active,0.10967
CHEMBL427085_size_20_006,Active,0.46333
CHEMBL427085_size_20_007,Active,0.04722
CHEMBL441702_size_20_001,Active,0.52613
CHEMBL441702_size_20_002,Active,0.36713
CHEMBL441702_size_20_003,Active,0.29568
CHEMBL441702_size_20_004,Active,0.05545
CHEMBL445180_size_20_001,Active,0.02156
CHEMBL445180_size_20_002,Active,0.09007
CHEMBL445180_size_20_003,Active,0.02101
CHEMBL445180_size_20_004,Active,0.03199
CHEMBL445180_size_20_005,Active,0.05607
CHEMBL445180_size_20_006,Active,0.03704
CHEMBL450487_size_20_001,Active,0.02474
CHEMBL450487_size_20_002,Active,0.00563
CHEMBL450487_size_20_003,Active,0.10045
CHEMBL450487_size_20_004,Active,0.1904
CHEMBL450487_size_20_005,Active,0.11691
CHEMBL450487_size_20_006,Active,0.02475
CHEMBL450487_size_20_007,Active,0.03182
CHEMBL450487_size_20_008,Active,0.03424
CHEMBL450487_size_20_009,Active,0.02536
CHEMBL450487_size_20_010,Active,0.0196
CHEMBL466496_size_20_001,Active,0.07639
CHEMBL466496_size_20_002,Active,0.0916
CHEMBL466496_size_20_003,Active,0.20104
CHEMBL466496_size_20_004,Active,0.08858
CHEMBL473080_size_20_001,Active,0.36962
CHEMBL473080_size_20_002,Active,0.33765
CHEMBL473080_size_20_003,Active,0.7755
CHEMBL473080_size_20_004,Active,0.32942
CHEMBL473080_size_20_005,Active,0.11711
CHEMBL473080_size_20_006,Active,0.06378
CHEMBL473080_size_20_007,Active,0.05527
CHEMBL473080_size_20_008,Active,0.07065
CHEMBL473080_size_20_009,Active,0.05979
CHEMBL473080_size_20_010,Active,0.03601
CHEMBL473080_size_20_011,Active,0.03427
CHEMBL473080_size_20_012,Active,0.07044
CHEMBL473080_size_20_013,Active,0.102
CHEMBL483396_size_20_001,Active,0.02775
CHEMBL483396_size_20_002,Active,0.04794
CHEMBL483402_size_20_001,Active,0.03446
CHEMBL483402_size_20_002,Active,0.08268
CHEMBL483402_size_20_003,Active,0.0228
CHEMBL483402_size_20_004,Active,0.05774
CHEMBL483402_size_20_005,Active,0.02498
CHEMBL483402_size_20_006,Active,0.0512
CHEMBL483574_size_20_001,Active,0.20226
CHEMBL483574_size_20_002,Active,0.09689
CHEMBL483574_size_20_003,Active,0.14823
CHEMBL484967_size_20_001,Active,0.95196
CHEMBL484967_size_20_002,Active,0.04153
CHEMBL484967_size_20_003,Active,0.04666
CHEMBL484967_size_20_004,Active,0.04224
CHEMBL484967_size_20_005,Active,0.03705
CHEMBL485592_size_20_001,Active,0.10334
CHEMBL485592_size_20_002,Active,0.22005
CHEMBL493066_size_20_001,Active,0.94313
CHEMBL493066_size_20_002,Active,0.39992
CHEMBL493066_size_20_003,Active,0.41127
CHEMBL493066_size_20_004,Active,0.6991
CHEMBL493066_size_20_005,Active,0.01845
CHEMBL493066_size_20_006,Active,0.20941
CHEMBL493066_size_20_007,Active,0.01984
CHEMBL493066_size_20_008,Active,0.03397
CHEMBL493066_size_20_009,Active,0.02594
CHEMBL493066_size_20_010,Active,0.0281
CHEMBL493066_size_20_011,Active,0.02985
CHEMBL493066_size_20_012,Active,0.05183
CHEMBL493067_size_20_001,Active,0.02635
CHEMBL493067_size_20_002,Active,0.87019
CHEMBL493067_size_20_003,Active,0.81579
CHEMBL493067_size_20_004,Active,0.01215
CHEMBL493067_size_20_005,Active,0.02249
CHEMBL493067_size_20_006,Active,0.08284
CHEMBL493067_size_20_007,Active,0.00795
CHEMBL493067_size_20_008,Active,0.00811
CHEMBL493067_size_20_009,Active,0.04787
CHEMBL493067_size_20_010,Active,0.05502
CHEMBL493251_size_20_001,Active,0.11638
CHEMBL493251_size_20_002,Active,0.03569
CHEMBL493251_size_20_003,Active,0.01429
CHEMBL493251_size_20_004,Active,0.0305
CHEMBL493251_size_20_005,Active,0.01846
CHEMBL493251_size_20_006,Active,0.07007
CHEMBL493911_size_20_001,Active,0.81713
CHEMBL493911_size_20_002,Active,0.06723
CHEMBL493911_size_20_003,Active,0.61366
CHEMBL493911_size_20_004,Active,0.02241
CHEMBL493911_size_20_005,Active,0.02812
CHEMBL493911_size_20_006,Active,0.00505
CHEMBL493911_size_20_007,Active,0.02719
CHEMBL493911_size_20_008,Active,0.02075
CHEMBL493911_size_20_009,Active,0.02082
CHEMBL493911_size_20_010,Active,0.48633
CHEMBL494088_size_20_001,Active,0.00707
CHEMBL494088_size_20_002,Active,0.08747
CHEMBL494088_size_20_003,Active,0.04506
CHEMBL494088_size_20_004,Active,0.01501
CHEMBL494088_size_20_005,Active,0.04625
CHEMBL494088_size_20_006,Active,0.02139
CHEMBL494088_size_20_007,Active,0.08955
CHEMBL494662_size_20_001,Active,0.95795
CHEMBL494662_size_20_002,Active,0.02435
CHEMBL494662_size_20_003,Active,0.041
CHEMBL494662_size_20_004,Active,0.0106
CHEMBL494662_size_20_005,Active,0.03565
CHEMBL494662_size_20_006,Active,0.00846
CHEMBL494662_size_20_007,Active,0.01171
CHEMBL494662_size_20_008,Active,0.03267
CHEMBL494662_size_20_009,Active,0.07682
CHEMBL520640_size_20_001,Active,0.43132
CHEMBL520640_size_20_002,Active,0.20598
CHEMBL520640_size_20_003,Active,0.63637
CHEMBL520640_size_20_004,Active,0.17072
CHEMBL520640_size_20_005,Active,0.50777
CHEMBL520640_size_20_006,Active,0.24403
CHEMBL520828_size_20_001,Active,0.22016
CHEMBL520828_size_20_002,Active,0.17552
CHEMBL520828_size_20_003,Active,0.1086
CHEMBL520828_size_20_004,Active,0.18552
CHEMBL520828_size_20_005,Active,0.17288
CHEMBL520828_size_20_006,Active,0.21574
CHEMBL520828_size_20_007,Active,0.06031
CHEMBL521179_size_20_001,Active,0.3218
CHEMBL521179_size_20_002,Active,0.3049
CHEMBL521179_size_20_003,Active,0.02929
CHEMBL521179_size_20_004,Active,0.09961
CHEMBL521642_size_20_001,Active,0.0141
CHEMBL521642_size_20_002,Active,0.06795
CHEMBL521642_size_20_003,Active,0.02263
CHEMBL521642_size_20_004,Active,0.0488
CHEMBL521642_size_20_005,Active,0.02958
CHEMBL521642_size_20_006,Active,0.02611
CHEMBL521642_size_20_007,Active,0.04163
CHEMBL521642_size_20_008,Active,0.01056
CHEMBL521642_size_20_009,Active,0.04951
CHEMBL521823_size_20_001,Active,0.04942
CHEMBL521823_size_20_002,Active,0.01376
CHEMBL521823_size_20_003,Active,0.0203
CHEMBL521823_size_20_004,Active,0.03473
CHEMBL521823_size_20_005,Active,0.03533
CHEMBL521823_size_20_006,Active,0.03978
CHEMBL521823_size_20_007,Active,0.01848
CHEMBL521823_size_20_008,Active,0.01978
CHEMBL523057_size_20_001,Active,0.03253
CHEMBL523057_size_20_002,Active,0.12482
CHEMBL523057_size_20_003,Active,0.03004
CHEMBL523057_size_20_004,Active,0.02709
CHEMBL523057_size_20_005,Active,0.01193
CHEMBL523057_size_20_006,Active,0.05171
CHEMBL523057_size_20_007,Active,0.03557
CHEMBL523586_size_20_001,Active,0.18735
CHEMBL523586_size_20_002,Active,0.02871
CHEMBL523586_size_20_003,Active,0.05525
CHEMBL523586_size_20_004,Active,0.0575
CHEMBL523586_size_20_005,Active,0.04635
CHEMBL523586_size_20_006,Active,0.01945
CHEMBL523586_size_20_007,Active,0.01863
CHEMBL523695_size_20_001,Active,0.81835
CHEMBL523695_size_20_002,Active,0.023
CHEMBL523695_size_20_003,Active,0.03419
CHEMBL523695_size_20_004,Active,0.02181
CHEMBL523695_size_20_005,Active,0.01096
CHEMBL523695_size_20_006,Active,0.14203
CHEMBL523695_size_20_007,Active,0.03979
CHEMBL566298_size_20_001,Active,0.01895
CHEMBL566298_size_20_002,Active,0.02112
CHEMBL566298_size_20_003,Active,0.05351
CHEMBL566298_size_20_004,Active,0.04298
CHEMBL566298_size_20_005,Active,0.02461
CHEMBL566298_size_20_006,Active,0.02199
CHEMBL567603_size_20_001,Active,0.02195
CHEMBL567603_size_20_002,Active,0.02315
CHEMBL567603_size_20_003,Active,0.0814
CHEMBL567603_size_20_004,Active,0.02888
CHEMBL567603_size_20_005,Active,0.02922
CHEMBL567603_size_20_006,Active,0.03416
CHEMBL567603_size_20_007,Active,0.02812
CHEMBL567603_size_20_008,Active,0.01799
CHEMBL567603_size_20_009,Active,0.01922
CHEMBL570126_size_20_001,Active,0.0921
CHEMBL570126_size_20_002,Active,0.07787
CHEMBL570126_size_20_003,Active,0.05984
CHEMBL570126_size_20_004,Active,0.06766
CHEMBL570126_size_20_005,Active,0.31141
CHEMBL570126_size_20_006,Active,0.08478
CHEMBL570820_size_20_001,Active,0.31671
CHEMBL570820_size_20_002,Active,0.01642
CHEMBL570820_size_20_003,Active,0.06392
CHEMBL570820_size_20_004,Active,0.12292
CHEMBL570820_size_20_005,Active,0.03151
CHEMBL570820_size_20_006,Active,0.3781
CHEMBL570820_size_20_007,Active,0.36078
CHEMBL570820_size_20_008,Active,0.01809
CHEMBL570820_size_20_009,Active,0.01595
CHEMBL570820_size_20_010,Active,0.02326
CHEMBL570820_size_20_011,Active,0.01076
CHEMBL570820_size_20_012,Active,0.09194
CHEMBL570820_size_20_013,Active,0.2437
CHEMBL571948_size_20_001,Active,0.21729
CHEMBL571948_size_20_002,Active,0.21287
CHEMBL571948_size_20_003,Active,0.15853
CHEMBL571948_size_20_004,Active,0.19627
CHEMBL571948_size_20_005,Active,0.12865
CHEMBL571948_size_20_006,Active,0.14198
CHEMBL574507_size_20_001,Active,0.82156
CHEMBL574507_size_20_002,Active,0.64121
CHEMBL574507_size_20_003,Active,0.09271
CHEMBL574507_size_20_004,Active,0.05354
CHEMBL574507_size_20_005,Active,0.06499
CHEMBL574507_size_20_006,Active,0.03383
CHEMBL574507_size_20_007,Active,0.01951
CHEMBL574507_size_20_008,Active,0.06836
CHEMBL574507_size_20_009,Active,0.05767
CHEMBL574507_size_20_010,Active,0.03238
CHEMBL574508_size_20_001,Active,0.23995
CHEMBL574508_size_20_002,Active,0.07105
CHEMBL574508_size_20_003,Active,0.0173
CHEMBL574508_size_20_004,Active,0.09815
CHEMBL574508_size_20_005,Active,0.19831
