Pose,Real_Class,Docking_score
CHEMBL1083967_size_20_002,Active,-7.6
CHEMBL1083967_size_20_003,Active,-7.5
CHEMBL1083967_size_20_004,Active,-7
CHEMBL1083967_size_20_005,Active,-6.5
CHEMBL1083967_size_20_006,Active,-6.4
CHEMBL1083967_size_20_007,Active,-5.4
CHEMBL1084106_size_20_001,Active,-8.3
CHEMBL1084106_size_20_002,Active,-8.3
CHEMBL1084106_size_20_003,Active,-8.2
CHEMBL1084106_size_20_004,Active,-7.7
CHEMBL1084106_size_20_005,Active,-7.3
CHEMBL1084106_size_20_006,Active,-7.1
CHEMBL1084106_size_20_007,Active,-7.1
CHEMBL1084106_size_20_008,Active,-6.9
CHEMBL1084106_size_20_009,Active,-6
CHEMBL1084106_size_20_010,Active,-5.5
CHEMBL1084106_size_20_011,Active,-5.4
CHEMBL1084892_size_20_001,Active,-8.8
CHEMBL1084892_size_20_002,Active,-8.7
CHEMBL1084892_size_20_003,Active,-8.4
CHEMBL1084892_size_20_004,Active,-8.1
CHEMBL1084892_size_20_005,Active,-7.9
CHEMBL1084892_size_20_006,Active,-7.7
CHEMBL1084892_size_20_007,Active,-7.7
CHEMBL1084892_size_20_008,Active,-7.3
CHEMBL1084892_size_20_009,Active,-6.9
CHEMBL1084900_size_20_001,Active,-8.4
CHEMBL1084900_size_20_002,Active,-8.3
CHEMBL1084900_size_20_003,Active,-8
CHEMBL1084900_size_20_004,Active,-7.9
CHEMBL1084900_size_20_005,Active,-7.9
CHEMBL1084900_size_20_006,Active,-7.8
CHEMBL1084900_size_20_007,Active,-7.4
CHEMBL1084900_size_20_008,Active,-7.1
CHEMBL1084947_size_20_001,Active,-9.6
CHEMBL1084947_size_20_002,Active,-9.1
CHEMBL1084947_size_20_003,Active,-8.9
CHEMBL1084947_size_20_004,Active,-8.7
CHEMBL1084947_size_20_005,Active,-8.4
CHEMBL1084947_size_20_006,Active,-8.3
CHEMBL1084947_size_20_007,Active,-8.2
CHEMBL1084947_size_20_008,Active,-7.6
CHEMBL1084947_size_20_009,Active,-7.2
CHEMBL1089116_size_20_001,Active,-9.3
CHEMBL1089116_size_20_002,Active,-8.3
CHEMBL1089116_size_20_003,Active,-8.1
CHEMBL1089116_size_20_004,Active,-8
CHEMBL1089116_size_20_005,Active,-7.9
CHEMBL1089116_size_20_006,Active,-7.5
CHEMBL1089116_size_20_007,Active,-7.5
CHEMBL1089116_size_20_008,Active,-7.3
CHEMBL1089116_size_20_009,Active,-6.8
CHEMBL1215304_size_20_001,Active,-9.5
CHEMBL1215304_size_20_002,Active,-9.3
CHEMBL1215304_size_20_003,Active,-9.1
CHEMBL1215304_size_20_004,Active,-8.5
CHEMBL1215304_size_20_005,Active,-6.7
CHEMBL1215526_size_20_001,Active,-8.9
CHEMBL1215526_size_20_002,Active,-8.2
CHEMBL1215526_size_20_003,Active,-8.1
CHEMBL1215526_size_20_004,Active,-8
CHEMBL1215526_size_20_005,Active,-7.6
CHEMBL1215526_size_20_006,Active,-7.1
CHEMBL1215526_size_20_007,Active,-6.8
CHEMBL1215526_size_20_008,Active,-6.7
CHEMBL1215526_size_20_009,Active,-6.1
CHEMBL162_size_20_001,Active,-8.8
CHEMBL162_size_20_002,Active,-8.5
CHEMBL162_size_20_003,Active,-7.5
CHEMBL162_size_20_004,Active,-7.4
CHEMBL162_size_20_005,Active,-7.3
CHEMBL162_size_20_006,Active,-6.9
CHEMBL162_size_20_007,Active,-6.9
CHEMBL162_size_20_008,Active,-6.8
CHEMBL162_size_20_009,Active,-6.3
CHEMBL188434_size_20_001,Active,-8.1
CHEMBL188434_size_20_002,Active,-7.6
CHEMBL188434_size_20_003,Active,-7.5
CHEMBL188434_size_20_004,Active,-7.4
CHEMBL188434_size_20_005,Active,-7.2
CHEMBL188434_size_20_006,Active,-7.1
CHEMBL188434_size_20_007,Active,-6.4
CHEMBL188434_size_20_008,Active,-6.1
CHEMBL218257_size_20_001,Active,-7.2
CHEMBL218257_size_20_002,Active,-7
CHEMBL218257_size_20_003,Active,-6.7
CHEMBL218257_size_20_004,Active,-6.3
CHEMBL218257_size_20_005,Active,-6.1
CHEMBL218257_size_20_006,Active,-5.8
CHEMBL218719_size_20_001,Active,-10.9
CHEMBL218719_size_20_002,Active,-10.3
CHEMBL218719_size_20_003,Active,-9.6
CHEMBL218719_size_20_004,Active,-9.3
CHEMBL218868_size_20_001,Active,-9.4
CHEMBL218868_size_20_002,Active,-9
CHEMBL218868_size_20_003,Active,-8.4
CHEMBL218868_size_20_004,Active,-7.7
CHEMBL218868_size_20_005,Active,-7.1
CHEMBL218868_size_20_006,Active,-6.5
CHEMBL220241_size_20_001,Active,-8.8
CHEMBL220241_size_20_002,Active,-7.9
CHEMBL220241_size_20_003,Active,-7.4
CHEMBL220241_size_20_004,Active,-7.1
CHEMBL220241_size_20_005,Active,-6.7
CHEMBL220241_size_20_006,Active,-6.7
CHEMBL220241_size_20_007,Active,-6.6
CHEMBL220465_size_20_001,Active,-9.6
CHEMBL220465_size_20_002,Active,-9.6
CHEMBL220465_size_20_003,Active,-9.2
CHEMBL220465_size_20_004,Active,-9
CHEMBL220465_size_20_005,Active,-8.5
CHEMBL220465_size_20_006,Active,-7.9
CHEMBL220465_size_20_007,Active,-7.2
CHEMBL220465_size_20_008,Active,-7
CHEMBL220465_size_20_009,Active,-7
CHEMBL223651_size_20_001,Active,-8.7
CHEMBL223651_size_20_002,Active,-8.5
CHEMBL223651_size_20_003,Active,-8.2
CHEMBL223651_size_20_004,Active,-8.2
CHEMBL223651_size_20_005,Active,-7.7
CHEMBL223651_size_20_006,Active,-7.5
CHEMBL223651_size_20_007,Active,-7.1
CHEMBL223651_size_20_008,Active,-7.1
CHEMBL224166_size_20_001,Active,-7.9
CHEMBL224166_size_20_002,Active,-7.8
CHEMBL224166_size_20_003,Active,-7.6
CHEMBL224166_size_20_004,Active,-6.9
CHEMBL224166_size_20_005,Active,-6.7
CHEMBL224166_size_20_006,Active,-6.7
CHEMBL224166_size_20_007,Active,-6.5
CHEMBL224166_size_20_008,Active,-6.1
CHEMBL224166_size_20_009,Active,-5.9
CHEMBL224166_size_20_010,Active,-5.8
CHEMBL224360_size_20_001,Active,-7.7
CHEMBL224360_size_20_002,Active,-7.4
CHEMBL224360_size_20_003,Active,-5.6
CHEMBL224360_size_20_004,Active,-5.6
CHEMBL224360_size_20_005,Active,-5.4
CHEMBL224360_size_20_006,Active,-5.1
CHEMBL224360_size_20_007,Active,-5
CHEMBL224500_size_20_001,Active,-8.9
CHEMBL224500_size_20_002,Active,-8
CHEMBL224500_size_20_003,Active,-7.6
CHEMBL224500_size_20_004,Active,-7
CHEMBL224500_size_20_005,Active,-6.8
CHEMBL224500_size_20_006,Active,-6.5
CHEMBL224505_size_20_001,Active,-8.9
CHEMBL224505_size_20_002,Active,-8
CHEMBL224505_size_20_003,Active,-7.8
CHEMBL224505_size_20_004,Active,-7.7
CHEMBL224505_size_20_005,Active,-7.6
CHEMBL224505_size_20_006,Active,-7.5
CHEMBL224505_size_20_007,Active,-7.4
CHEMBL224505_size_20_008,Active,-7.4
CHEMBL224505_size_20_009,Active,-6.9
CHEMBL224505_size_20_010,Active,-6.8
CHEMBL224533_size_20_001,Active,-7.8
CHEMBL224533_size_20_002,Active,-7.7
CHEMBL224533_size_20_003,Active,-7.6
CHEMBL224533_size_20_004,Active,-7.6
CHEMBL224533_size_20_005,Active,-6.8
CHEMBL224533_size_20_006,Active,-6.1
CHEMBL224533_size_20_007,Active,-5.7
CHEMBL224533_size_20_008,Active,-5.5
CHEMBL224533_size_20_009,Active,-4.9
CHEMBL224594_size_20_001,Active,-9.3
CHEMBL224594_size_20_002,Active,-9
CHEMBL224594_size_20_003,Active,-8.8
CHEMBL224594_size_20_004,Active,-8.5
CHEMBL224594_size_20_005,Active,-8.2
CHEMBL224594_size_20_006,Active,-7.9
CHEMBL224594_size_20_007,Active,-7.5
CHEMBL224594_size_20_008,Active,-7.5
CHEMBL224594_size_20_009,Active,-7.1
CHEMBL224594_size_20_010,Active,-6.7
CHEMBL224594_size_20_011,Active,-6.7
CHEMBL224594_size_20_012,Active,-6.3
CHEMBL224696_size_20_001,Active,-8.1
CHEMBL224696_size_20_002,Active,-8.1
CHEMBL224696_size_20_003,Active,-8
CHEMBL224696_size_20_004,Active,-7
CHEMBL224696_size_20_005,Active,-6.4
CHEMBL224696_size_20_006,Active,-6.3
CHEMBL224696_size_20_007,Active,-6.1
CHEMBL224696_size_20_008,Active,-5.5
CHEMBL224746_size_20_001,Active,-8.2
CHEMBL224746_size_20_002,Active,-7.2
CHEMBL224746_size_20_003,Active,-7.1
CHEMBL224746_size_20_004,Active,-6.5
CHEMBL225166_size_20_001,Active,-7.7
CHEMBL225166_size_20_002,Active,-7.7
CHEMBL225166_size_20_003,Active,-7.6
CHEMBL225166_size_20_004,Active,-7.1
CHEMBL225167_size_20_001,Active,-7.8
CHEMBL225167_size_20_002,Active,-7.6
CHEMBL225167_size_20_003,Active,-7.4
CHEMBL225167_size_20_004,Active,-7.1
CHEMBL225167_size_20_005,Active,-6.9
CHEMBL225167_size_20_006,Active,-6.9
CHEMBL225167_size_20_007,Active,-6.8
CHEMBL225167_size_20_008,Active,-5.9
CHEMBL225167_size_20_009,Active,-5.4
CHEMBL225167_size_20_010,Active,-5.1
CHEMBL225168_size_20_001,Active,-7.9
CHEMBL225168_size_20_002,Active,-7.7
CHEMBL225168_size_20_003,Active,-7.3
CHEMBL225168_size_20_004,Active,-7
CHEMBL225168_size_20_005,Active,-6.7
CHEMBL225168_size_20_006,Active,-5.8
CHEMBL225168_size_20_007,Active,-5.8
CHEMBL225168_size_20_008,Active,-5.8
CHEMBL225224_size_20_001,Active,-8.3
CHEMBL225224_size_20_002,Active,-8.2
CHEMBL225224_size_20_003,Active,-8
CHEMBL225224_size_20_004,Active,-7.9
CHEMBL225224_size_20_005,Active,-7.9
CHEMBL225224_size_20_006,Active,-7.6
CHEMBL225224_size_20_007,Active,-7.3
CHEMBL225224_size_20_008,Active,-7.1
CHEMBL225434_size_20_001,Active,-8.7
CHEMBL225434_size_20_002,Active,-8.6
CHEMBL225434_size_20_003,Active,-7.7
CHEMBL225434_size_20_004,Active,-7.3
CHEMBL225434_size_20_005,Active,-7
CHEMBL225434_size_20_006,Active,-7
CHEMBL225492_size_20_001,Active,-9.2
CHEMBL225492_size_20_002,Active,-8.3
CHEMBL225492_size_20_003,Active,-7.5
CHEMBL225492_size_20_004,Active,-7.4
CHEMBL225492_size_20_005,Active,-7
CHEMBL225492_size_20_006,Active,-6.8
CHEMBL225492_size_20_007,Active,-6.5
CHEMBL225492_size_20_008,Active,-6.2
CHEMBL225582_size_20_001,Active,-8.1
CHEMBL225582_size_20_002,Active,-7.3
CHEMBL225582_size_20_003,Active,-7.1
CHEMBL225582_size_20_004,Active,-6.6
CHEMBL365286_size_20_001,Active,-7.3
CHEMBL365286_size_20_002,Active,-7.2
CHEMBL365286_size_20_003,Active,-5.9
CHEMBL365286_size_20_004,Active,-5.6
CHEMBL365286_size_20_005,Active,-5.3
CHEMBL365286_size_20_006,Active,-4.8
CHEMBL365286_size_20_007,Active,-4.6
CHEMBL365286_size_20_008,Active,-4.5
CHEMBL373512_size_20_001,Active,-7.9
CHEMBL373512_size_20_002,Active,-7.6
CHEMBL373512_size_20_003,Active,-6.9
CHEMBL373512_size_20_004,Active,-6.2
CHEMBL373512_size_20_005,Active,-5.8
CHEMBL373512_size_20_006,Active,-5.5
CHEMBL373512_size_20_007,Active,-5.3
CHEMBL373512_size_20_008,Active,-5.3
CHEMBL373512_size_20_009,Active,-5.2
CHEMBL375736_size_20_001,Active,-7.9
CHEMBL375736_size_20_002,Active,-7.8
CHEMBL375736_size_20_003,Active,-7.3
CHEMBL375736_size_20_004,Active,-6.8
CHEMBL375736_size_20_005,Active,-6.5
CHEMBL375736_size_20_006,Active,-6.5
CHEMBL375736_size_20_007,Active,-6.3
CHEMBL375736_size_20_008,Active,-5.9
CHEMBL375736_size_20_009,Active,-5.7
CHEMBL375882_size_20_001,Active,-7.6
CHEMBL375882_size_20_002,Active,-7.5
CHEMBL375882_size_20_003,Active,-7.1
CHEMBL375882_size_20_004,Active,-6.6
CHEMBL375882_size_20_005,Active,-6.1
CHEMBL375882_size_20_006,Active,-5.1
CHEMBL375882_size_20_007,Active,-5.1
CHEMBL375882_size_20_008,Active,-4.9
CHEMBL379218_size_20_001,Active,-8.4
CHEMBL379218_size_20_002,Active,-7.9
CHEMBL379218_size_20_003,Active,-7.4
CHEMBL379218_size_20_004,Active,-6.8
CHEMBL379218_size_20_005,Active,-6.6
CHEMBL379218_size_20_006,Active,-6.4
CHEMBL379218_size_20_007,Active,-6.2
CHEMBL384073_size_20_001,Active,-8.8
CHEMBL384073_size_20_002,Active,-8.7
CHEMBL384073_size_20_003,Active,-8.4
CHEMBL384073_size_20_004,Active,-6.7
CHEMBL390389_size_20_001,Active,-8.3
CHEMBL390389_size_20_002,Active,-8.1
CHEMBL390389_size_20_003,Active,-8
CHEMBL390389_size_20_004,Active,-7.9
CHEMBL390389_size_20_005,Active,-7
CHEMBL390389_size_20_006,Active,-7
CHEMBL390389_size_20_007,Active,-6.7
CHEMBL390389_size_20_008,Active,-6.6
CHEMBL415061_size_20_001,Active,-8.4
CHEMBL415061_size_20_002,Active,-8.3
CHEMBL415061_size_20_003,Active,-8
CHEMBL415061_size_20_004,Active,-7.5
CHEMBL415061_size_20_005,Active,-6.9
CHEMBL415061_size_20_006,Active,-6.4
CHEMBL415061_size_20_007,Active,-6.3
CHEMBL427083_size_20_001,Active,-8.6
CHEMBL427083_size_20_002,Active,-8.1
CHEMBL427083_size_20_003,Active,-7.2
CHEMBL427083_size_20_004,Active,-6
CHEMBL427085_size_20_001,Active,-7.2
CHEMBL427085_size_20_002,Active,-7.2
CHEMBL427085_size_20_003,Active,-7.1
CHEMBL427085_size_20_004,Active,-6.8
CHEMBL427085_size_20_005,Active,-6.7
CHEMBL427085_size_20_006,Active,-6.3
CHEMBL427085_size_20_007,Active,-5.2
CHEMBL441702_size_20_001,Active,-11.4
CHEMBL441702_size_20_002,Active,-11.4
CHEMBL441702_size_20_003,Active,-10.7
CHEMBL441702_size_20_004,Active,-8.5
CHEMBL445180_size_20_001,Active,-7.4
CHEMBL445180_size_20_002,Active,-7.1
CHEMBL445180_size_20_003,Active,-7
CHEMBL445180_size_20_004,Active,-6.3
CHEMBL445180_size_20_005,Active,-6.1
CHEMBL445180_size_20_006,Active,-5.4
CHEMBL450487_size_20_001,Active,-7.2
CHEMBL450487_size_20_002,Active,-6.9
CHEMBL450487_size_20_003,Active,-6.9
CHEMBL450487_size_20_004,Active,-6.8
CHEMBL450487_size_20_005,Active,-6.7
CHEMBL450487_size_20_006,Active,-5.9
CHEMBL450487_size_20_007,Active,-5.7
CHEMBL450487_size_20_008,Active,-5.5
CHEMBL450487_size_20_009,Active,-5.3
CHEMBL450487_size_20_010,Active,-5.3
CHEMBL466496_size_20_001,Active,-8.1
CHEMBL466496_size_20_002,Active,-7.7
CHEMBL466496_size_20_003,Active,-7.3
CHEMBL466496_size_20_004,Active,-6.9
CHEMBL473080_size_20_001,Active,-8.1
CHEMBL473080_size_20_002,Active,-8.1
CHEMBL473080_size_20_003,Active,-7.9
CHEMBL473080_size_20_004,Active,-7.7
CHEMBL473080_size_20_005,Active,-7.4
CHEMBL473080_size_20_006,Active,-6.8
CHEMBL473080_size_20_007,Active,-6.6
CHEMBL473080_size_20_008,Active,-6.5
CHEMBL473080_size_20_009,Active,-6.4
CHEMBL473080_size_20_010,Active,-6.2
CHEMBL473080_size_20_011,Active,-6.2
CHEMBL473080_size_20_012,Active,-6.1
CHEMBL473080_size_20_013,Active,-6.1
CHEMBL483396_size_20_001,Active,-9.1
CHEMBL483396_size_20_002,Active,-8.1
CHEMBL483402_size_20_001,Active,-9.6
CHEMBL483402_size_20_002,Active,-9.1
CHEMBL483402_size_20_003,Active,-8.5
CHEMBL483402_size_20_004,Active,-8.3
CHEMBL483402_size_20_005,Active,-7.9
CHEMBL483402_size_20_006,Active,-7.4
CHEMBL483574_size_20_001,Active,-10.5
CHEMBL483574_size_20_002,Active,-9.2
CHEMBL483574_size_20_003,Active,-8.3
CHEMBL484967_size_20_001,Active,-9
CHEMBL484967_size_20_002,Active,-7.8
CHEMBL484967_size_20_003,Active,-7.4
CHEMBL484967_size_20_004,Active,-6.6
CHEMBL484967_size_20_005,Active,-6.5
CHEMBL485592_size_20_001,Active,-9.8
CHEMBL485592_size_20_002,Active,-9.3
CHEMBL493066_size_20_001,Active,-8.2
CHEMBL493066_size_20_002,Active,-7.9
CHEMBL493066_size_20_003,Active,-7.6
CHEMBL493066_size_20_004,Active,-7.3
CHEMBL493066_size_20_005,Active,-7.1
CHEMBL493066_size_20_006,Active,-6.9
CHEMBL493066_size_20_007,Active,-6.9
CHEMBL493066_size_20_008,Active,-6.4
CHEMBL493066_size_20_009,Active,-6.3
CHEMBL493066_size_20_010,Active,-6.1
CHEMBL493066_size_20_011,Active,-5.9
CHEMBL493066_size_20_012,Active,-5.8
CHEMBL493067_size_20_001,Active,-8.1
CHEMBL493067_size_20_002,Active,-8
CHEMBL493067_size_20_003,Active,-7.9
CHEMBL493067_size_20_004,Active,-7.7
CHEMBL493067_size_20_005,Active,-6.9
CHEMBL493067_size_20_006,Active,-6.9
CHEMBL493067_size_20_007,Active,-6.9
CHEMBL493067_size_20_008,Active,-6.3
CHEMBL493067_size_20_009,Active,-6
CHEMBL493067_size_20_010,Active,-5.4
CHEMBL493251_size_20_001,Active,-7.3
CHEMBL493251_size_20_002,Active,-6.9
CHEMBL493251_size_20_003,Active,-6.2
CHEMBL493251_size_20_004,Active,-5.2
CHEMBL493251_size_20_005,Active,-4.9
CHEMBL493251_size_20_006,Active,-4.7
CHEMBL493911_size_20_001,Active,-8
CHEMBL493911_size_20_002,Active,-7.8
CHEMBL493911_size_20_003,Active,-7.6
CHEMBL493911_size_20_004,Active,-7.1
CHEMBL493911_size_20_005,Active,-6.9
CHEMBL493911_size_20_006,Active,-6.2
CHEMBL493911_size_20_007,Active,-5.9
CHEMBL493911_size_20_008,Active,-5.9
CHEMBL493911_size_20_009,Active,-5.7
CHEMBL493911_size_20_010,Active,-5.6
CHEMBL494088_size_20_001,Active,-8.3
CHEMBL494088_size_20_002,Active,-8.2
CHEMBL494088_size_20_003,Active,-7.2
CHEMBL494088_size_20_004,Active,-6
CHEMBL494088_size_20_005,Active,-5.6
CHEMBL494088_size_20_006,Active,-5.5
CHEMBL494088_size_20_007,Active,-5.3
CHEMBL494662_size_20_001,Active,-8.5
CHEMBL494662_size_20_002,Active,-8.5
CHEMBL494662_size_20_003,Active,-7.9
CHEMBL494662_size_20_004,Active,-7.5
CHEMBL494662_size_20_005,Active,-6.8
CHEMBL494662_size_20_006,Active,-6.6
CHEMBL494662_size_20_007,Active,-6.5
CHEMBL494662_size_20_008,Active,-6.1
CHEMBL494662_size_20_009,Active,-5.6
CHEMBL520640_size_20_001,Active,-8
CHEMBL520640_size_20_002,Active,-7.6
CHEMBL520640_size_20_003,Active,-7.6
CHEMBL520640_size_20_004,Active,-7.4
CHEMBL520640_size_20_005,Active,-7.2
CHEMBL520640_size_20_006,Active,-6.8
CHEMBL520828_size_20_001,Active,-10.2
CHEMBL520828_size_20_002,Active,-9.3
CHEMBL520828_size_20_003,Active,-9
CHEMBL520828_size_20_004,Active,-8.8
CHEMBL520828_size_20_005,Active,-8.7
CHEMBL520828_size_20_006,Active,-8
CHEMBL520828_size_20_007,Active,-7.9
CHEMBL521179_size_20_001,Active,-8.5
CHEMBL521179_size_20_002,Active,-7.8
CHEMBL521179_size_20_003,Active,-6.5
CHEMBL521179_size_20_004,Active,-6.4
CHEMBL521642_size_20_001,Active,-8.6
CHEMBL521642_size_20_002,Active,-8.5
CHEMBL521642_size_20_003,Active,-8.1
CHEMBL521642_size_20_004,Active,-7.9
CHEMBL521642_size_20_005,Active,-7.3
CHEMBL521642_size_20_006,Active,-7.3
CHEMBL521642_size_20_007,Active,-7.3
CHEMBL521642_size_20_008,Active,-7.2
CHEMBL521642_size_20_009,Active,-6.9
CHEMBL521823_size_20_001,Active,-8
CHEMBL521823_size_20_002,Active,-7.5
CHEMBL521823_size_20_003,Active,-6.9
CHEMBL521823_size_20_004,Active,-6.7
CHEMBL521823_size_20_005,Active,-6.6
CHEMBL521823_size_20_006,Active,-6.4
CHEMBL521823_size_20_007,Active,-6.1
CHEMBL521823_size_20_008,Active,-6.1
CHEMBL523057_size_20_001,Active,-7.4
CHEMBL523057_size_20_002,Active,-7.1
CHEMBL523057_size_20_003,Active,-7.1
CHEMBL523057_size_20_004,Active,-6
CHEMBL523057_size_20_005,Active,-6
CHEMBL523057_size_20_006,Active,-5.9
CHEMBL523057_size_20_007,Active,-5.8
CHEMBL523586_size_20_001,Active,-8.3
CHEMBL523586_size_20_002,Active,-7.5
CHEMBL523586_size_20_003,Active,-7
CHEMBL523586_size_20_004,Active,-7
CHEMBL523586_size_20_005,Active,-6.5
CHEMBL523586_size_20_006,Active,-6.3
CHEMBL523586_size_20_007,Active,-5.7
CHEMBL523695_size_20_001,Active,-8.4
CHEMBL523695_size_20_002,Active,-8.3
CHEMBL523695_size_20_003,Active,-8
CHEMBL523695_size_20_004,Active,-7.8
CHEMBL523695_size_20_005,Active,-7.1
CHEMBL523695_size_20_006,Active,-6.3
CHEMBL523695_size_20_007,Active,-6
CHEMBL566298_size_20_001,Active,-10
CHEMBL566298_size_20_002,Active,-9.8
CHEMBL566298_size_20_003,Active,-9.6
CHEMBL566298_size_20_004,Active,-8.4
CHEMBL566298_size_20_005,Active,-7.9
CHEMBL566298_size_20_006,Active,-7.8
CHEMBL567603_size_20_001,Active,-9.5
CHEMBL567603_size_20_002,Active,-9.1
CHEMBL567603_size_20_003,Active,-8.7
CHEMBL567603_size_20_004,Active,-8.3
CHEMBL567603_size_20_005,Active,-8
CHEMBL567603_size_20_006,Active,-8
CHEMBL567603_size_20_007,Active,-7.9
CHEMBL567603_size_20_008,Active,-6.8
CHEMBL567603_size_20_009,Active,-6.8
CHEMBL570126_size_20_001,Active,-8
CHEMBL570126_size_20_002,Active,-7.7
CHEMBL570126_size_20_003,Active,-7.6
CHEMBL570126_size_20_004,Active,-7.3
CHEMBL570126_size_20_005,Active,-6.7
CHEMBL570126_size_20_006,Active,-6.6
CHEMBL570820_size_20_001,Active,-8.8
CHEMBL570820_size_20_002,Active,-8.3
CHEMBL570820_size_20_003,Active,-8.3
CHEMBL570820_size_20_004,Active,-7.8
CHEMBL570820_size_20_005,Active,-7.3
CHEMBL570820_size_20_006,Active,-7.3
CHEMBL570820_size_20_007,Active,-7
CHEMBL570820_size_20_008,Active,-7
CHEMBL570820_size_20_009,Active,-6.8
CHEMBL570820_size_20_010,Active,-6.5
CHEMBL570820_size_20_011,Active,-6.5
CHEMBL570820_size_20_012,Active,-6
CHEMBL570820_size_20_013,Active,-5.8
CHEMBL571948_size_20_001,Active,-7.6
CHEMBL571948_size_20_002,Active,-7.6
CHEMBL571948_size_20_003,Active,-7.3
CHEMBL571948_size_20_004,Active,-6.9
CHEMBL571948_size_20_005,Active,-6.5
CHEMBL571948_size_20_006,Active,-6.1
CHEMBL574507_size_20_001,Active,-8.2
CHEMBL574507_size_20_002,Active,-8.1
CHEMBL574507_size_20_003,Active,-6.4
CHEMBL574507_size_20_004,Active,-6.4
CHEMBL574507_size_20_005,Active,-6.3
CHEMBL574507_size_20_006,Active,-6.3
CHEMBL574507_size_20_007,Active,-6.1
CHEMBL574507_size_20_008,Active,-5.8
CHEMBL574507_size_20_009,Active,-5.8
CHEMBL574507_size_20_010,Active,-5.4
CHEMBL574508_size_20_001,Active,-8.2
CHEMBL574508_size_20_002,Active,-6.8
CHEMBL574508_size_20_003,Active,-6.7
CHEMBL574508_size_20_004,Active,-6.6
CHEMBL574508_size_20_005,Active,-6.3
CHEMBL574508_size_20_006,Active,-6.1
CHEMBL574508_size_20_007,Active,-5.8
CHEMBL574508_size_20_008,Active,-5.4
CHEMBL575340_size_20_001,Active,-9.5
CHEMBL575340_size_20_002,Active,-9.3
