Pose,Real_Class,RF-Score-VS
CHEMBL220241_size_20_004,Active,6.0416371784
CHEMBL220241_size_20_005,Active,6.00661694488
CHEMBL220241_size_20_006,Active,5.97881506846
CHEMBL220241_size_20_007,Active,5.99237226908
CHEMBL220465_size_20_001,Active,6.41547187428
CHEMBL220465_size_20_002,Active,6.38006016297
CHEMBL220465_size_20_003,Active,6.2227449058
CHEMBL220465_size_20_004,Active,6.27780581586
CHEMBL220465_size_20_005,Active,6.13570283793
CHEMBL220465_size_20_006,Active,6.06953038707
CHEMBL220465_size_20_007,Active,6.05605613859
CHEMBL220465_size_20_008,Active,6.09142198467
CHEMBL220465_size_20_009,Active,6.04968205278
CHEMBL223651_size_20_001,Active,6.09417994531
CHEMBL223651_size_20_002,Active,6.03883751436
CHEMBL223651_size_20_003,Active,5.96395343184
CHEMBL223651_size_20_004,Active,5.99660768767
CHEMBL223651_size_20_005,Active,5.97170732837
CHEMBL223651_size_20_006,Active,5.96634344605
CHEMBL223651_size_20_007,Active,5.95
CHEMBL223651_size_20_008,Active,5.97476808266
CHEMBL224166_size_20_001,Active,6.0948948814
CHEMBL224166_size_20_002,Active,6.01114077911
CHEMBL224166_size_20_003,Active,6.07449613244
CHEMBL224166_size_20_004,Active,5.98871903366
CHEMBL224166_size_20_005,Active,6.01422126816
CHEMBL224166_size_20_006,Active,5.98786898991
CHEMBL224166_size_20_007,Active,6.07327443055
CHEMBL224166_size_20_008,Active,5.9840416543
CHEMBL224166_size_20_009,Active,5.96884770748
CHEMBL224166_size_20_010,Active,5.98009477434
CHEMBL224360_size_20_001,Active,6.23032594268
CHEMBL224360_size_20_002,Active,5.98903246977
CHEMBL224360_size_20_003,Active,5.95667339616
CHEMBL224360_size_20_004,Active,5.9539721133
CHEMBL224360_size_20_005,Active,5.95595092634
CHEMBL224360_size_20_006,Active,5.95130411998
CHEMBL224360_size_20_007,Active,5.96838514799
CHEMBL224500_size_20_001,Active,6.16033336177
CHEMBL224500_size_20_002,Active,5.96483913129
CHEMBL224500_size_20_003,Active,5.99048551479
CHEMBL224500_size_20_004,Active,5.95
CHEMBL224500_size_20_005,Active,5.96589727041
CHEMBL224500_size_20_006,Active,5.95879005028
CHEMBL224505_size_20_001,Active,6.32438634574
CHEMBL224505_size_20_002,Active,5.97389533769
CHEMBL224505_size_20_003,Active,5.96976579777
CHEMBL224505_size_20_004,Active,5.99453555677
CHEMBL224505_size_20_005,Active,5.98330723503
CHEMBL224505_size_20_006,Active,5.97092027496
CHEMBL224505_size_20_007,Active,6.01935577832
CHEMBL224505_size_20_008,Active,5.97374678205
CHEMBL224505_size_20_009,Active,5.97042549033
CHEMBL224505_size_20_010,Active,5.96732470038
CHEMBL224533_size_20_001,Active,5.98701224174
CHEMBL224533_size_20_002,Active,6.0748623235
CHEMBL224533_size_20_003,Active,6.0961547876
CHEMBL224533_size_20_004,Active,6.2180292935
CHEMBL224533_size_20_005,Active,5.9955295539
CHEMBL224533_size_20_006,Active,5.99486401094
CHEMBL224533_size_20_007,Active,5.96199054359
CHEMBL224533_size_20_008,Active,5.98374983605
CHEMBL224533_size_20_009,Active,5.95860899775
CHEMBL224594_size_20_001,Active,6.7390777052
CHEMBL224594_size_20_002,Active,5.99179539289
CHEMBL224594_size_20_003,Active,6.04010929346
CHEMBL224594_size_20_004,Active,6.00518220091
CHEMBL224594_size_20_005,Active,6.01424197591
CHEMBL224594_size_20_006,Active,6.15451471219
CHEMBL224594_size_20_007,Active,6.0601643569
CHEMBL224594_size_20_008,Active,5.97911217667
CHEMBL224594_size_20_009,Active,6.02711936221
CHEMBL224594_size_20_010,Active,6.00098686483
CHEMBL224594_size_20_011,Active,6.07391925528
CHEMBL224594_size_20_012,Active,5.98462675928
CHEMBL224696_size_20_001,Active,6.09773275776
CHEMBL224696_size_20_002,Active,6.22776172909
CHEMBL224696_size_20_003,Active,6.08466925584
CHEMBL224696_size_20_004,Active,6.1479572082
CHEMBL224696_size_20_005,Active,6.06889928486
CHEMBL224696_size_20_006,Active,5.95507028525
CHEMBL224696_size_20_007,Active,5.98169887988
CHEMBL224696_size_20_008,Active,5.95364937926
CHEMBL224746_size_20_001,Active,6.1468934232
CHEMBL224746_size_20_002,Active,5.97855763354
CHEMBL224746_size_20_003,Active,5.9726746454
CHEMBL224746_size_20_004,Active,5.98464963182
CHEMBL225166_size_20_001,Active,6.03021594233
CHEMBL225166_size_20_002,Active,6.35504015784
CHEMBL225166_size_20_003,Active,5.98012237589
CHEMBL225166_size_20_004,Active,5.9617910148
CHEMBL225167_size_20_001,Active,6.05888468165
CHEMBL225167_size_20_002,Active,6.04240585267
CHEMBL225167_size_20_003,Active,6.06803506881
CHEMBL225167_size_20_004,Active,6.020810265
CHEMBL225167_size_20_005,Active,5.95575409011
CHEMBL225167_size_20_006,Active,5.95090023386
CHEMBL225167_size_20_007,Active,5.97913627392
CHEMBL225167_size_20_008,Active,5.96481402857
CHEMBL225167_size_20_009,Active,5.98112115856
CHEMBL225167_size_20_010,Active,5.96700362486
CHEMBL225168_size_20_001,Active,5.99631379668
CHEMBL225168_size_20_002,Active,6.08040838964
CHEMBL225168_size_20_003,Active,6.05192247866
CHEMBL225168_size_20_004,Active,6.15797643113
CHEMBL225168_size_20_005,Active,5.98920435818
CHEMBL225168_size_20_006,Active,5.99209024594
CHEMBL225168_size_20_007,Active,5.96875589087
CHEMBL225168_size_20_008,Active,5.98504196084
CHEMBL225224_size_20_001,Active,6.52766285638
CHEMBL225224_size_20_002,Active,5.98012297006
CHEMBL225224_size_20_003,Active,5.96592495856
CHEMBL225224_size_20_004,Active,5.95380774393
CHEMBL225224_size_20_005,Active,5.97904028726
CHEMBL225224_size_20_006,Active,5.95401721463
CHEMBL225224_size_20_007,Active,5.96250825961
CHEMBL225224_size_20_008,Active,5.95783565307
CHEMBL225434_size_20_001,Active,6.23555783649
CHEMBL225434_size_20_002,Active,6.0035882352
CHEMBL225434_size_20_003,Active,5.98588815828
CHEMBL225434_size_20_004,Active,6.00047353423
CHEMBL225434_size_20_005,Active,5.96402564872
CHEMBL225434_size_20_006,Active,6.02708312244
CHEMBL225492_size_20_001,Active,6.32688697972
CHEMBL225492_size_20_002,Active,6.02626141396
CHEMBL225492_size_20_003,Active,6.01232424534
CHEMBL225492_size_20_004,Active,5.98049061729
CHEMBL225492_size_20_005,Active,5.97638412473
CHEMBL225492_size_20_006,Active,6.00640612577
CHEMBL225492_size_20_007,Active,5.99262661118
CHEMBL225492_size_20_008,Active,5.97926947879
CHEMBL225582_size_20_001,Active,6.00423717671
CHEMBL225582_size_20_002,Active,6.03335963278
CHEMBL225582_size_20_003,Active,5.98809094396
CHEMBL225582_size_20_004,Active,5.96357878291
CHEMBL365286_size_20_001,Active,6.16704437477
CHEMBL365286_size_20_002,Active,5.95312824882
CHEMBL365286_size_20_003,Active,5.95677592672
CHEMBL365286_size_20_004,Active,5.9466761089
CHEMBL365286_size_20_005,Active,5.95309315815
CHEMBL365286_size_20_006,Active,5.97756579882
CHEMBL365286_size_20_007,Active,5.96839347614
CHEMBL365286_size_20_008,Active,5.96254785054
CHEMBL373512_size_20_001,Active,6.02327725733
CHEMBL373512_size_20_002,Active,6.13360985964
CHEMBL373512_size_20_003,Active,5.99861472435
CHEMBL373512_size_20_004,Active,5.99854078292
CHEMBL373512_size_20_005,Active,5.97819306625
CHEMBL373512_size_20_006,Active,5.96409941746
CHEMBL373512_size_20_007,Active,5.96424601747
CHEMBL373512_size_20_008,Active,5.96723831455
CHEMBL373512_size_20_009,Active,5.96454856106
CHEMBL375736_size_20_001,Active,6.1516681225
CHEMBL375736_size_20_002,Active,6.02301459575
CHEMBL375736_size_20_003,Active,5.96368071853
CHEMBL375736_size_20_004,Active,5.9569908068
CHEMBL375736_size_20_005,Active,5.96617017991
CHEMBL375736_size_20_006,Active,5.95180774393
CHEMBL375736_size_20_007,Active,5.9561576214
CHEMBL375736_size_20_008,Active,5.96448766042
CHEMBL375736_size_20_009,Active,5.95648764005
CHEMBL375882_size_20_001,Active,6.23051644043
CHEMBL375882_size_20_002,Active,5.99643692488
CHEMBL375882_size_20_003,Active,5.97397372201
CHEMBL375882_size_20_004,Active,5.9686948357
CHEMBL375882_size_20_005,Active,5.96569760435
CHEMBL375882_size_20_006,Active,5.95847968752
CHEMBL375882_size_20_007,Active,5.96573062719
CHEMBL375882_size_20_008,Active,5.96386008148
CHEMBL379218_size_20_001,Active,6.20747856467
CHEMBL379218_size_20_002,Active,6.0771691372
CHEMBL379218_size_20_003,Active,6.06883937577
CHEMBL379218_size_20_004,Active,6.03581332583
CHEMBL379218_size_20_005,Active,6.08068055937
CHEMBL379218_size_20_006,Active,6.03491548203
CHEMBL379218_size_20_007,Active,6.03088905635
CHEMBL384073_size_20_001,Active,5.98323039197
CHEMBL384073_size_20_002,Active,6.00418227308
CHEMBL384073_size_20_003,Active,6.04827611124
CHEMBL384073_size_20_004,Active,6.0045834829
CHEMBL390389_size_20_001,Active,6.00042628998
CHEMBL390389_size_20_002,Active,6.04748768722
CHEMBL390389_size_20_003,Active,6.02921049191
CHEMBL390389_size_20_004,Active,6.11892646948
CHEMBL390389_size_20_005,Active,5.96422119457
CHEMBL390389_size_20_006,Active,5.98074327296
CHEMBL390389_size_20_007,Active,5.96960130232
CHEMBL390389_size_20_008,Active,5.98604835625
CHEMBL415061_size_20_001,Active,6.01035678329
CHEMBL415061_size_20_002,Active,6.05596779885
CHEMBL415061_size_20_003,Active,6.03815049733
CHEMBL415061_size_20_004,Active,6.03971133685
CHEMBL415061_size_20_005,Active,5.96522530558
CHEMBL415061_size_20_006,Active,6.00713828667
CHEMBL415061_size_20_007,Active,5.99322547844
CHEMBL427083_size_20_001,Active,6.05675110508
CHEMBL427083_size_20_002,Active,6.09557988033
CHEMBL427083_size_20_003,Active,6.07060397372
CHEMBL427083_size_20_004,Active,5.96040917753
CHEMBL427085_size_20_001,Active,5.96836102056
CHEMBL427085_size_20_002,Active,6.16270504941
CHEMBL427085_size_20_003,Active,5.9801702215
CHEMBL427085_size_20_004,Active,5.99632852033
CHEMBL427085_size_20_005,Active,5.97835610286
CHEMBL427085_size_20_006,Active,6.05415547927
CHEMBL427085_size_20_007,Active,5.95713569139
CHEMBL441702_size_20_001,Active,6.09267602155
CHEMBL441702_size_20_002,Active,6.16569835184
CHEMBL441702_size_20_003,Active,6.07194374434
CHEMBL441702_size_20_004,Active,5.99078313476
CHEMBL445180_size_20_001,Active,6.1328474741
CHEMBL445180_size_20_002,Active,6.11379640434
CHEMBL445180_size_20_003,Active,6.00680366025
CHEMBL445180_size_20_004,Active,5.9824663225
CHEMBL445180_size_20_005,Active,6.0623937384
CHEMBL445180_size_20_006,Active,5.96308315673
CHEMBL450487_size_20_001,Active,6.26161616725
CHEMBL450487_size_20_002,Active,6.12408526682
CHEMBL450487_size_20_003,Active,6.01012269527
CHEMBL450487_size_20_004,Active,6.39864972101
CHEMBL450487_size_20_005,Active,6.41278248237
CHEMBL450487_size_20_006,Active,6.05097822968
CHEMBL450487_size_20_007,Active,6.00279193953
CHEMBL450487_size_20_008,Active,6.00421320607
CHEMBL450487_size_20_009,Active,6.05560706999
CHEMBL450487_size_20_010,Active,5.96945570024
CHEMBL466496_size_20_001,Active,6.06524481213
CHEMBL466496_size_20_002,Active,5.9586298878
CHEMBL466496_size_20_003,Active,5.95105891412
CHEMBL466496_size_20_004,Active,5.9547436975
CHEMBL473080_size_20_001,Active,6.05635921278
CHEMBL473080_size_20_002,Active,6.14192347891
CHEMBL473080_size_20_003,Active,6.02560100193
CHEMBL473080_size_20_004,Active,6.01441171733
CHEMBL473080_size_20_005,Active,5.98877652891
CHEMBL473080_size_20_006,Active,5.95349794001
CHEMBL473080_size_20_007,Active,5.9564521968
CHEMBL473080_size_20_008,Active,5.9561861903
CHEMBL473080_size_20_009,Active,5.95
CHEMBL473080_size_20_010,Active,5.95787858286
CHEMBL473080_size_20_011,Active,5.95184376459
CHEMBL473080_size_20_012,Active,5.95558184755
CHEMBL473080_size_20_013,Active,5.96160726649
CHEMBL483396_size_20_001,Active,6.14186511063
CHEMBL483396_size_20_002,Active,6.08481030637
CHEMBL483402_size_20_001,Active,6.1181663416
CHEMBL483402_size_20_002,Active,6.19727694458
CHEMBL483402_size_20_003,Active,6.07198823283
CHEMBL483402_size_20_004,Active,6.19075458936
CHEMBL483402_size_20_005,Active,6.00668166997
CHEMBL483402_size_20_006,Active,6.0066886384
CHEMBL483574_size_20_001,Active,6.75356877516
CHEMBL483574_size_20_002,Active,6.03929842216
CHEMBL483574_size_20_003,Active,5.97607471613
CHEMBL484967_size_20_001,Active,6.24643369575
CHEMBL484967_size_20_002,Active,6.00336177091
CHEMBL484967_size_20_003,Active,5.97960006712
CHEMBL484967_size_20_004,Active,5.97682024937
CHEMBL484967_size_20_005,Active,5.9890291386
CHEMBL485592_size_20_001,Active,6.18291157341
CHEMBL485592_size_20_002,Active,6.02424160254
CHEMBL493066_size_20_001,Active,7.27669129339
CHEMBL493066_size_20_002,Active,6.44505755401
CHEMBL493066_size_20_003,Active,6.61819316292
CHEMBL493066_size_20_004,Active,6.35478794208
CHEMBL493066_size_20_005,Active,6.01030173914
CHEMBL493066_size_20_006,Active,6.23426304929
CHEMBL493066_size_20_007,Active,5.97308942141
CHEMBL493066_size_20_008,Active,6.10197442875
CHEMBL493066_size_20_009,Active,6.18057114951
CHEMBL493066_size_20_010,Active,5.97807970623
CHEMBL493066_size_20_011,Active,5.99910297319
CHEMBL493066_size_20_012,Active,6.03812974232
CHEMBL493067_size_20_001,Active,6.07174061351
CHEMBL493067_size_20_002,Active,6.89037522657
CHEMBL493067_size_20_003,Active,6.87574690639
CHEMBL493067_size_20_004,Active,6.08063975283
CHEMBL493067_size_20_005,Active,6.22760221401
CHEMBL493067_size_20_006,Active,6.23693810135
CHEMBL493067_size_20_007,Active,6.13532725402
CHEMBL493067_size_20_008,Active,6.0866861564
CHEMBL493067_size_20_009,Active,6.02962435396
CHEMBL493067_size_20_010,Active,5.97574021127
CHEMBL493251_size_20_001,Active,6.26612097943
CHEMBL493251_size_20_002,Active,6.28533489338
CHEMBL493251_size_20_003,Active,6.05902107161
CHEMBL493251_size_20_004,Active,5.96036973543
CHEMBL493251_size_20_005,Active,5.97104473044
CHEMBL493251_size_20_006,Active,5.9580852314
CHEMBL493911_size_20_001,Active,7.10708756512
CHEMBL493911_size_20_002,Active,6.08717309168
CHEMBL493911_size_20_003,Active,6.20274089366
CHEMBL493911_size_20_004,Active,6.07306463983
CHEMBL493911_size_20_005,Active,5.98313163028
CHEMBL493911_size_20_006,Active,5.95831976647
CHEMBL493911_size_20_007,Active,5.99520882179
CHEMBL493911_size_20_008,Active,5.98034109885
CHEMBL493911_size_20_009,Active,5.99153266099
CHEMBL493911_size_20_010,Active,6.34166138487
CHEMBL494088_size_20_001,Active,6.06345286846
CHEMBL494088_size_20_002,Active,6.03267375052
CHEMBL494088_size_20_003,Active,6.03253070834
CHEMBL494088_size_20_004,Active,5.97161971791
CHEMBL494088_size_20_005,Active,5.97513357102
CHEMBL494088_size_20_006,Active,5.970715203
CHEMBL494088_size_20_007,Active,5.99476263601
CHEMBL494662_size_20_001,Active,7.42269804273
CHEMBL494662_size_20_002,Active,6.02757371378
CHEMBL494662_size_20_003,Active,5.98819902311
CHEMBL494662_size_20_004,Active,6.06819903525
CHEMBL494662_size_20_005,Active,6.01271915353
CHEMBL494662_size_20_006,Active,5.97846972833
CHEMBL494662_size_20_007,Active,5.99430790901
CHEMBL494662_size_20_008,Active,6.01870518325
CHEMBL494662_size_20_009,Active,5.98725919585
CHEMBL520640_size_20_001,Active,5.97888085419
CHEMBL520640_size_20_002,Active,6.00024508075
CHEMBL520640_size_20_003,Active,6.05124792602
CHEMBL520640_size_20_004,Active,5.98636099732
CHEMBL520640_size_20_005,Active,6.03910792785
CHEMBL520640_size_20_006,Active,5.97277839823
CHEMBL520828_size_20_001,Active,6.27341885686
CHEMBL520828_size_20_002,Active,5.97298527487
CHEMBL520828_size_20_003,Active,5.97312046997
CHEMBL520828_size_20_004,Active,5.99605868932
CHEMBL520828_size_20_005,Active,5.9795528961
CHEMBL520828_size_20_006,Active,5.96613425807
CHEMBL520828_size_20_007,Active,5.97025146856
CHEMBL521179_size_20_001,Active,6.00197692558
CHEMBL521179_size_20_002,Active,5.96432223971
CHEMBL521179_size_20_003,Active,5.97807830107
CHEMBL521179_size_20_004,Active,5.96157402997
CHEMBL521642_size_20_001,Active,6.12504342156
CHEMBL521642_size_20_002,Active,6.03020770989
CHEMBL521642_size_20_003,Active,6.04845019077
CHEMBL521642_size_20_004,Active,6.09845190352
CHEMBL521642_size_20_005,Active,6.00911347129
CHEMBL521642_size_20_006,Active,6.09154763398
CHEMBL521642_size_20_007,Active,6.00933892571
CHEMBL521642_size_20_008,Active,6.00930924876
CHEMBL521642_size_20_009,Active,6.11016267457
CHEMBL521823_size_20_001,Active,6.06451999352
CHEMBL521823_size_20_002,Active,6.03864752311
CHEMBL521823_size_20_003,Active,6.01169719462
CHEMBL521823_size_20_004,Active,5.97653492328
CHEMBL521823_size_20_005,Active,5.9898674158
CHEMBL521823_size_20_006,Active,5.96708357293
CHEMBL521823_size_20_007,Active,5.96449860882
CHEMBL521823_size_20_008,Active,5.98369550163
CHEMBL523057_size_20_001,Active,6.23692275803
CHEMBL523057_size_20_002,Active,6.28298626926
CHEMBL523057_size_20_003,Active,6.13237168212
CHEMBL523057_size_20_004,Active,6.0018532778
CHEMBL523057_size_20_005,Active,6.05722124067
CHEMBL523057_size_20_006,Active,6.14736569923
CHEMBL523057_size_20_007,Active,6.12194544618
CHEMBL523586_size_20_001,Active,5.96856001505
CHEMBL523586_size_20_002,Active,5.96054433622
CHEMBL523586_size_20_003,Active,5.97862029024
CHEMBL523586_size_20_004,Active,6.01395911642
CHEMBL523586_size_20_005,Active,5.96056153656
CHEMBL523586_size_20_006,Active,5.95
CHEMBL523586_size_20_007,Active,5.96484743565
CHEMBL523695_size_20_001,Active,7.41880393925
CHEMBL523695_size_20_002,Active,6.00462889618
CHEMBL523695_size_20_003,Active,6.20994620609
CHEMBL523695_size_20_004,Active,6.00853291107
CHEMBL523695_size_20_005,Active,5.96752622551
CHEMBL523695_size_20_006,Active,5.96046153656
CHEMBL523695_size_20_007,Active,5.99371240159
CHEMBL566298_size_20_001,Active,6.41486099634
CHEMBL566298_size_20_002,Active,6.41267330617
CHEMBL566298_size_20_003,Active,6.45598773942
CHEMBL566298_size_20_004,Active,6.27130173603
CHEMBL566298_size_20_005,Active,6.07772307629
CHEMBL566298_size_20_006,Active,6.21803293748
CHEMBL567603_size_20_001,Active,6.1687244593
CHEMBL567603_size_20_002,Active,6.36610406372
