Pose,Real_Class,CNN-Score
ZINC00215850_size_20_007,Inactive,0.40001
ZINC00215850_size_20_008,Inactive,0.36955
ZINC00256084_size_20_001,Inactive,0.35503
ZINC00256084_size_20_002,Inactive,0.38422
ZINC00256084_size_20_003,Inactive,0.13221
ZINC00329443_size_20_001,Inactive,0.44028
ZINC00329443_size_20_002,Inactive,0.10444
ZINC00349354_size_20_001,Inactive,0.41627
ZINC00349354_size_20_002,Inactive,0.41257
ZINC00349354_size_20_003,Inactive,0.233
ZINC00349516_size_20_001,Inactive,0.67172
ZINC00349516_size_20_002,Inactive,0.50933
ZINC00394860_size_20_001,Inactive,0.493
ZINC00394860_size_20_002,Inactive,0.53041
ZINC00394860_size_20_003,Inactive,0.64286
ZINC00394860_size_20_004,Inactive,0.37283
ZINC00394860_size_20_005,Inactive,0.25018
ZINC00394860_size_20_006,Inactive,0.14855
ZINC00394860_size_20_007,Inactive,0.19617
ZINC00414742_size_20_001,Inactive,0.32921
ZINC00414742_size_20_002,Inactive,0.32421
ZINC00417120_size_20_001,Inactive,0.60495
ZINC00417120_size_20_002,Inactive,0.3896
ZINC00426548_size_20_001,Inactive,0.64987
ZINC00426548_size_20_002,Inactive,0.54275
ZINC00426548_size_20_003,Inactive,0.60169
ZINC00426548_size_20_004,Inactive,0.30863
ZINC00426548_size_20_005,Inactive,0.35287
ZINC00426548_size_20_006,Inactive,0.42553
ZINC00426548_size_20_007,Inactive,0.35431
ZINC00426548_size_20_008,Inactive,0.26715
ZINC00426887_size_20_001,Inactive,0.2434
ZINC00426887_size_20_002,Inactive,0.20536
ZINC00426887_size_20_003,Inactive,0.19151
ZINC00426887_size_20_004,Inactive,0.27332
ZINC00434697_size_20_001,Inactive,0.39404
ZINC00434697_size_20_002,Inactive,0.12402
ZINC00434697_size_20_003,Inactive,0.16361
ZINC00434697_size_20_004,Inactive,0.42554
ZINC00439818_size_20_001,Inactive,0.72967
ZINC00439818_size_20_002,Inactive,0.74471
ZINC00439818_size_20_003,Inactive,0.33749
ZINC00439818_size_20_004,Inactive,0.37838
ZINC00439818_size_20_005,Inactive,0.31043
ZINC00439818_size_20_006,Inactive,0.30889
ZINC00462936_size_20_001,Inactive,0.3127
ZINC00462936_size_20_002,Inactive,0.51174
ZINC00462936_size_20_003,Inactive,0.29168
ZINC00498170_size_20_001,Inactive,0.55407
ZINC00498170_size_20_002,Inactive,0.41776
ZINC00498170_size_20_003,Inactive,0.25807
ZINC00498170_size_20_004,Inactive,0.13993
ZINC00502139_size_20_001,Inactive,0.78322
ZINC00502139_size_20_002,Inactive,0.56418
ZINC00502139_size_20_003,Inactive,0.81213
ZINC00502139_size_20_004,Inactive,0.6925
ZINC00502139_size_20_005,Inactive,0.64233
ZINC00509520_size_20_001,Inactive,0.72335
ZINC00509520_size_20_002,Inactive,0.65588
ZINC00509520_size_20_003,Inactive,0.58642
ZINC00509520_size_20_004,Inactive,0.55217
ZINC00521286_size_20_001,Inactive,0.59487
ZINC00521286_size_20_002,Inactive,0.69244
ZINC00521286_size_20_003,Inactive,0.52345
ZINC00521286_size_20_004,Inactive,0.28043
ZINC00521286_size_20_005,Inactive,0.29446
ZINC00521725_size_20_001,Inactive,0.31879
ZINC00521725_size_20_002,Inactive,0.74058
ZINC00521725_size_20_003,Inactive,0.71709
ZINC00521725_size_20_004,Inactive,0.22536
ZINC00544541_size_20_001,Inactive,0.30728
ZINC00544541_size_20_002,Inactive,0.10277
ZINC00562111_size_20_001,Inactive,0.72533
ZINC00562111_size_20_002,Inactive,0.70172
ZINC00562111_size_20_003,Inactive,0.42501
ZINC00562111_size_20_004,Inactive,0.76727
ZINC00562111_size_20_005,Inactive,0.55765
ZINC00572947_size_20_001,Inactive,0.74276
ZINC00572947_size_20_002,Inactive,0.44748
ZINC00572947_size_20_003,Inactive,0.35787
ZINC00572947_size_20_004,Inactive,0.46126
ZINC00572947_size_20_005,Inactive,0.39534
ZINC00572947_size_20_006,Inactive,0.14705
ZINC00615084_size_20_001,Inactive,0.62008
ZINC00615084_size_20_002,Inactive,0.56455
ZINC00615084_size_20_003,Inactive,0.67789
ZINC00615084_size_20_004,Inactive,0.61364
ZINC00615084_size_20_005,Inactive,0.26123
ZINC00633387_size_20_001,Inactive,0.40511
ZINC00633387_size_20_002,Inactive,0.32821
ZINC00633530_size_20_001,Inactive,0.36638
ZINC00633530_size_20_002,Inactive,0.17998
ZINC00633530_size_20_003,Inactive,0.26603
ZINC00642170_size_20_001,Inactive,0.30675
ZINC00642170_size_20_002,Inactive,0.19693
ZINC00642170_size_20_003,Inactive,0.5517
ZINC00642170_size_20_004,Inactive,0.3219
ZINC00672057_size_20_001,Inactive,0.16857
ZINC00672057_size_20_002,Inactive,0.27002
ZINC00672057_size_20_003,Inactive,0.17696
ZINC00689916_size_20_001,Inactive,0.25181
ZINC00699932_size_20_001,Inactive,0.65053
ZINC00699932_size_20_002,Inactive,0.55708
ZINC00699932_size_20_003,Inactive,0.47536
ZINC00708019_size_20_001,Inactive,0.28076
ZINC00752458_size_20_001,Inactive,0.35839
ZINC00757948_size_20_001,Inactive,0.42565
ZINC00780066_size_20_001,Inactive,0.29116
ZINC00795440_size_20_001,Inactive,0.30279
ZINC00795440_size_20_002,Inactive,0.20102
ZINC00795594_size_20_001,Inactive,0.29888
ZINC00818080_size_20_001,Inactive,0.17063
ZINC00818080_size_20_002,Inactive,0.17049
ZINC00818302_size_20_001,Inactive,0.40737
ZINC00818302_size_20_002,Inactive,0.24208
ZINC00821000_size_20_001,Inactive,0.6016
ZINC00821000_size_20_002,Inactive,0.42115
ZINC00821000_size_20_003,Inactive,0.32273
ZINC00821000_size_20_004,Inactive,0.33546
ZINC00835439_size_20_001,Inactive,0.17994
ZINC00835439_size_20_002,Inactive,0.31927
ZINC00874860_size_20_001,Inactive,0.67218
ZINC00874860_size_20_002,Inactive,0.56457
ZINC00874860_size_20_003,Inactive,0.08283
ZINC00919469_size_20_001,Inactive,0.11763
ZINC00952198_size_20_001,Inactive,0.70998
ZINC00955111_size_20_001,Inactive,0.24227
ZINC00955111_size_20_002,Inactive,0.56379
ZINC00972791_size_20_001,Inactive,0.51377
ZINC00972791_size_20_002,Inactive,0.37163
ZINC00972791_size_20_003,Inactive,0.44723
ZINC00978681_size_20_001,Inactive,0.55618
ZINC00978681_size_20_002,Inactive,0.69662
ZINC00978681_size_20_003,Inactive,0.24005
ZINC00978681_size_20_004,Inactive,0.43449
ZINC00978681_size_20_005,Inactive,0.63598
ZINC00978681_size_20_006,Inactive,0.58812
ZINC00978681_size_20_007,Inactive,0.36263
ZINC00985706_size_20_001,Inactive,0.38758
ZINC00985706_size_20_002,Inactive,0.39106
ZINC00994696_size_20_001,Inactive,0.23097
ZINC00995146_size_20_001,Inactive,0.22149
ZINC01027623_size_20_001,Inactive,0.21335
ZINC01027623_size_20_002,Inactive,0.31079
ZINC01030926_size_20_001,Inactive,0.26897
ZINC01040757_size_20_001,Inactive,0.71873
ZINC01040757_size_20_002,Inactive,0.30483
ZINC01040757_size_20_003,Inactive,0.20332
ZINC01040757_size_20_004,Inactive,0.11628
ZINC01040757_size_20_005,Inactive,0.35489
ZINC01056363_size_20_001,Inactive,0.44919
ZINC01056363_size_20_002,Inactive,0.40596
ZINC01056363_size_20_003,Inactive,0.14672
ZINC01056363_size_20_004,Inactive,0.3879
ZINC01062292_size_20_001,Inactive,0.501
ZINC01062292_size_20_002,Inactive,0.54465
ZINC01062292_size_20_003,Inactive,0.16659
ZINC01062292_size_20_004,Inactive,0.42253
ZINC01062292_size_20_005,Inactive,0.3058
ZINC01093623_size_20_001,Inactive,0.47847
ZINC01093623_size_20_002,Inactive,0.36966
ZINC01093623_size_20_003,Inactive,0.42739
ZINC01149568_size_20_001,Inactive,0.3324
ZINC01150438_size_20_001,Inactive,0.24722
ZINC01150438_size_20_002,Inactive,0.17851
ZINC01150438_size_20_003,Inactive,0.24776
ZINC01150438_size_20_004,Inactive,0.35813
ZINC01150438_size_20_005,Inactive,0.31505
ZINC01205675_size_20_001,Inactive,0.72446
ZINC01205675_size_20_002,Inactive,0.61236
ZINC01205675_size_20_003,Inactive,0.54237
ZINC01205675_size_20_004,Inactive,0.66622
ZINC01220197_size_20_001,Inactive,0.18949
ZINC01220197_size_20_002,Inactive,0.19441
ZINC01220197_size_20_003,Inactive,0.25751
ZINC01263413_size_20_001,Inactive,0.5282
ZINC01263413_size_20_002,Inactive,0.56294
ZINC01263413_size_20_003,Inactive,0.4147
ZINC01263413_size_20_004,Inactive,0.40602
ZINC01263413_size_20_005,Inactive,0.40205
ZINC01267330_size_20_001,Inactive,0.37228
ZINC01292840_size_20_001,Inactive,0.43616
ZINC01292840_size_20_002,Inactive,0.38728
ZINC01292840_size_20_003,Inactive,0.12131
ZINC01292840_size_20_004,Inactive,0.35947
ZINC01292840_size_20_005,Inactive,0.3763
ZINC01295324_size_20_001,Inactive,0.60076
ZINC01295324_size_20_002,Inactive,0.26369
ZINC01295324_size_20_003,Inactive,0.28081
ZINC01310737_size_20_001,Inactive,0.3873
ZINC01310737_size_20_002,Inactive,0.44809
ZINC01310737_size_20_003,Inactive,0.17389
ZINC01324299_size_20_001,Inactive,0.16012
ZINC01324299_size_20_002,Inactive,0.14073
ZINC01324299_size_20_003,Inactive,0.13172
ZINC01341439_size_20_001,Inactive,0.16088
ZINC01341439_size_20_002,Inactive,0.15823
ZINC01341439_size_20_003,Inactive,0.26856
ZINC01341439_size_20_004,Inactive,0.26997
ZINC01341439_size_20_005,Inactive,0.07391
ZINC01341439_size_20_006,Inactive,0.07453
ZINC01342694_size_20_001,Inactive,0.3717
ZINC01342694_size_20_002,Inactive,0.42806
ZINC01342694_size_20_003,Inactive,0.20346
ZINC01360678_size_20_001,Inactive,0.49707
ZINC01360678_size_20_002,Inactive,0.6569
ZINC01360678_size_20_003,Inactive,0.55115
ZINC01360678_size_20_004,Inactive,0.35366
ZINC01360678_size_20_005,Inactive,0.14457
ZINC01360678_size_20_006,Inactive,0.0973
ZINC01367395_size_20_001,Inactive,0.73193
ZINC01367395_size_20_002,Inactive,0.22245
ZINC01401023_size_20_001,Inactive,0.53649
ZINC01401023_size_20_002,Inactive,0.34609
ZINC01401023_size_20_003,Inactive,0.48759
ZINC01405870_size_20_001,Inactive,0.43562
ZINC01405870_size_20_002,Inactive,0.43362
ZINC01405870_size_20_003,Inactive,0.31434
ZINC01405870_size_20_004,Inactive,0.3927
ZINC01405870_size_20_005,Inactive,0.41892
ZINC01405870_size_20_006,Inactive,0.44205
ZINC01405870_size_20_007,Inactive,0.64364
ZINC01405870_size_20_008,Inactive,0.4889
ZINC01452856_size_20_001,Inactive,0.39109
ZINC01452856_size_20_002,Inactive,0.19825
ZINC01452856_size_20_003,Inactive,0.18376
ZINC01502485_size_20_001,Inactive,0.60758
ZINC01502485_size_20_002,Inactive,0.57979
ZINC01502485_size_20_003,Inactive,0.72802
ZINC01502485_size_20_004,Inactive,0.63731
ZINC01502485_size_20_005,Inactive,0.45087
ZINC01522195_size_20_001,Inactive,0.37961
ZINC01522195_size_20_002,Inactive,0.62846
ZINC01522195_size_20_003,Inactive,0.7803
ZINC01522195_size_20_004,Inactive,0.11713
ZINC01522195_size_20_005,Inactive,0.314
ZINC01527357_size_20_001,Inactive,0.83327
ZINC01527357_size_20_002,Inactive,0.3732
ZINC01527357_size_20_003,Inactive,0.39266
ZINC01527357_size_20_004,Inactive,0.52803
ZINC01527357_size_20_005,Inactive,0.48304
ZINC01527357_size_20_006,Inactive,0.3489
ZINC01527357_size_20_007,Inactive,0.30653
ZINC01585711_size_20_001,Inactive,0.27013
ZINC01585711_size_20_002,Inactive,0.2977
ZINC01585711_size_20_003,Inactive,0.17318
ZINC01585711_size_20_004,Inactive,0.16728
ZINC01585711_size_20_005,Inactive,0.12377
ZINC01587210_size_20_001,Inactive,0.69611
ZINC01587210_size_20_002,Inactive,0.61079
ZINC01587210_size_20_003,Inactive,0.6601
ZINC01587210_size_20_004,Inactive,0.37049
ZINC01596757_size_20_001,Inactive,0.81398
ZINC01596757_size_20_002,Inactive,0.58612
ZINC01596757_size_20_003,Inactive,0.30409
ZINC01596757_size_20_004,Inactive,0.49055
ZINC01596757_size_20_005,Inactive,0.30151
ZINC01606810_size_20_001,Inactive,0.52741
ZINC01610212_size_20_001,Inactive,0.33523
ZINC01610212_size_20_002,Inactive,0.27143
ZINC01610212_size_20_003,Inactive,0.20619
ZINC01634638_size_20_001,Inactive,0.26064
ZINC01634638_size_20_002,Inactive,0.31262
ZINC01639616_size_20_001,Inactive,0.4833
ZINC01639616_size_20_002,Inactive,0.31515
ZINC01639616_size_20_003,Inactive,0.46694
ZINC01639616_size_20_004,Inactive,0.61073
ZINC01639616_size_20_005,Inactive,0.16908
ZINC01639616_size_20_006,Inactive,0.0915
ZINC01639616_size_20_007,Inactive,0.20906
ZINC01659690_size_20_001,Inactive,0.31395
ZINC01659690_size_20_002,Inactive,0.49152
ZINC01659690_size_20_003,Inactive,0.17051
ZINC01659690_size_20_004,Inactive,0.10738
ZINC01661737_size_20_001,Inactive,0.78583
ZINC01661737_size_20_002,Inactive,0.80494
ZINC01661737_size_20_003,Inactive,0.87125
ZINC01717565_size_20_001,Inactive,0.18403
ZINC01717565_size_20_002,Inactive,0.13545
ZINC01722364_size_20_001,Inactive,0.17618
ZINC01722364_size_20_002,Inactive,0.25459
ZINC01722364_size_20_003,Inactive,0.19218
ZINC01722364_size_20_004,Inactive,0.35782
ZINC01722364_size_20_005,Inactive,0.60925
ZINC01722364_size_20_006,Inactive,0.29025
ZINC01777220_size_20_001,Inactive,0.61748
ZINC01777220_size_20_002,Inactive,0.49877
ZINC01777220_size_20_003,Inactive,0.53374
ZINC01842653_size_20_001,Inactive,0.24211
ZINC01842653_size_20_002,Inactive,0.18049
ZINC01871951_size_20_001,Inactive,0.87585
ZINC01871951_size_20_002,Inactive,0.20657
ZINC01871951_size_20_003,Inactive,0.41179
ZINC01871951_size_20_004,Inactive,0.20399
ZINC01895916_size_20_001,Inactive,0.35415
ZINC01914048_size_20_001,Inactive,0.34255
ZINC01914048_size_20_002,Inactive,0.42951
ZINC01924186_size_20_001,Inactive,0.54916
ZINC01924186_size_20_002,Inactive,0.59499
ZINC01986908_size_20_001,Inactive,0.62715
ZINC01986908_size_20_002,Inactive,0.37538
ZINC01986908_size_20_003,Inactive,0.48938
ZINC01986908_size_20_004,Inactive,0.16671
ZINC01986908_size_20_005,Inactive,0.18864
ZINC01986908_size_20_006,Inactive,0.37994
ZINC01986908_size_20_007,Inactive,0.24085
ZINC01986908_size_20_008,Inactive,0.13204
ZINC01996140_size_20_001,Inactive,0.32604
ZINC01996140_size_20_002,Inactive,0.31451
ZINC01996140_size_20_003,Inactive,0.34873
ZINC01996140_size_20_004,Inactive,0.46442
ZINC01996140_size_20_005,Inactive,0.15302
ZINC01996140_size_20_006,Inactive,0.21045
ZINC02011151_size_20_001,Inactive,0.71541
ZINC02011151_size_20_002,Inactive,0.44628
ZINC02011151_size_20_003,Inactive,0.6071
ZINC02034717_size_20_001,Inactive,0.76878
ZINC02034717_size_20_002,Inactive,0.43884
ZINC02034717_size_20_003,Inactive,0.33646
ZINC02085502_size_20_001,Inactive,0.61142
ZINC02085502_size_20_002,Inactive,0.46509
ZINC02085502_size_20_003,Inactive,0.41016
ZINC02085502_size_20_004,Inactive,0.40365
ZINC02085502_size_20_005,Inactive,0.34209
ZINC02092030_size_20_001,Inactive,0.32935
ZINC02092030_size_20_002,Inactive,0.16885
ZINC02092030_size_20_003,Inactive,0.33637
ZINC02092030_size_20_004,Inactive,0.46447
ZINC02092030_size_20_005,Inactive,0.26008
ZINC02092695_size_20_001,Inactive,0.19385
ZINC02092695_size_20_002,Inactive,0.24446
ZINC02092695_size_20_003,Inactive,0.3387
ZINC02092695_size_20_004,Inactive,0.22881
ZINC02093443_size_20_001,Inactive,0.40226
ZINC02093443_size_20_002,Inactive,0.25435
ZINC02093443_size_20_003,Inactive,0.18784
ZINC02110890_size_20_001,Inactive,0.23282
ZINC02110890_size_20_002,Inactive,0.20963
ZINC02121978_size_20_001,Inactive,0.36693
ZINC02121978_size_20_002,Inactive,0.20603
ZINC02121978_size_20_003,Inactive,0.24387
ZINC02121978_size_20_004,Inactive,0.38284
ZINC02124119_size_20_001,Inactive,0.28579
ZINC02124119_size_20_002,Inactive,0.23093
ZINC02124119_size_20_003,Inactive,0.24736
ZINC02124119_size_20_004,Inactive,0.11582
ZINC02127273_size_20_001,Inactive,0.35566
ZINC02127273_size_20_002,Inactive,0.23165
ZINC02127958_size_20_001,Inactive,0.36535
ZINC02127958_size_20_002,Inactive,0.39987
ZINC02146434_size_20_001,Inactive,0.29712
ZINC02146434_size_20_002,Inactive,0.59327
ZINC02146434_size_20_003,Inactive,0.22411
ZINC02146434_size_20_004,Inactive,0.41324
ZINC02146434_size_20_005,Inactive,0.2717
ZINC02171286_size_20_001,Inactive,0.22303
ZINC02171286_size_20_002,Inactive,0.3332
ZINC02171286_size_20_003,Inactive,0.34231
ZINC02171286_size_20_004,Inactive,0.12401
ZINC02175892_size_20_001,Inactive,0.37511
ZINC02175892_size_20_002,Inactive,0.17189
ZINC02191621_size_20_001,Inactive,0.30197
ZINC02191621_size_20_002,Inactive,0.19869
ZINC02203436_size_20_001,Inactive,0.42496
ZINC02203436_size_20_002,Inactive,0.49099
ZINC02203436_size_20_003,Inactive,0.33555
ZINC02203436_size_20_004,Inactive,0.38808
ZINC02203436_size_20_005,Inactive,0.30915
ZINC02203436_size_20_006,Inactive,0.15005
ZINC02203436_size_20_007,Inactive,0.32047
ZINC02208003_size_20_001,Inactive,0.88357
ZINC02208003_size_20_002,Inactive,0.25208
ZINC02208003_size_20_003,Inactive,0.30389
ZINC02243381_size_20_001,Inactive,0.50558
ZINC02243381_size_20_002,Inactive,0.12492
ZINC02265296_size_20_001,Inactive,0.55879
ZINC02265296_size_20_002,Inactive,0.58045
ZINC02265296_size_20_003,Inactive,0.19935
ZINC02265296_size_20_004,Inactive,0.139
ZINC02271465_size_20_001,Inactive,0.75193
ZINC02271465_size_20_002,Inactive,0.66204
ZINC02271465_size_20_003,Inactive,0.42096
ZINC02271465_size_20_004,Inactive,0.62068
ZINC02273471_size_20_001,Inactive,0.26116
ZINC02276153_size_20_001,Inactive,0.24166
ZINC02276998_size_20_001,Inactive,0.16695
ZINC02276998_size_20_002,Inactive,0.14614
ZINC02302744_size_20_001,Inactive,0.20142
ZINC02302744_size_20_002,Inactive,0.34889
ZINC02315324_size_20_001,Inactive,0.74536
ZINC02315324_size_20_002,Inactive,0.46768
ZINC02350410_size_20_001,Inactive,0.49666
ZINC02350410_size_20_002,Inactive,0.31839
ZINC02350410_size_20_003,Inactive,0.44348
ZINC02361799_size_20_001,Inactive,0.66696
ZINC02361799_size_20_002,Inactive,0.32571
ZINC02361799_size_20_003,Inactive,0.5519
ZINC02361799_size_20_004,Inactive,0.25702
ZINC02361799_size_20_005,Inactive,0.63882
ZINC02372838_size_20_001,Inactive,0.19374
ZINC02372838_size_20_002,Inactive,0.16173
ZINC02402021_size_20_001,Inactive,0.26146
ZINC02439048_size_20_001,Inactive,0.73292
