Pose,Real_Class,Docking_score
BDB50317223_size_20_003,Active,-9.8
BDB50317223_size_20_004,Active,-9.3
BDB50319660_size_20_001,Active,-8.4
BDB50319660_size_20_002,Active,-8.3
BDB50319660_size_20_003,Active,-8.3
BDB50319660_size_20_004,Active,-7.5
BDB50319660_size_20_005,Active,-7
BDB50319665_size_20_001,Active,-9
BDB50319665_size_20_002,Active,-8.5
BDB50319665_size_20_003,Active,-8.4
BDB50319665_size_20_004,Active,-8.1
ZINC00000574_size_20_001,Inactive,-4.5
ZINC00036460_size_20_001,Inactive,-8.4
ZINC00036460_size_20_002,Inactive,-8.3
ZINC00036460_size_20_003,Inactive,-8.1
ZINC00036460_size_20_004,Inactive,-7.9
ZINC00036460_size_20_005,Inactive,-7.3
ZINC00037993_size_20_001,Inactive,-8.3
ZINC00037993_size_20_002,Inactive,-8
ZINC00037993_size_20_003,Inactive,-7.8
ZINC00037993_size_20_004,Inactive,-6.8
ZINC00037993_size_20_005,Inactive,-6.8
ZINC00038274_size_20_001,Inactive,-9.1
ZINC00038274_size_20_002,Inactive,-8.4
ZINC00038274_size_20_003,Inactive,-7.8
ZINC00040425_size_20_001,Inactive,-6.9
ZINC00040425_size_20_002,Inactive,-6.7
ZINC00040425_size_20_003,Inactive,-6.6
ZINC00040425_size_20_004,Inactive,-6.6
ZINC00040425_size_20_005,Inactive,-6.3
ZINC00040425_size_20_006,Inactive,-6
ZINC00040425_size_20_007,Inactive,-4.5
ZINC00049537_size_20_001,Inactive,-9
ZINC00049537_size_20_002,Inactive,-8.9
ZINC00049537_size_20_003,Inactive,-8.5
ZINC00049537_size_20_004,Inactive,-8.1
ZINC00049537_size_20_005,Inactive,-7.7
ZINC00049537_size_20_006,Inactive,-7.2
ZINC00049537_size_20_007,Inactive,-7.1
ZINC00084883_size_20_001,Inactive,-8.2
ZINC00084883_size_20_002,Inactive,-7.9
ZINC00084883_size_20_003,Inactive,-7.3
ZINC00084883_size_20_004,Inactive,-6.6
ZINC00084883_size_20_005,Inactive,-6.4
ZINC00084883_size_20_006,Inactive,-5.7
ZINC00084883_size_20_007,Inactive,-5.6
ZINC00088291_size_20_001,Inactive,-10
ZINC00088291_size_20_002,Inactive,-9.9
ZINC00088291_size_20_003,Inactive,-7
ZINC00139613_size_20_001,Inactive,-7.1
ZINC00139613_size_20_002,Inactive,-7
ZINC00139613_size_20_003,Inactive,-6.9
ZINC00139613_size_20_004,Inactive,-6.8
ZINC00139613_size_20_005,Inactive,-6.7
ZINC00139613_size_20_006,Inactive,-6.6
ZINC00165706_size_20_001,Inactive,-9
ZINC00165706_size_20_002,Inactive,-6.8
ZINC00165706_size_20_003,Inactive,-6.6
ZINC00172303_size_20_001,Inactive,-8.1
ZINC00172303_size_20_002,Inactive,-7.7
ZINC00215850_size_20_001,Inactive,-8.7
ZINC00215850_size_20_002,Inactive,-8.4
ZINC00215850_size_20_003,Inactive,-8.4
ZINC00215850_size_20_004,Inactive,-7.8
ZINC00215850_size_20_005,Inactive,-7.5
ZINC00215850_size_20_006,Inactive,-7
ZINC00215850_size_20_007,Inactive,-7
ZINC00215850_size_20_008,Inactive,-6.9
ZINC00256084_size_20_001,Inactive,-10.1
ZINC00256084_size_20_002,Inactive,-9
ZINC00256084_size_20_003,Inactive,-8.1
ZINC00329443_size_20_001,Inactive,-9.9
ZINC00329443_size_20_002,Inactive,-9.1
ZINC00349354_size_20_001,Inactive,-7.3
ZINC00349354_size_20_002,Inactive,-7.2
ZINC00349354_size_20_003,Inactive,-5.8
ZINC00349516_size_20_001,Inactive,-8
ZINC00349516_size_20_002,Inactive,-5.8
ZINC00394860_size_20_001,Inactive,-9.7
ZINC00394860_size_20_002,Inactive,-9.5
ZINC00394860_size_20_003,Inactive,-9.5
ZINC00394860_size_20_004,Inactive,-9.5
ZINC00394860_size_20_005,Inactive,-9.3
ZINC00394860_size_20_006,Inactive,-8.8
ZINC00394860_size_20_007,Inactive,-8.6
ZINC00414742_size_20_001,Inactive,-9.6
ZINC00414742_size_20_002,Inactive,-8.5
ZINC00417120_size_20_001,Inactive,-9.2
ZINC00417120_size_20_002,Inactive,-9
ZINC00426548_size_20_001,Inactive,-9.3
ZINC00426548_size_20_002,Inactive,-9.1
ZINC00426548_size_20_003,Inactive,-9.1
ZINC00426548_size_20_004,Inactive,-7.9
ZINC00426548_size_20_005,Inactive,-7.8
ZINC00426548_size_20_006,Inactive,-7.8
ZINC00426548_size_20_007,Inactive,-7.6
ZINC00426548_size_20_008,Inactive,-6.7
ZINC00426887_size_20_001,Inactive,-4.4
ZINC00426887_size_20_002,Inactive,-2.2
ZINC00426887_size_20_003,Inactive,-2
ZINC00426887_size_20_004,Inactive,-1.6
ZINC00434697_size_20_001,Inactive,-5
ZINC00434697_size_20_002,Inactive,-4.4
ZINC00434697_size_20_003,Inactive,-3
ZINC00434697_size_20_004,Inactive,-2.1
ZINC00439818_size_20_001,Inactive,-10.4
ZINC00439818_size_20_002,Inactive,-9.9
ZINC00439818_size_20_003,Inactive,-9
ZINC00439818_size_20_004,Inactive,-8.2
ZINC00439818_size_20_005,Inactive,-8
ZINC00439818_size_20_006,Inactive,-7.9
ZINC00462936_size_20_001,Inactive,-8
ZINC00462936_size_20_002,Inactive,-7.8
ZINC00462936_size_20_003,Inactive,-7
ZINC00498170_size_20_001,Inactive,-10.3
ZINC00498170_size_20_002,Inactive,-10.3
ZINC00498170_size_20_003,Inactive,-8.9
ZINC00498170_size_20_004,Inactive,-8.7
ZINC00502139_size_20_001,Inactive,-8.8
ZINC00502139_size_20_002,Inactive,-8.3
ZINC00502139_size_20_003,Inactive,-8.1
ZINC00502139_size_20_004,Inactive,-8.1
ZINC00502139_size_20_005,Inactive,-6.9
ZINC00509520_size_20_001,Inactive,-11.1
ZINC00509520_size_20_002,Inactive,-10.6
ZINC00509520_size_20_003,Inactive,-9.7
ZINC00509520_size_20_004,Inactive,-9.6
ZINC00521286_size_20_001,Inactive,-10
ZINC00521286_size_20_002,Inactive,-9.6
ZINC00521286_size_20_003,Inactive,-8.8
ZINC00521286_size_20_004,Inactive,-7.3
ZINC00521286_size_20_005,Inactive,-7.2
ZINC00521725_size_20_001,Inactive,-8.6
ZINC00521725_size_20_002,Inactive,-8.3
ZINC00521725_size_20_003,Inactive,-8
ZINC00521725_size_20_004,Inactive,-7.9
ZINC00544541_size_20_001,Inactive,-9
ZINC00544541_size_20_002,Inactive,-6.8
ZINC00562111_size_20_001,Inactive,-9.2
ZINC00562111_size_20_002,Inactive,-9.1
ZINC00562111_size_20_003,Inactive,-8.2
ZINC00562111_size_20_004,Inactive,-8.2
ZINC00562111_size_20_005,Inactive,-7.4
ZINC00572947_size_20_001,Inactive,-7.6
ZINC00572947_size_20_002,Inactive,-7.3
ZINC00572947_size_20_003,Inactive,-7.3
ZINC00572947_size_20_004,Inactive,-6.9
ZINC00572947_size_20_005,Inactive,-6
ZINC00572947_size_20_006,Inactive,-5.8
ZINC00615084_size_20_001,Inactive,-8.9
ZINC00615084_size_20_002,Inactive,-8.4
ZINC00615084_size_20_003,Inactive,-8.2
ZINC00615084_size_20_004,Inactive,-8.2
ZINC00615084_size_20_005,Inactive,-8
ZINC00633387_size_20_001,Inactive,-8.8
ZINC00633387_size_20_002,Inactive,-6.3
ZINC00633530_size_20_001,Inactive,-10
ZINC00633530_size_20_002,Inactive,-9.9
ZINC00633530_size_20_003,Inactive,-8.3
ZINC00642170_size_20_001,Inactive,-3.8
ZINC00642170_size_20_002,Inactive,-2.5
ZINC00642170_size_20_003,Inactive,-2.5
ZINC00642170_size_20_004,Inactive,-1.4
ZINC00672057_size_20_001,Inactive,-10
ZINC00672057_size_20_002,Inactive,-9.8
ZINC00672057_size_20_003,Inactive,-9.2
ZINC00689916_size_20_001,Inactive,-9.3
ZINC00699932_size_20_001,Inactive,-9.1
ZINC00699932_size_20_002,Inactive,-8
ZINC00699932_size_20_003,Inactive,-6.7
ZINC00708019_size_20_001,Inactive,-3.6
ZINC00752458_size_20_001,Inactive,-5.3
ZINC00757948_size_20_001,Inactive,-10.2
ZINC00780066_size_20_001,Inactive,0
ZINC00795440_size_20_001,Inactive,-9.3
ZINC00795440_size_20_002,Inactive,-7.1
ZINC00795594_size_20_001,Inactive,-5.5
ZINC00818080_size_20_001,Inactive,-5.1
ZINC00818080_size_20_002,Inactive,-4.2
ZINC00818302_size_20_001,Inactive,-6.2
ZINC00818302_size_20_002,Inactive,-3.3
ZINC00821000_size_20_001,Inactive,-7.8
ZINC00821000_size_20_002,Inactive,-7.5
ZINC00821000_size_20_003,Inactive,-6.2
ZINC00821000_size_20_004,Inactive,-5.9
ZINC00835439_size_20_001,Inactive,-9.4
ZINC00835439_size_20_002,Inactive,-6.8
ZINC00874860_size_20_001,Inactive,-8.8
ZINC00874860_size_20_002,Inactive,-8.2
ZINC00874860_size_20_003,Inactive,-6.4
ZINC00919469_size_20_001,Inactive,1.9
ZINC00952198_size_20_001,Inactive,-10.6
ZINC00955111_size_20_001,Inactive,-8.5
ZINC00955111_size_20_002,Inactive,-8.4
ZINC00972791_size_20_001,Inactive,-8.6
ZINC00972791_size_20_002,Inactive,-7.7
ZINC00972791_size_20_003,Inactive,-7.1
ZINC00978681_size_20_001,Inactive,-8.9
ZINC00978681_size_20_002,Inactive,-8.6
ZINC00978681_size_20_003,Inactive,-8
ZINC00978681_size_20_004,Inactive,-7.9
ZINC00978681_size_20_005,Inactive,-7.6
ZINC00978681_size_20_006,Inactive,-7.6
ZINC00978681_size_20_007,Inactive,-7.2
ZINC00985706_size_20_001,Inactive,-2.5
ZINC00985706_size_20_002,Inactive,-2.5
ZINC00994696_size_20_001,Inactive,-2.6
ZINC00995146_size_20_001,Inactive,12
ZINC01027623_size_20_001,Inactive,4.7
ZINC01027623_size_20_002,Inactive,7.3
ZINC01030926_size_20_001,Inactive,-3.5
ZINC01040757_size_20_001,Inactive,-8.9
ZINC01040757_size_20_002,Inactive,-7
ZINC01040757_size_20_003,Inactive,-6.7
ZINC01040757_size_20_004,Inactive,-6.6
ZINC01040757_size_20_005,Inactive,-6
ZINC01056363_size_20_001,Inactive,-9.6
ZINC01056363_size_20_002,Inactive,-8.2
ZINC01056363_size_20_003,Inactive,-7.7
ZINC01056363_size_20_004,Inactive,-7.4
ZINC01062292_size_20_001,Inactive,-9.5
ZINC01062292_size_20_002,Inactive,-9.2
ZINC01062292_size_20_003,Inactive,-8.3
ZINC01062292_size_20_004,Inactive,-8.1
ZINC01062292_size_20_005,Inactive,-7.5
ZINC01093623_size_20_001,Inactive,-7.8
ZINC01093623_size_20_002,Inactive,-6.6
ZINC01093623_size_20_003,Inactive,-6.5
ZINC01149568_size_20_001,Inactive,6.7
ZINC01150438_size_20_001,Inactive,-8.7
ZINC01150438_size_20_002,Inactive,-8.5
ZINC01150438_size_20_003,Inactive,-7.8
ZINC01150438_size_20_004,Inactive,-7
ZINC01150438_size_20_005,Inactive,-6.4
ZINC01205675_size_20_001,Inactive,-8.9
ZINC01205675_size_20_002,Inactive,-8.6
ZINC01205675_size_20_003,Inactive,-7.6
ZINC01205675_size_20_004,Inactive,-6.6
ZINC01220197_size_20_001,Inactive,-6.4
ZINC01220197_size_20_002,Inactive,-5.8
ZINC01220197_size_20_003,Inactive,-4.4
ZINC01263413_size_20_001,Inactive,-9.9
ZINC01263413_size_20_002,Inactive,-9.5
ZINC01263413_size_20_003,Inactive,-9.5
ZINC01263413_size_20_004,Inactive,-8.7
ZINC01263413_size_20_005,Inactive,-8.3
ZINC01267330_size_20_001,Inactive,-8.1
ZINC01292840_size_20_001,Inactive,-9.4
ZINC01292840_size_20_002,Inactive,-7.4
ZINC01292840_size_20_003,Inactive,-7.2
ZINC01292840_size_20_004,Inactive,-7.1
ZINC01292840_size_20_005,Inactive,-7.1
ZINC01295324_size_20_001,Inactive,-8.9
ZINC01295324_size_20_002,Inactive,-6.2
ZINC01295324_size_20_003,Inactive,-6.2
ZINC01310737_size_20_001,Inactive,-5.6
ZINC01310737_size_20_002,Inactive,-4.1
ZINC01310737_size_20_003,Inactive,-3.3
ZINC01324299_size_20_001,Inactive,-2.9
ZINC01324299_size_20_002,Inactive,-2.8
ZINC01324299_size_20_003,Inactive,-2.4
ZINC01341439_size_20_001,Inactive,30.9
ZINC01341439_size_20_002,Inactive,30.9
ZINC01341439_size_20_003,Inactive,32
ZINC01341439_size_20_004,Inactive,32
ZINC01341439_size_20_005,Inactive,33
ZINC01341439_size_20_006,Inactive,33
ZINC01342694_size_20_001,Inactive,-8.3
ZINC01342694_size_20_002,Inactive,-8.1
ZINC01342694_size_20_003,Inactive,-6.8
ZINC01360678_size_20_001,Inactive,-10.5
ZINC01360678_size_20_002,Inactive,-10.2
ZINC01360678_size_20_003,Inactive,-9.8
ZINC01360678_size_20_004,Inactive,-9.5
ZINC01360678_size_20_005,Inactive,-8.2
ZINC01360678_size_20_006,Inactive,-8
ZINC01367395_size_20_001,Inactive,-9.9
ZINC01367395_size_20_002,Inactive,-7
ZINC01401023_size_20_001,Inactive,-8.6
ZINC01401023_size_20_002,Inactive,-7.1
ZINC01401023_size_20_003,Inactive,-5.7
ZINC01405870_size_20_001,Inactive,-8.8
ZINC01405870_size_20_002,Inactive,-8.8
ZINC01405870_size_20_003,Inactive,-8.7
ZINC01405870_size_20_004,Inactive,-8.5
ZINC01405870_size_20_005,Inactive,-8.5
ZINC01405870_size_20_006,Inactive,-8.4
ZINC01405870_size_20_007,Inactive,-8.4
ZINC01405870_size_20_008,Inactive,-8.3
ZINC01452856_size_20_001,Inactive,-7
ZINC01452856_size_20_002,Inactive,-4.6
ZINC01452856_size_20_003,Inactive,-4.1
ZINC01502485_size_20_001,Inactive,-9.5
ZINC01502485_size_20_002,Inactive,-8.6
ZINC01502485_size_20_003,Inactive,-7.9
ZINC01502485_size_20_004,Inactive,-7.8
ZINC01502485_size_20_005,Inactive,-7.4
ZINC01522195_size_20_001,Inactive,-7.4
ZINC01522195_size_20_002,Inactive,-7.4
ZINC01522195_size_20_003,Inactive,-7.3
ZINC01522195_size_20_004,Inactive,-6.2
ZINC01522195_size_20_005,Inactive,-5.9
ZINC01527357_size_20_001,Inactive,-8.8
ZINC01527357_size_20_002,Inactive,-8.4
ZINC01527357_size_20_003,Inactive,-7.9
ZINC01527357_size_20_004,Inactive,-7.6
ZINC01527357_size_20_005,Inactive,-7.3
ZINC01527357_size_20_006,Inactive,-7
ZINC01527357_size_20_007,Inactive,-6
ZINC01585711_size_20_001,Inactive,-6.6
ZINC01585711_size_20_002,Inactive,-5.5
ZINC01585711_size_20_003,Inactive,-5.2
ZINC01585711_size_20_004,Inactive,-4.8
ZINC01585711_size_20_005,Inactive,-3.7
ZINC01587210_size_20_001,Inactive,-10
ZINC01587210_size_20_002,Inactive,-9.8
ZINC01587210_size_20_003,Inactive,-9.7
ZINC01587210_size_20_004,Inactive,-8.1
ZINC01596757_size_20_001,Inactive,-8.1
ZINC01596757_size_20_002,Inactive,-7.7
ZINC01596757_size_20_003,Inactive,-7.1
ZINC01596757_size_20_004,Inactive,-6.5
ZINC01596757_size_20_005,Inactive,-6.3
ZINC01606810_size_20_001,Inactive,-9.1
ZINC01610212_size_20_001,Inactive,-9.2
ZINC01610212_size_20_002,Inactive,-7.8
ZINC01610212_size_20_003,Inactive,-7.8
ZINC01634638_size_20_001,Inactive,-9
ZINC01634638_size_20_002,Inactive,-8.9
ZINC01639616_size_20_001,Inactive,-7.4
ZINC01639616_size_20_002,Inactive,-6.8
ZINC01639616_size_20_003,Inactive,-6.6
ZINC01639616_size_20_004,Inactive,-6.5
ZINC01639616_size_20_005,Inactive,-5.9
ZINC01639616_size_20_006,Inactive,-5.3
ZINC01639616_size_20_007,Inactive,-5.2
ZINC01659690_size_20_001,Inactive,-8.3
ZINC01659690_size_20_002,Inactive,-7.3
ZINC01659690_size_20_003,Inactive,-6
ZINC01659690_size_20_004,Inactive,-5.8
ZINC01661737_size_20_001,Inactive,-9.4
ZINC01661737_size_20_002,Inactive,-9.3
ZINC01661737_size_20_003,Inactive,-8
ZINC01717565_size_20_001,Inactive,-8.8
ZINC01717565_size_20_002,Inactive,-8.4
ZINC01722364_size_20_001,Inactive,-5.7
ZINC01722364_size_20_002,Inactive,-5.7
ZINC01722364_size_20_003,Inactive,-5.6
ZINC01722364_size_20_004,Inactive,-5.4
ZINC01722364_size_20_005,Inactive,-5.3
ZINC01722364_size_20_006,Inactive,-4.7
ZINC01777220_size_20_001,Inactive,0.4
ZINC01777220_size_20_002,Inactive,1.4
ZINC01777220_size_20_003,Inactive,1.9
ZINC01842653_size_20_001,Inactive,-2
ZINC01842653_size_20_002,Inactive,-1.2
ZINC01871951_size_20_001,Inactive,-8.3
ZINC01871951_size_20_002,Inactive,-7.7
ZINC01871951_size_20_003,Inactive,-6.7
ZINC01871951_size_20_004,Inactive,-5.7
ZINC01895916_size_20_001,Inactive,-5
ZINC01914048_size_20_001,Inactive,1.5
ZINC01914048_size_20_002,Inactive,3.1
ZINC01924186_size_20_001,Inactive,-9.3
ZINC01924186_size_20_002,Inactive,-8.7
ZINC01986908_size_20_001,Inactive,-6.7
ZINC01986908_size_20_002,Inactive,-6.6
ZINC01986908_size_20_003,Inactive,-6.5
ZINC01986908_size_20_004,Inactive,-6.4
ZINC01986908_size_20_005,Inactive,-6.1
ZINC01986908_size_20_006,Inactive,-5.9
ZINC01986908_size_20_007,Inactive,-5.8
ZINC01986908_size_20_008,Inactive,-5.7
ZINC01996140_size_20_001,Inactive,-8.2
ZINC01996140_size_20_002,Inactive,-8
ZINC01996140_size_20_003,Inactive,-7.2
ZINC01996140_size_20_004,Inactive,-7.1
ZINC01996140_size_20_005,Inactive,-6.7
ZINC01996140_size_20_006,Inactive,-6.2
ZINC02011151_size_20_001,Inactive,-7.4
ZINC02011151_size_20_002,Inactive,-6.8
ZINC02011151_size_20_003,Inactive,-6.3
ZINC02034717_size_20_001,Inactive,-6.7
ZINC02034717_size_20_002,Inactive,-6.5
ZINC02034717_size_20_003,Inactive,-4.2
ZINC02085502_size_20_001,Inactive,-3
ZINC02085502_size_20_002,Inactive,-2.8
ZINC02085502_size_20_003,Inactive,-1.7
ZINC02085502_size_20_004,Inactive,-1.6
ZINC02085502_size_20_005,Inactive,-0.4
ZINC02092030_size_20_001,Inactive,-4
ZINC02092030_size_20_002,Inactive,-3.9
ZINC02092030_size_20_003,Inactive,-2.7
ZINC02092030_size_20_004,Inactive,-1.8
ZINC02092030_size_20_005,Inactive,-1.1
ZINC02092695_size_20_001,Inactive,-0.7
ZINC02092695_size_20_002,Inactive,-0.1
ZINC02092695_size_20_003,Inactive,-0.1
ZINC02092695_size_20_004,Inactive,2
ZINC02093443_size_20_001,Inactive,-8.8
ZINC02093443_size_20_002,Inactive,-8.6
ZINC02093443_size_20_003,Inactive,-7.6
ZINC02110890_size_20_001,Inactive,-4.8
ZINC02110890_size_20_002,Inactive,-4.2
ZINC02121978_size_20_001,Inactive,-6.3
ZINC02121978_size_20_002,Inactive,-5.4
ZINC02121978_size_20_003,Inactive,-4.8
ZINC02121978_size_20_004,Inactive,-4.2
ZINC02124119_size_20_001,Inactive,-8.1
ZINC02124119_size_20_002,Inactive,-6.6
ZINC02124119_size_20_003,Inactive,-6.6
ZINC02124119_size_20_004,Inactive,-5.3
ZINC02127273_size_20_001,Inactive,-8.6
ZINC02127273_size_20_002,Inactive,-8.1
ZINC02127958_size_20_001,Inactive,-6.2
ZINC02127958_size_20_002,Inactive,-3.8
ZINC02146434_size_20_001,Inactive,-5.1
ZINC02146434_size_20_002,Inactive,-5
ZINC02146434_size_20_003,Inactive,-4.9
ZINC02146434_size_20_004,Inactive,-4.5
ZINC02146434_size_20_005,Inactive,-2.4
ZINC02171286_size_20_001,Inactive,-8.4
ZINC02171286_size_20_002,Inactive,-7.9
ZINC02171286_size_20_003,Inactive,-7.4
ZINC02171286_size_20_004,Inactive,-7.2
ZINC02175892_size_20_001,Inactive,4.2
ZINC02175892_size_20_002,Inactive,6.1
ZINC02191621_size_20_001,Inactive,-6.8
ZINC02191621_size_20_002,Inactive,-3.9
ZINC02203436_size_20_001,Inactive,-10
ZINC02203436_size_20_002,Inactive,-9.7
ZINC02203436_size_20_003,Inactive,-9.6
ZINC02203436_size_20_004,Inactive,-9.3
ZINC02203436_size_20_005,Inactive,-8.7
ZINC02203436_size_20_006,Inactive,-8.1
ZINC02203436_size_20_007,Inactive,-7.9
ZINC02208003_size_20_001,Inactive,-8.5
ZINC02208003_size_20_002,Inactive,-6.7
ZINC02208003_size_20_003,Inactive,-5.8
ZINC02243381_size_20_001,Inactive,-8
ZINC02243381_size_20_002,Inactive,-6
ZINC02265296_size_20_001,Inactive,-8.1
ZINC02265296_size_20_002,Inactive,-7.5
ZINC02265296_size_20_003,Inactive,-5.9
ZINC02265296_size_20_004,Inactive,-5.8
ZINC02271465_size_20_001,Inactive,-8.4
ZINC02271465_size_20_002,Inactive,-8.1
ZINC02271465_size_20_003,Inactive,-8.1
ZINC02271465_size_20_004,Inactive,-8
ZINC02273471_size_20_001,Inactive,-10.8
ZINC02276153_size_20_001,Inactive,-8.3
ZINC02276998_size_20_001,Inactive,-5.9
ZINC02276998_size_20_002,Inactive,-5.5
ZINC02302744_size_20_001,Inactive,-10.7
ZINC02302744_size_20_002,Inactive,-9.5
ZINC02315324_size_20_001,Inactive,-9.5
ZINC02315324_size_20_002,Inactive,-8.2
ZINC02350410_size_20_001,Inactive,-8.2
ZINC02350410_size_20_002,Inactive,-7.9
ZINC02350410_size_20_003,Inactive,-6.5
ZINC02361799_size_20_001,Inactive,3.5
ZINC02361799_size_20_002,Inactive,4.6
ZINC02361799_size_20_003,Inactive,4.7
ZINC02361799_size_20_004,Inactive,5.4
ZINC02361799_size_20_005,Inactive,5.6
ZINC02372838_size_20_001,Inactive,-4.7
ZINC02372838_size_20_002,Inactive,-4.3
ZINC02402021_size_20_001,Inactive,-8.1
ZINC02439048_size_20_001,Inactive,-8.2
ZINC02439048_size_20_002,Inactive,-6.7
ZINC02447151_size_20_001,Inactive,-2.2
ZINC02518304_size_20_001,Inactive,-7.2
ZINC02518304_size_20_002,Inactive,-7.1
ZINC02518304_size_20_003,Inactive,-7
ZINC02518304_size_20_004,Inactive,-6.9
ZINC02518304_size_20_005,Inactive,-5.2
ZINC02551712_size_20_001,Inactive,-8.8
