Pose,Real_Class,Docking_score
BDB3499_size_20_008,Active,-6.1
BDB3499_size_20_009,Active,-5.8
BDB3499_size_20_010,Active,-5.8
BDB3823_size_20_001,Active,-7.4
BDB3823_size_20_002,Active,-6.5
BDB3823_size_20_003,Active,-6.2
BDB3823_size_20_004,Active,-6.2
BDB3823_size_20_005,Active,-5.6
BDB3823_size_20_006,Active,-5.6
BDB3823_size_20_007,Active,-5.1
BDB3823_size_20_008,Active,-5
BDB3823_size_20_009,Active,-4.4
BDB3877_size_20_001,Active,-6.3
BDB3877_size_20_002,Active,-6.1
BDB3877_size_20_003,Active,-5.8
BDB3877_size_20_004,Active,-5.8
BDB3877_size_20_005,Active,-5.7
BDB3928_size_20_001,Active,-7.3
BDB3928_size_20_002,Active,-6.6
BDB3928_size_20_003,Active,-6.3
BDB3928_size_20_004,Active,-6
BDB3928_size_20_005,Active,-5.9
BDB3928_size_20_006,Active,-5.8
BDB3928_size_20_007,Active,-5.5
BDB3928_size_20_008,Active,-5
BDB3928_size_20_009,Active,-4.7
BDB3928_size_20_010,Active,-4.5
BDB4068_size_20_001,Active,-7.5
BDB4068_size_20_002,Active,-7.3
BDB4068_size_20_003,Active,-7.1
BDB4068_size_20_004,Active,-7.1
BDB4068_size_20_005,Active,-6.6
BDB4068_size_20_006,Active,-6.6
BDB4068_size_20_007,Active,-6.1
BDB4068_size_20_008,Active,-5.9
BDB4068_size_20_009,Active,-5.6
BDB4182_size_20_001,Active,-9.6
BDB4182_size_20_002,Active,-9.2
BDB4182_size_20_003,Active,-8.6
BDB4182_size_20_004,Active,-8.2
BDB4182_size_20_005,Active,-7.9
BDB4182_size_20_006,Active,-7.6
BDB4182_size_20_007,Active,-7.1
BDB4182_size_20_008,Active,-6.9
BDB4182_size_20_009,Active,-6.7
BDB4367_size_20_001,Active,-6.8
BDB4367_size_20_002,Active,-6.7
BDB4367_size_20_003,Active,-6.5
BDB4367_size_20_004,Active,-6.5
BDB4367_size_20_005,Active,-5.6
BDB4367_size_20_006,Active,-5.5
BDB4367_size_20_007,Active,-4.7
BDB4367_size_20_008,Active,-4.3
BDB4607_size_20_001,Active,-8.3
BDB4607_size_20_002,Active,-8.2
BDB4607_size_20_003,Active,-8.2
BDB4607_size_20_004,Active,-7.3
BDB4607_size_20_005,Active,-7.3
BDB4607_size_20_006,Active,-7.3
BDB4607_size_20_007,Active,-7.3
BDB4607_size_20_008,Active,-7.2
BDB4607_size_20_009,Active,-6.7
BDB4607_size_20_010,Active,-6
BDB4607_size_20_011,Active,-5.9
BDB4607_size_20_012,Active,-5.8
BDB4607_size_20_013,Active,-5.8
BDB4607_size_20_014,Active,-5.7
BDB4607_size_20_015,Active,-5.6
BDB4627_size_20_001,Active,-8.9
BDB4627_size_20_002,Active,-8.2
BDB4627_size_20_003,Active,-7.5
BDB4627_size_20_004,Active,-7.1
BDB4627_size_20_005,Active,-7.1
BDB4627_size_20_006,Active,-6.3
BDB4627_size_20_007,Active,-6.2
BDB4634_size_20_001,Active,-7.3
BDB4634_size_20_002,Active,-7.2
BDB4634_size_20_003,Active,-6.7
BDB4634_size_20_004,Active,-6.5
BDB4634_size_20_005,Active,-6.4
BDB4634_size_20_006,Active,-6.4
BDB4634_size_20_007,Active,-4.7
BDB4634_size_20_008,Active,-4.6
BDB4820_size_20_001,Active,-9.1
BDB4820_size_20_002,Active,-9
BDB4820_size_20_003,Active,-8.5
BDB4820_size_20_004,Active,-7.7
BDB4820_size_20_005,Active,-6.7
BDB4820_size_20_006,Active,-6.3
BDB4882_size_20_001,Active,-8.1
BDB4882_size_20_002,Active,-7.6
BDB4882_size_20_003,Active,-7.1
BDB4882_size_20_004,Active,-6.1
BDB50121980_size_20_001,Active,-9.8
BDB50121980_size_20_002,Active,-9.5
BDB50121980_size_20_003,Active,-9.2
BDB50121980_size_20_004,Active,-8.9
BDB50121980_size_20_005,Active,-8.8
BDB50121980_size_20_006,Active,-8.4
BDB50121980_size_20_007,Active,-8.1
BDB50137576_size_20_001,Active,-9.5
BDB50137576_size_20_002,Active,-8.5
BDB50137576_size_20_003,Active,-8.1
BDB50137576_size_20_004,Active,-7.8
BDB50137576_size_20_005,Active,-7.8
BDB50137576_size_20_006,Active,-7.8
BDB50137576_size_20_007,Active,-7.6
BDB50178490_size_20_001,Active,-9.5
BDB50178490_size_20_002,Active,-9.3
BDB50178490_size_20_003,Active,-8.8
BDB50178490_size_20_004,Active,-8.6
BDB50178490_size_20_005,Active,-8.1
BDB50178490_size_20_006,Active,-7.9
BDB50178490_size_20_007,Active,-7
BDB50178490_size_20_008,Active,-6.6
BDB50181304_size_20_001,Active,-8.3
BDB50181304_size_20_002,Active,-7.9
BDB50181304_size_20_003,Active,-7.9
BDB50181304_size_20_004,Active,-7.7
BDB50181304_size_20_005,Active,-7.6
BDB50181304_size_20_006,Active,-7.3
BDB50181304_size_20_007,Active,-7.2
BDB50181304_size_20_008,Active,-6.6
BDB50181304_size_20_009,Active,-6.2
BDB50181309_size_20_001,Active,-8.2
BDB50181309_size_20_002,Active,-7.9
BDB50181309_size_20_003,Active,-7.7
BDB50181309_size_20_004,Active,-6.8
BDB50181309_size_20_005,Active,-6.2
BDB50181309_size_20_006,Active,-5.5
BDB50181316_size_20_001,Active,-8.4
BDB50181316_size_20_002,Active,-8.2
BDB50181316_size_20_003,Active,-7.3
BDB50181316_size_20_004,Active,-7.2
BDB50181316_size_20_005,Active,-6.9
BDB50181316_size_20_006,Active,-6.1
BDB50181316_size_20_007,Active,-5.5
BDB50217602_size_20_001,Active,-8.4
BDB50217602_size_20_002,Active,-8.2
BDB50217602_size_20_003,Active,-8.1
BDB50217602_size_20_004,Active,-7.9
BDB50217602_size_20_005,Active,-7.4
BDB50217602_size_20_006,Active,-7
BDB50217602_size_20_007,Active,-6.2
BDB50221346_size_20_001,Active,-9.6
BDB50221346_size_20_002,Active,-8.1
BDB50221346_size_20_003,Active,-8
BDB50221346_size_20_004,Active,-7.8
BDB50221346_size_20_005,Active,-7.2
BDB50221346_size_20_006,Active,-7.2
BDB50221346_size_20_007,Active,-7
BDB50221346_size_20_008,Active,-6.8
BDB50242737_size_20_001,Active,-9.4
BDB50242737_size_20_002,Active,-9.2
BDB50242737_size_20_003,Active,-8.8
BDB50242737_size_20_004,Active,-7.9
BDB50242737_size_20_005,Active,-7.5
BDB50242737_size_20_006,Active,-7.2
BDB50242737_size_20_007,Active,-6.8
BDB50242737_size_20_008,Active,-6.4
BDB50242742_size_20_001,Active,-9
BDB50242742_size_20_002,Active,-8.5
BDB50242742_size_20_003,Active,-8.4
BDB50242742_size_20_004,Active,-8.3
BDB50242742_size_20_005,Active,-8.2
BDB50242742_size_20_006,Active,-8.2
BDB50242742_size_20_007,Active,-7.3
BDB50242742_size_20_008,Active,-6.4
BDB50242742_size_20_009,Active,-6.4
BDB50256750_size_20_001,Active,-9.2
BDB50256750_size_20_002,Active,-8.5
BDB50256750_size_20_003,Active,-7.9
BDB50256750_size_20_004,Active,-7.6
BDB50256750_size_20_005,Active,-7.3
BDB50256750_size_20_006,Active,-7.2
BDB50256750_size_20_007,Active,-6.9
BDB50265539_size_20_001,Active,-9.3
BDB50265539_size_20_002,Active,-8.4
BDB50265539_size_20_003,Active,-7.8
BDB50265539_size_20_004,Active,-7.8
BDB50265539_size_20_005,Active,-7.5
BDB50265539_size_20_006,Active,-7.2
BDB50265539_size_20_007,Active,-7
BDB50265539_size_20_008,Active,-6.8
BDB50265786_size_20_001,Active,-8.2
BDB50265786_size_20_002,Active,-7.7
BDB50265786_size_20_003,Active,-7.1
BDB50265786_size_20_004,Active,-6.2
BDB50265786_size_20_005,Active,-6.2
BDB50265786_size_20_006,Active,-5.6
BDB50265786_size_20_007,Active,-5.4
BDB50265786_size_20_008,Active,-5.4
BDB50265786_size_20_009,Active,-5.4
BDB50265786_size_20_010,Active,-5.3
BDB50307264_size_20_001,Active,-8.3
BDB50307264_size_20_002,Active,-8.3
BDB50307264_size_20_003,Active,-8.2
BDB50307264_size_20_004,Active,-8.2
BDB50307264_size_20_005,Active,-7.9
BDB50307264_size_20_006,Active,-7.2
BDB50307264_size_20_007,Active,-6.9
BDB50307264_size_20_008,Active,-6.7
BDB50307880_size_20_001,Active,-9.7
BDB50307880_size_20_002,Active,-9.6
BDB50307880_size_20_003,Active,-9.4
BDB50307880_size_20_004,Active,-9.3
BDB50307880_size_20_005,Active,-9.2
BDB50307880_size_20_006,Active,-9.2
BDB50307880_size_20_007,Active,-8.8
BDB50307880_size_20_008,Active,-8.7
BDB50307880_size_20_009,Active,-8.2
BDB50307880_size_20_010,Active,-8.1
BDB50321943_size_20_001,Active,-8.1
BDB50321943_size_20_002,Active,-7.4
BDB50321943_size_20_003,Active,-7
BDB50321943_size_20_004,Active,-6.2
BDB6161_size_20_001,Active,-7.2
BDB6161_size_20_002,Active,-6.7
BDB6161_size_20_003,Active,-6.2
BDB6161_size_20_004,Active,-5.3
BDB6161_size_20_005,Active,-4.8
BDB6177_size_20_001,Active,-6.7
BDB6177_size_20_002,Active,-6.7
BDB6177_size_20_003,Active,-6.7
BDB6177_size_20_004,Active,-6.3
BDB6177_size_20_005,Active,-6.1
BDB6177_size_20_006,Active,-6
BDB6177_size_20_007,Active,-6
BDB6177_size_20_008,Active,-5.9
BDB6177_size_20_009,Active,-5.7
BDB6177_size_20_010,Active,-5.5
BDB6177_size_20_011,Active,-5.4
BDB6177_size_20_012,Active,-4.7
BDB6177_size_20_013,Active,-4.7
BDB6190_size_20_001,Active,-7.4
BDB6190_size_20_002,Active,-7
BDB6190_size_20_003,Active,-6.9
BDB6190_size_20_004,Active,-6.9
BDB6190_size_20_005,Active,-6.5
BDB6190_size_20_006,Active,-6
BDB6190_size_20_007,Active,-5.6
BDB6190_size_20_008,Active,-5.5
BDB6190_size_20_009,Active,-4.7
BDB6221_size_20_001,Active,-7.5
BDB6221_size_20_002,Active,-7.1
BDB6221_size_20_003,Active,-6.2
BDB6221_size_20_004,Active,-6
BDB6221_size_20_005,Active,-5.4
BDB6619_size_20_001,Active,-8.5
BDB6619_size_20_002,Active,-7.2
BDB6619_size_20_003,Active,-6.7
BDB6619_size_20_004,Active,-6.6
BDB6619_size_20_005,Active,-6.3
BDB6619_size_20_006,Active,-6.3
BDB6619_size_20_007,Active,-6
BDB6619_size_20_008,Active,-5.9
ZINC00015095_size_20_001,Inactive,-8.9
ZINC00015095_size_20_002,Inactive,-8.7
ZINC00015095_size_20_003,Inactive,-8.7
ZINC00015095_size_20_004,Inactive,-8.3
ZINC00015095_size_20_005,Inactive,-8.3
ZINC00015095_size_20_006,Inactive,-8.2
ZINC00015095_size_20_007,Inactive,-6.7
ZINC00015095_size_20_008,Inactive,-6.5
ZINC00042814_size_20_001,Inactive,-7.6
ZINC00042814_size_20_002,Inactive,-7.5
ZINC00042814_size_20_003,Inactive,-6.6
ZINC00042814_size_20_004,Inactive,-6
ZINC00042814_size_20_005,Inactive,-5.8
ZINC00042814_size_20_006,Inactive,-4.8
ZINC00095657_size_20_001,Inactive,-6.4
ZINC00095657_size_20_002,Inactive,-5.5
ZINC00095657_size_20_003,Inactive,-5.4
ZINC00095657_size_20_004,Inactive,-5.1
ZINC00095657_size_20_005,Inactive,-4.9
ZINC00095657_size_20_006,Inactive,-4.9
ZINC00095657_size_20_007,Inactive,-4.8
ZINC00095657_size_20_008,Inactive,-4.7
ZINC00095657_size_20_009,Inactive,-4.5
ZINC00095657_size_20_010,Inactive,-4.3
ZINC00095657_size_20_011,Inactive,-4.2
ZINC00095657_size_20_012,Inactive,-4.1
ZINC00115457_size_20_001,Inactive,-7.1
ZINC00115457_size_20_002,Inactive,-6.4
ZINC00115457_size_20_003,Inactive,-6.4
ZINC00115457_size_20_004,Inactive,-6.2
ZINC00115457_size_20_005,Inactive,-6
ZINC00115457_size_20_006,Inactive,-6
ZINC00115457_size_20_007,Inactive,-5.5
ZINC00115457_size_20_008,Inactive,-5.5
ZINC00115457_size_20_009,Inactive,-5.4
ZINC00115457_size_20_010,Inactive,-5.2
ZINC00115457_size_20_011,Inactive,-5.1
ZINC00115457_size_20_012,Inactive,-4.9
ZINC00116595_size_20_001,Inactive,-8.2
ZINC00116595_size_20_002,Inactive,-7.9
ZINC00116595_size_20_003,Inactive,-7.4
ZINC00116595_size_20_004,Inactive,-7.3
ZINC00116595_size_20_005,Inactive,-6.3
ZINC00116595_size_20_006,Inactive,-5.9
ZINC00116595_size_20_007,Inactive,-5.4
ZINC00126630_size_20_001,Inactive,-7.6
ZINC00126630_size_20_002,Inactive,-6.9
ZINC00126630_size_20_003,Inactive,-6.6
ZINC00126630_size_20_004,Inactive,-6.5
ZINC00126630_size_20_005,Inactive,-6.5
ZINC00126630_size_20_006,Inactive,-6.5
ZINC00126630_size_20_007,Inactive,-6.4
ZINC00126630_size_20_008,Inactive,-6.2
ZINC00126630_size_20_009,Inactive,-6.1
ZINC00126630_size_20_010,Inactive,-5.7
ZINC00126630_size_20_011,Inactive,-5.6
ZINC00126630_size_20_012,Inactive,-5.1
ZINC00126630_size_20_013,Inactive,-4.8
ZINC00186403_size_20_001,Inactive,-7.9
ZINC00186403_size_20_002,Inactive,-7.9
ZINC00186403_size_20_003,Inactive,-7.1
ZINC00186403_size_20_004,Inactive,-6.4
ZINC00186403_size_20_005,Inactive,-6.3
ZINC00186403_size_20_006,Inactive,-6
ZINC00186403_size_20_007,Inactive,-5.8
ZINC00186403_size_20_008,Inactive,-5.6
ZINC00186403_size_20_009,Inactive,-5
ZINC00186403_size_20_010,Inactive,-5
ZINC00186403_size_20_011,Inactive,-4.9
ZINC00206044_size_20_001,Inactive,-7.9
ZINC00206044_size_20_002,Inactive,-7.7
ZINC00206044_size_20_003,Inactive,-7.5
ZINC00206044_size_20_004,Inactive,-7.2
ZINC00206044_size_20_005,Inactive,-6.6
ZINC00206044_size_20_006,Inactive,-4.9
ZINC00221839_size_20_001,Inactive,-8.3
ZINC00221839_size_20_002,Inactive,-8.2
ZINC00221839_size_20_003,Inactive,-7.8
ZINC00221839_size_20_004,Inactive,-7.6
ZINC00221839_size_20_005,Inactive,-7.4
ZINC00221839_size_20_006,Inactive,-6.8
ZINC00221839_size_20_007,Inactive,-6.7
ZINC00221839_size_20_008,Inactive,-6.5
ZINC00221839_size_20_009,Inactive,-6.4
ZINC00221839_size_20_010,Inactive,-6.3
ZINC00288858_size_20_001,Inactive,-7.8
ZINC00288858_size_20_002,Inactive,-7.4
ZINC00288858_size_20_003,Inactive,-6.8
ZINC00288858_size_20_004,Inactive,-6.6
ZINC00288858_size_20_005,Inactive,-6.5
ZINC00288858_size_20_006,Inactive,-6.3
ZINC00288858_size_20_007,Inactive,-6.1
ZINC00288858_size_20_008,Inactive,-5.8
ZINC00288858_size_20_009,Inactive,-5.8
ZINC00288858_size_20_010,Inactive,-5.1
ZINC00288858_size_20_011,Inactive,-5.1
ZINC00288858_size_20_012,Inactive,-4.9
ZINC00305959_size_20_001,Inactive,-7.1
ZINC00305959_size_20_002,Inactive,-6.3
ZINC00305959_size_20_003,Inactive,-5.1
ZINC00305959_size_20_004,Inactive,-4.4
ZINC00305959_size_20_005,Inactive,-4.2
ZINC00382404_size_20_001,Inactive,-10.4
ZINC00382404_size_20_002,Inactive,-7.9
ZINC00423078_size_20_001,Inactive,-6.8
ZINC00423078_size_20_002,Inactive,-6.7
ZINC00423078_size_20_003,Inactive,-6.5
ZINC00423078_size_20_004,Inactive,-6.3
ZINC00423078_size_20_005,Inactive,-5.9
ZINC00423078_size_20_006,Inactive,-5.8
ZINC00423078_size_20_007,Inactive,-5.7
ZINC00423078_size_20_008,Inactive,-5.4
ZINC00423078_size_20_009,Inactive,-4.7
ZINC00423078_size_20_010,Inactive,-4.6
ZINC00423078_size_20_011,Inactive,-4.5
ZINC00423078_size_20_012,Inactive,-4.3
ZINC00423078_size_20_013,Inactive,-4.3
ZINC00423078_size_20_014,Inactive,-4.3
ZINC00431660_size_20_001,Inactive,-8
ZINC00431660_size_20_002,Inactive,-7.9
ZINC00431660_size_20_003,Inactive,-7.6
ZINC00431660_size_20_004,Inactive,-7.3
ZINC00431660_size_20_005,Inactive,-5.8
ZINC00431660_size_20_006,Inactive,-5.5
ZINC00431660_size_20_007,Inactive,-5.1
ZINC00480765_size_20_001,Inactive,-5.7
ZINC00480765_size_20_002,Inactive,-5.4
ZINC00480765_size_20_003,Inactive,-4.7
ZINC00480765_size_20_004,Inactive,-4.1
ZINC00480765_size_20_005,Inactive,-3.7
ZINC00480765_size_20_006,Inactive,-3.5
ZINC00480765_size_20_007,Inactive,-3.5
ZINC00480765_size_20_008,Inactive,-3.2
ZINC00480765_size_20_009,Inactive,-3.1
ZINC00480765_size_20_010,Inactive,-2.9
ZINC00480765_size_20_011,Inactive,-2.8
ZINC00480765_size_20_012,Inactive,-2.8
ZINC00480765_size_20_013,Inactive,-2.7
ZINC00480765_size_20_014,Inactive,-2.7
ZINC00486894_size_20_001,Inactive,-6.6
ZINC00486894_size_20_002,Inactive,-6.3
ZINC00486894_size_20_003,Inactive,-6.1
ZINC00486894_size_20_004,Inactive,-5.4
ZINC00486894_size_20_005,Inactive,-5.1
ZINC00486894_size_20_006,Inactive,-5
ZINC00486894_size_20_007,Inactive,-4.8
ZINC00486894_size_20_008,Inactive,-4.8
ZINC00486894_size_20_009,Inactive,-4
ZINC00488092_size_20_001,Inactive,-8.1
ZINC00488092_size_20_002,Inactive,-7.6
ZINC00488092_size_20_003,Inactive,-7.4
ZINC00488092_size_20_004,Inactive,-7.4
ZINC00488092_size_20_005,Inactive,-7
ZINC00488092_size_20_006,Inactive,-6.5
ZINC00488092_size_20_007,Inactive,-5.7
ZINC00488092_size_20_008,Inactive,-5.6
ZINC00488092_size_20_009,Inactive,-5.3
ZINC00492818_size_20_001,Inactive,-6.7
ZINC00492818_size_20_002,Inactive,-6.2
ZINC00492818_size_20_003,Inactive,-5.5
ZINC00492818_size_20_004,Inactive,-5.1
ZINC00492818_size_20_005,Inactive,-5.1
ZINC00492818_size_20_006,Inactive,-4.7
ZINC00492818_size_20_007,Inactive,-4.7
ZINC00492818_size_20_008,Inactive,-4.3
ZINC00519235_size_20_001,Inactive,-6
ZINC00519235_size_20_002,Inactive,-5.9
ZINC00519235_size_20_003,Inactive,-5.8
ZINC00519235_size_20_004,Inactive,-5.5
ZINC00519235_size_20_005,Inactive,-5.3
ZINC00519235_size_20_006,Inactive,-5
ZINC00519235_size_20_007,Inactive,-5
ZINC00519235_size_20_008,Inactive,-4.9
ZINC00519235_size_20_009,Inactive,-4.8
ZINC00519235_size_20_010,Inactive,-3.5
ZINC00519235_size_20_011,Inactive,-3.3
ZINC00530748_size_20_001,Inactive,-7
ZINC00530748_size_20_002,Inactive,-6
ZINC00530748_size_20_003,Inactive,-5.8
ZINC00530748_size_20_004,Inactive,-5.8
ZINC00530748_size_20_005,Inactive,-5.4
ZINC00530748_size_20_006,Inactive,-5.4
ZINC00530748_size_20_007,Inactive,-5.2
ZINC00530748_size_20_008,Inactive,-4.6
ZINC00530748_size_20_009,Inactive,-4.2
ZINC00552164_size_20_001,Inactive,-8.6
ZINC00552164_size_20_002,Inactive,-8.4
ZINC00552164_size_20_003,Inactive,-7.9
ZINC00552164_size_20_004,Inactive,-7.2
ZINC00552164_size_20_005,Inactive,-6.6
ZINC00552164_size_20_006,Inactive,-6.6
ZINC00552164_size_20_007,Inactive,-6.6
ZINC00552164_size_20_008,Inactive,-6.6
ZINC00552164_size_20_009,Inactive,-6.4
ZINC00552164_size_20_010,Inactive,-6.3
ZINC00552164_size_20_011,Inactive,-6.1
ZINC00620739_size_20_001,Inactive,-7.6
ZINC00620739_size_20_002,Inactive,-6.9
ZINC00620739_size_20_003,Inactive,-6.6
ZINC00620739_size_20_004,Inactive,-6.3
ZINC00620739_size_20_005,Inactive,-6.2
ZINC00620739_size_20_006,Inactive,-6.2
ZINC00620739_size_20_007,Inactive,-5.3
ZINC00644501_size_20_001,Inactive,-8.2
ZINC00644501_size_20_002,Inactive,-8.1
ZINC00644501_size_20_003,Inactive,-7.8
ZINC00644501_size_20_004,Inactive,-7.6
ZINC00644501_size_20_005,Inactive,-7.1
ZINC00644501_size_20_006,Inactive,-6.5
ZINC00644501_size_20_007,Inactive,-6.3
ZINC00644501_size_20_008,Inactive,-5.4
ZINC00648241_size_20_001,Inactive,-7.5
ZINC00648241_size_20_002,Inactive,-7.5
ZINC00648241_size_20_003,Inactive,-7.4
ZINC00648241_size_20_004,Inactive,-6.7
ZINC00648241_size_20_005,Inactive,-6.7
ZINC00648241_size_20_006,Inactive,-6.5
ZINC00648241_size_20_007,Inactive,-6.3
ZINC00648241_size_20_008,Inactive,-5.9
ZINC00648241_size_20_009,Inactive,-5.8
ZINC00648241_size_20_010,Inactive,-5.6
ZINC00648241_size_20_011,Inactive,-5.3
ZINC00648241_size_20_012,Inactive,-5.2
ZINC00663415_size_20_001,Inactive,-9.2
ZINC00663415_size_20_002,Inactive,-8.5
ZINC00663415_size_20_003,Inactive,-7.9
ZINC00663415_size_20_004,Inactive,-7.9
ZINC00663415_size_20_005,Inactive,-7.5
ZINC00663415_size_20_006,Inactive,-6.7
ZINC00663415_size_20_007,Inactive,-6.4
ZINC00667401_size_20_001,Inactive,-8.1
ZINC00667401_size_20_002,Inactive,-8
ZINC00667401_size_20_003,Inactive,-7.9
ZINC00667401_size_20_004,Inactive,-7.7
ZINC00667401_size_20_005,Inactive,-7.2
ZINC00667401_size_20_006,Inactive,-6.5
ZINC00667401_size_20_007,Inactive,-6.4
ZINC00667401_size_20_008,Inactive,-6
ZINC00667401_size_20_009,Inactive,-5.9
ZINC00667401_size_20_010,Inactive,-5.4
ZINC00806425_size_20_001,Inactive,-7.5
ZINC00806425_size_20_002,Inactive,-6.9
ZINC00806425_size_20_003,Inactive,-6.7
ZINC00806425_size_20_004,Inactive,-5.1
ZINC00867994_size_20_001,Inactive,-7.9
ZINC00867994_size_20_002,Inactive,-6.7
ZINC00867994_size_20_003,Inactive,-6.5
ZINC00867994_size_20_004,Inactive,-6.4
ZINC00867994_size_20_005,Inactive,-6.2
ZINC00867994_size_20_006,Inactive,-5.7
ZINC00867994_size_20_007,Inactive,-5.4
ZINC00867994_size_20_008,Inactive,-5.3
ZINC00867994_size_20_009,Inactive,-5.2
ZINC00867994_size_20_010,Inactive,-4.9
ZINC00897553_size_20_001,Inactive,-7.9
ZINC00897553_size_20_002,Inactive,-6.7
ZINC00897553_size_20_003,Inactive,-6.7
ZINC00897553_size_20_004,Inactive,-6.2
ZINC00897553_size_20_005,Inactive,-6
ZINC00897553_size_20_006,Inactive,-5.8
ZINC00897553_size_20_007,Inactive,-5.8
ZINC00897553_size_20_008,Inactive,-5.6
ZINC00897553_size_20_009,Inactive,-5.6
ZINC00897553_size_20_010,Inactive,-5.3
ZINC00897553_size_20_011,Inactive,-5.1
ZINC00900752_size_20_001,Inactive,-9.2
ZINC00900752_size_20_002,Inactive,-8.3
ZINC00900752_size_20_003,Inactive,-8.1
ZINC00900752_size_20_004,Inactive,-7.3
ZINC00900752_size_20_005,Inactive,-7.2
ZINC00900752_size_20_006,Inactive,-7
ZINC00900752_size_20_007,Inactive,-6.8
ZINC00902674_size_20_001,Inactive,-9.8
ZINC00902674_size_20_002,Inactive,-9.7
ZINC00902674_size_20_003,Inactive,-9.6
ZINC00902674_size_20_004,Inactive,-8.5
ZINC00902674_size_20_005,Inactive,-8
ZINC00902674_size_20_006,Inactive,-7.7
ZINC00902674_size_20_007,Inactive,-7.3
ZINC00902674_size_20_008,Inactive,-7
ZINC00985634_size_20_001,Inactive,-7.3
ZINC00985634_size_20_002,Inactive,-6.2
ZINC00985634_size_20_003,Inactive,-6.1
ZINC00985634_size_20_004,Inactive,-5.4
ZINC00985634_size_20_005,Inactive,-4.4
ZINC00987164_size_20_001,Inactive,-7.1
ZINC00987164_size_20_002,Inactive,-6.7
ZINC00987164_size_20_003,Inactive,-6.4
ZINC00987164_size_20_004,Inactive,-6.2
ZINC00987164_size_20_005,Inactive,-6.1
ZINC00987164_size_20_006,Inactive,-5.6
ZINC00987164_size_20_007,Inactive,-5.4
ZINC01030300_size_20_001,Inactive,-4.6
ZINC01030300_size_20_002,Inactive,-4.6
ZINC01030300_size_20_003,Inactive,-4.4
ZINC01030300_size_20_004,Inactive,-4.2
ZINC01030300_size_20_005,Inactive,-4.1
ZINC01030300_size_20_006,Inactive,-4
ZINC01030300_size_20_007,Inactive,-3.5
ZINC01030300_size_20_008,Inactive,-3.4
ZINC01030300_size_20_009,Inactive,-3.2
ZINC01030300_size_20_010,Inactive,-2.9
ZINC01030300_size_20_011,Inactive,-2.7
ZINC01030300_size_20_012,Inactive,-2.4
ZINC01040389_size_20_001,Inactive,-8.8
ZINC01040389_size_20_002,Inactive,-8.5
ZINC01040389_size_20_003,Inactive,-8.3
ZINC01040389_size_20_004,Inactive,-7.2
ZINC01040389_size_20_005,Inactive,-6.3
ZINC01040389_size_20_006,Inactive,-6.2
