Pose,Real_Class,RF-Score-VS
BDB3928_size_20_009,Active,5.96390307873
BDB3928_size_20_010,Active,5.95176536533
BDB4068_size_20_001,Active,5.98869977372
BDB4068_size_20_002,Active,5.96203933246
BDB4068_size_20_003,Active,5.96910107684
BDB4068_size_20_004,Active,6.00374876898
BDB4068_size_20_005,Active,5.95976224042
BDB4068_size_20_006,Active,5.97899739229
BDB4068_size_20_007,Active,5.97865254057
BDB4068_size_20_008,Active,5.96203740441
BDB4068_size_20_009,Active,5.96701625366
BDB4182_size_20_001,Active,6.11484687284
BDB4182_size_20_002,Active,6.00193748429
BDB4182_size_20_003,Active,6.1109298418
BDB4182_size_20_004,Active,6.04553233708
BDB4182_size_20_005,Active,5.99237333213
BDB4182_size_20_006,Active,5.95473751753
BDB4182_size_20_007,Active,5.97583536352
BDB4182_size_20_008,Active,5.95616273787
BDB4182_size_20_009,Active,5.95962776891
BDB4367_size_20_001,Active,5.95758128017
BDB4367_size_20_002,Active,5.97150856796
BDB4367_size_20_003,Active,5.97152652462
BDB4367_size_20_004,Active,5.95382551658
BDB4367_size_20_005,Active,5.95227668998
BDB4367_size_20_006,Active,5.95283751753
BDB4367_size_20_007,Active,5.95158945499
BDB4367_size_20_008,Active,5.95
BDB4607_size_20_001,Active,5.9997909209
BDB4607_size_20_002,Active,5.97003396939
BDB4607_size_20_003,Active,5.96678881633
BDB4607_size_20_004,Active,5.96302977106
BDB4607_size_20_005,Active,5.96302977106
BDB4607_size_20_006,Active,5.95988910812
BDB4607_size_20_007,Active,5.95053219284
BDB4607_size_20_008,Active,5.95053219284
BDB4607_size_20_009,Active,5.95320636613
BDB4607_size_20_010,Active,5.96248533501
BDB4607_size_20_011,Active,5.9636266826
BDB4607_size_20_012,Active,5.95937401253
BDB4607_size_20_013,Active,5.95572978594
BDB4607_size_20_014,Active,5.95606630498
BDB4607_size_20_015,Active,5.95998327502
BDB4627_size_20_001,Active,5.95815909747
BDB4627_size_20_002,Active,5.97097077907
BDB4627_size_20_003,Active,5.95753957752
BDB4627_size_20_004,Active,5.96820386435
BDB4627_size_20_005,Active,5.95194255543
BDB4627_size_20_006,Active,5.95278485965
BDB4627_size_20_007,Active,5.95442230182
BDB4634_size_20_001,Active,5.95833545753
BDB4634_size_20_002,Active,5.96166685786
BDB4634_size_20_003,Active,5.95061927462
BDB4634_size_20_004,Active,5.96405971135
BDB4634_size_20_005,Active,5.97038234323
BDB4634_size_20_006,Active,5.959191264
BDB4634_size_20_007,Active,5.95
BDB4634_size_20_008,Active,5.95349794001
BDB4820_size_20_001,Active,5.99331335299
BDB4820_size_20_002,Active,5.96517926877
BDB4820_size_20_003,Active,6.00722992787
BDB4820_size_20_004,Active,5.96510024914
BDB4820_size_20_005,Active,5.95222096149
BDB4820_size_20_006,Active,5.95691309465
BDB4882_size_20_001,Active,5.96142182973
BDB4882_size_20_002,Active,5.95450290833
BDB4882_size_20_003,Active,5.95437242435
BDB4882_size_20_004,Active,5.95314575749
BDB50121980_size_20_001,Active,5.99484089053
BDB50121980_size_20_002,Active,6.00146231041
BDB50121980_size_20_003,Active,6.04247267294
BDB50121980_size_20_004,Active,6.01707136852
BDB50121980_size_20_005,Active,5.99709541871
BDB50121980_size_20_006,Active,6.01044239285
BDB50121980_size_20_007,Active,5.99252515041
BDB50137576_size_20_001,Active,5.97701235356
BDB50137576_size_20_002,Active,5.95
BDB50137576_size_20_003,Active,5.95863521248
BDB50137576_size_20_004,Active,5.95670963082
BDB50137576_size_20_005,Active,5.96374896867
BDB50137576_size_20_006,Active,5.97077459854
BDB50137576_size_20_007,Active,5.96316420713
BDB50178490_size_20_001,Active,5.97474333166
BDB50178490_size_20_002,Active,5.97550751317
BDB50178490_size_20_003,Active,5.95729359815
BDB50178490_size_20_004,Active,5.98642634562
BDB50178490_size_20_005,Active,5.95158945499
BDB50178490_size_20_006,Active,5.96346467571
BDB50178490_size_20_007,Active,5.97088186499
BDB50178490_size_20_008,Active,5.97006590152
BDB50181304_size_20_001,Active,5.97082892894
BDB50181304_size_20_002,Active,5.97555890515
BDB50181304_size_20_003,Active,5.95907765237
BDB50181304_size_20_004,Active,5.96846299204
BDB50181304_size_20_005,Active,5.9876100299
BDB50181304_size_20_006,Active,5.99707729159
BDB50181304_size_20_007,Active,5.97975884131
BDB50181304_size_20_008,Active,5.95595419894
BDB50181304_size_20_009,Active,5.9572578195
BDB50181309_size_20_001,Active,5.95
BDB50181309_size_20_002,Active,5.96340320579
BDB50181309_size_20_003,Active,5.97507917081
BDB50181309_size_20_004,Active,5.95594089642
BDB50181309_size_20_005,Active,5.96175866301
BDB50181309_size_20_006,Active,5.95858825029
BDB50181316_size_20_001,Active,5.97596054878
BDB50181316_size_20_002,Active,5.96514320517
BDB50181316_size_20_003,Active,5.9785624639
BDB50181316_size_20_004,Active,5.96159852757
BDB50181316_size_20_005,Active,5.97443569309
BDB50181316_size_20_006,Active,5.96950470388
BDB50181316_size_20_007,Active,5.96296546907
BDB50217602_size_20_001,Active,5.95049994128
BDB50217602_size_20_002,Active,5.95972283985
BDB50217602_size_20_003,Active,5.95514575749
BDB50217602_size_20_004,Active,5.95277448434
BDB50217602_size_20_005,Active,5.95070205999
BDB50217602_size_20_006,Active,5.95
BDB50217602_size_20_007,Active,5.95
BDB50221346_size_20_001,Active,5.95683246548
BDB50221346_size_20_002,Active,5.95
BDB50221346_size_20_003,Active,5.95931465177
BDB50221346_size_20_004,Active,5.96573070964
BDB50221346_size_20_005,Active,5.96025965877
BDB50221346_size_20_006,Active,5.96455231045
BDB50221346_size_20_007,Active,5.95636393933
BDB50221346_size_20_008,Active,5.98008164864
BDB50242737_size_20_001,Active,6.02732997285
BDB50242737_size_20_002,Active,5.98693834039
BDB50242737_size_20_003,Active,5.96411175681
BDB50242737_size_20_004,Active,5.9538721133
BDB50242737_size_20_005,Active,5.99163977684
BDB50242737_size_20_006,Active,5.98483651365
BDB50242737_size_20_007,Active,5.98011261613
BDB50242737_size_20_008,Active,6.01810357448
BDB50242742_size_20_001,Active,5.96491620529
BDB50242742_size_20_002,Active,6.05139709731
BDB50242742_size_20_003,Active,6.0423271193
BDB50242742_size_20_004,Active,6.01794889718
BDB50242742_size_20_005,Active,6.02333686088
BDB50242742_size_20_006,Active,5.99316470021
BDB50242742_size_20_007,Active,5.99863993808
BDB50242742_size_20_008,Active,6.00891986069
BDB50242742_size_20_009,Active,5.97613224542
BDB50256750_size_20_001,Active,5.96553910987
BDB50256750_size_20_002,Active,5.99265296117
BDB50256750_size_20_003,Active,5.96156741288
BDB50256750_size_20_004,Active,5.95806280927
BDB50256750_size_20_005,Active,5.96836725252
BDB50256750_size_20_006,Active,5.97672841977
BDB50256750_size_20_007,Active,5.95937314036
BDB50265539_size_20_001,Active,5.97133545707
BDB50265539_size_20_002,Active,5.96293751753
BDB50265539_size_20_003,Active,5.9596349615
BDB50265539_size_20_004,Active,5.95344575749
BDB50265539_size_20_005,Active,5.95061927462
BDB50265539_size_20_006,Active,5.95824781748
BDB50265539_size_20_007,Active,5.95193933246
BDB50265539_size_20_008,Active,5.95820270011
BDB50265786_size_20_001,Active,6.0304419086
BDB50265786_size_20_002,Active,6.01936587754
BDB50265786_size_20_003,Active,6.00362575036
BDB50265786_size_20_004,Active,5.98584143141
BDB50265786_size_20_005,Active,6.00024465213
BDB50265786_size_20_006,Active,5.96066091213
BDB50265786_size_20_007,Active,5.95
BDB50265786_size_20_008,Active,5.98220701245
BDB50265786_size_20_009,Active,5.99385089275
BDB50265786_size_20_010,Active,5.96356835977
BDB50307264_size_20_001,Active,5.95640024459
BDB50307264_size_20_002,Active,5.97177795653
BDB50307264_size_20_003,Active,5.95396951135
BDB50307264_size_20_004,Active,5.95655555572
BDB50307264_size_20_005,Active,5.95440980392
BDB50307264_size_20_006,Active,5.95526360405
BDB50307264_size_20_007,Active,5.95
BDB50307264_size_20_008,Active,5.967988569
BDB50307880_size_20_001,Active,5.98270463648
BDB50307880_size_20_002,Active,5.96240038131
BDB50307880_size_20_003,Active,5.98161293137
BDB50307880_size_20_004,Active,5.98058370682
BDB50307880_size_20_005,Active,5.99795156079
BDB50307880_size_20_006,Active,6.02024569432
BDB50307880_size_20_007,Active,5.95737170173
BDB50307880_size_20_008,Active,5.98864984601
BDB50307880_size_20_009,Active,5.98185931417
BDB50307880_size_20_010,Active,5.97800275887
BDB50321943_size_20_001,Active,5.99102777601
BDB50321943_size_20_002,Active,6.00347763087
BDB50321943_size_20_003,Active,5.97299507942
BDB50321943_size_20_004,Active,5.95853605262
BDB6161_size_20_001,Active,6.02402558887
BDB6161_size_20_002,Active,6.01000248025
BDB6161_size_20_003,Active,6.00099820079
BDB6161_size_20_004,Active,5.99487490704
BDB6161_size_20_005,Active,5.95470205999
BDB6177_size_20_001,Active,6.06262949231
BDB6177_size_20_002,Active,6.05330856347
BDB6177_size_20_003,Active,6.0408819642
BDB6177_size_20_004,Active,5.96209145608
BDB6177_size_20_005,Active,6.01950183505
BDB6177_size_20_006,Active,5.95226210064
BDB6177_size_20_007,Active,6.00259229201
BDB6177_size_20_008,Active,6.01313497613
BDB6177_size_20_009,Active,6.01792816241
BDB6177_size_20_010,Active,6.0131021311
BDB6177_size_20_011,Active,5.96311289361
BDB6177_size_20_012,Active,5.97056862431
BDB6177_size_20_013,Active,5.96169916274
BDB6190_size_20_001,Active,6.12105232924
BDB6190_size_20_002,Active,6.14544729341
BDB6190_size_20_003,Active,6.06975262206
BDB6190_size_20_004,Active,6.12751022744
BDB6190_size_20_005,Active,6.0918564602
BDB6190_size_20_006,Active,6.03866008879
BDB6190_size_20_007,Active,6.0470289791
BDB6190_size_20_008,Active,6.01914328898
BDB6190_size_20_009,Active,5.98371066304
BDB6221_size_20_001,Active,5.96522191429
BDB6221_size_20_002,Active,5.9737569762
BDB6221_size_20_003,Active,5.95944600208
BDB6221_size_20_004,Active,5.95106438568
BDB6221_size_20_005,Active,5.95762864849
BDB6619_size_20_001,Active,5.97572363635
BDB6619_size_20_002,Active,5.96438457134
BDB6619_size_20_003,Active,5.95416593332
BDB6619_size_20_004,Active,5.96120205999
BDB6619_size_20_005,Active,5.95
BDB6619_size_20_006,Active,5.97243704859
BDB6619_size_20_007,Active,5.95858935017
BDB6619_size_20_008,Active,5.95425480032
ZINC00015095_size_20_001,Inactive,5.99243787997
ZINC00015095_size_20_002,Inactive,5.9560861903
ZINC00015095_size_20_003,Inactive,5.98679334003
ZINC00015095_size_20_004,Inactive,6.00499103851
ZINC00015095_size_20_005,Inactive,5.9640805276
ZINC00015095_size_20_006,Inactive,5.96660937583
ZINC00015095_size_20_007,Inactive,5.96630929092
ZINC00015095_size_20_008,Inactive,5.97488268011
ZINC00042814_size_20_001,Inactive,5.95283682247
ZINC00042814_size_20_002,Inactive,5.95070205999
ZINC00042814_size_20_003,Inactive,5.95540411998
ZINC00042814_size_20_004,Inactive,5.95182652033
ZINC00042814_size_20_005,Inactive,5.95087709402
ZINC00042814_size_20_006,Inactive,5.94740420176
ZINC00095657_size_20_001,Inactive,5.95
ZINC00095657_size_20_002,Inactive,5.95
ZINC00095657_size_20_003,Inactive,5.96225562215
ZINC00095657_size_20_004,Inactive,5.95700125239
ZINC00095657_size_20_005,Inactive,5.95170405347
ZINC00095657_size_20_006,Inactive,5.96325432428
ZINC00095657_size_20_007,Inactive,5.95257215336
ZINC00095657_size_20_008,Inactive,5.96088547299
ZINC00095657_size_20_009,Inactive,5.95
ZINC00095657_size_20_010,Inactive,5.95055829598
ZINC00095657_size_20_011,Inactive,5.95180774393
ZINC00095657_size_20_012,Inactive,5.95732855715
ZINC00115457_size_20_001,Inactive,5.96204830232
ZINC00115457_size_20_002,Inactive,5.9542444906
ZINC00115457_size_20_003,Inactive,5.95210617997
ZINC00115457_size_20_004,Inactive,5.96011877858
ZINC00115457_size_20_005,Inactive,5.95180613898
ZINC00115457_size_20_006,Inactive,5.95375971431
ZINC00115457_size_20_007,Inactive,5.95223315249
ZINC00115457_size_20_008,Inactive,5.95651581079
ZINC00115457_size_20_009,Inactive,5.96471637898
ZINC00115457_size_20_010,Inactive,5.95595885214
ZINC00115457_size_20_011,Inactive,5.95475976941
ZINC00115457_size_20_012,Inactive,5.95341515464
ZINC00116595_size_20_001,Inactive,5.97345033165
ZINC00116595_size_20_002,Inactive,5.9695000831
ZINC00116595_size_20_003,Inactive,5.95475972222
ZINC00116595_size_20_004,Inactive,5.96115926841
ZINC00116595_size_20_005,Inactive,5.97775877347
ZINC00116595_size_20_006,Inactive,5.9631107896
ZINC00116595_size_20_007,Inactive,5.95302697842
ZINC00126630_size_20_001,Inactive,5.96081612184
ZINC00126630_size_20_002,Inactive,5.97234482819
ZINC00126630_size_20_003,Inactive,5.97524180007
ZINC00126630_size_20_004,Inactive,5.96988563615
ZINC00126630_size_20_005,Inactive,5.95216493168
ZINC00126630_size_20_006,Inactive,5.96956708252
ZINC00126630_size_20_007,Inactive,5.98309950937
ZINC00126630_size_20_008,Inactive,5.98192949544
ZINC00126630_size_20_009,Inactive,5.96570965974
ZINC00126630_size_20_010,Inactive,5.98013424564
ZINC00126630_size_20_011,Inactive,5.95
ZINC00126630_size_20_012,Inactive,5.9783811545
ZINC00126630_size_20_013,Inactive,5.98720632217
ZINC00186403_size_20_001,Inactive,5.9523310031
ZINC00186403_size_20_002,Inactive,5.95137654433
ZINC00186403_size_20_003,Inactive,5.95744307822
ZINC00186403_size_20_004,Inactive,5.95256908135
ZINC00186403_size_20_005,Inactive,5.95474139245
ZINC00186403_size_20_006,Inactive,5.95397007555
ZINC00186403_size_20_007,Inactive,5.95739375896
ZINC00186403_size_20_008,Inactive,5.97208553722
ZINC00186403_size_20_009,Inactive,5.95439056891
ZINC00186403_size_20_010,Inactive,5.965483362
ZINC00186403_size_20_011,Inactive,5.9771930156
ZINC00206044_size_20_001,Inactive,5.96624766555
ZINC00206044_size_20_002,Inactive,5.96836568871
ZINC00206044_size_20_003,Inactive,5.96026050493
ZINC00206044_size_20_004,Inactive,5.96441322776
ZINC00206044_size_20_005,Inactive,5.9561242243
ZINC00206044_size_20_006,Inactive,5.95227242435
ZINC00221839_size_20_001,Inactive,5.97953408046
ZINC00221839_size_20_002,Inactive,6.03054164319
ZINC00221839_size_20_003,Inactive,5.98516178497
ZINC00221839_size_20_004,Inactive,5.96495757333
ZINC00221839_size_20_005,Inactive,5.9958812451
ZINC00221839_size_20_006,Inactive,6.02118789196
ZINC00221839_size_20_007,Inactive,5.95821270967
ZINC00221839_size_20_008,Inactive,5.96463762892
ZINC00221839_size_20_009,Inactive,5.99959266089
ZINC00221839_size_20_010,Inactive,5.95777997563
ZINC00288858_size_20_001,Inactive,5.96228893053
ZINC00288858_size_20_002,Inactive,5.96501320571
ZINC00288858_size_20_003,Inactive,5.9607013189
ZINC00288858_size_20_004,Inactive,5.96362750161
ZINC00288858_size_20_005,Inactive,5.96692053462
ZINC00288858_size_20_006,Inactive,5.96515638179
ZINC00288858_size_20_007,Inactive,5.95202585759
ZINC00288858_size_20_008,Inactive,5.97065526834
ZINC00288858_size_20_009,Inactive,5.9525782685
ZINC00288858_size_20_010,Inactive,5.95731826
ZINC00288858_size_20_011,Inactive,5.96014662312
ZINC00288858_size_20_012,Inactive,5.95507559502
ZINC00305959_size_20_001,Inactive,5.96259638615
ZINC00305959_size_20_002,Inactive,5.96261629965
ZINC00305959_size_20_003,Inactive,5.98744345484
ZINC00305959_size_20_004,Inactive,5.95791158711
ZINC00305959_size_20_005,Inactive,5.95899669685
ZINC00382404_size_20_001,Inactive,5.98709941028
ZINC00382404_size_20_002,Inactive,5.95683648925
ZINC00423078_size_20_001,Inactive,5.95333957752
ZINC00423078_size_20_002,Inactive,5.95
ZINC00423078_size_20_003,Inactive,5.95697867967
ZINC00423078_size_20_004,Inactive,5.9540609076
ZINC00423078_size_20_005,Inactive,5.95114575749
ZINC00423078_size_20_006,Inactive,5.95
ZINC00423078_size_20_007,Inactive,5.95470379891
ZINC00423078_size_20_008,Inactive,5.95
ZINC00423078_size_20_009,Inactive,5.95167488793
ZINC00423078_size_20_010,Inactive,5.9512700533
ZINC00423078_size_20_011,Inactive,5.9539772061
ZINC00423078_size_20_012,Inactive,5.95146156829
ZINC00423078_size_20_013,Inactive,5.97362703489
ZINC00423078_size_20_014,Inactive,5.95111659195
ZINC00431660_size_20_001,Inactive,5.9743694251
ZINC00431660_size_20_002,Inactive,5.95314575749
ZINC00431660_size_20_003,Inactive,5.95957692206
ZINC00431660_size_20_004,Inactive,5.95583591467
ZINC00431660_size_20_005,Inactive,5.95532787617
ZINC00431660_size_20_006,Inactive,5.95053219284
ZINC00431660_size_20_007,Inactive,5.95588775011
ZINC00480765_size_20_001,Inactive,5.95
ZINC00480765_size_20_002,Inactive,5.9599694796
ZINC00480765_size_20_003,Inactive,5.95501183216
ZINC00480765_size_20_004,Inactive,5.9523203887
ZINC00480765_size_20_005,Inactive,5.97676290332
ZINC00480765_size_20_006,Inactive,5.9657257909
ZINC00480765_size_20_007,Inactive,5.95614630491
ZINC00480765_size_20_008,Inactive,6.00664499186
ZINC00480765_size_20_009,Inactive,5.95748876763
ZINC00480765_size_20_010,Inactive,6.00543305239
ZINC00480765_size_20_011,Inactive,5.9507687649
ZINC00480765_size_20_012,Inactive,5.96992249113
ZINC00480765_size_20_013,Inactive,5.95079357239
ZINC00480765_size_20_014,Inactive,5.95585485275
ZINC00486894_size_20_001,Inactive,5.96137580324
ZINC00486894_size_20_002,Inactive,5.96202782781
ZINC00486894_size_20_003,Inactive,5.95758623576
ZINC00486894_size_20_004,Inactive,5.96232401329
ZINC00486894_size_20_005,Inactive,5.95878705457
ZINC00486894_size_20_006,Inactive,5.95
ZINC00486894_size_20_007,Inactive,5.95768499933
ZINC00486894_size_20_008,Inactive,5.95506297212
ZINC00486894_size_20_009,Inactive,5.95330411998
ZINC00488092_size_20_001,Inactive,5.96083521248
ZINC00488092_size_20_002,Inactive,5.95338020838
ZINC00488092_size_20_003,Inactive,5.95508094417
ZINC00488092_size_20_004,Inactive,5.95917091388
ZINC00488092_size_20_005,Inactive,5.95083306309
ZINC00488092_size_20_006,Inactive,5.9695399699
ZINC00488092_size_20_007,Inactive,5.95586590114
ZINC00488092_size_20_008,Inactive,5.95794229051
ZINC00488092_size_20_009,Inactive,5.94480205999
ZINC00492818_size_20_001,Inactive,5.97673731235
ZINC00492818_size_20_002,Inactive,5.96604076265
ZINC00492818_size_20_003,Inactive,5.95279705686
ZINC00492818_size_20_004,Inactive,5.95671157055
ZINC00492818_size_20_005,Inactive,5.95690314071
ZINC00492818_size_20_006,Inactive,5.95229151498
ZINC00492818_size_20_007,Inactive,5.95130411998
ZINC00492818_size_20_008,Inactive,5.96645171026
ZINC00519235_size_20_001,Inactive,5.95596501088
ZINC00519235_size_20_002,Inactive,5.95997079779
ZINC00519235_size_20_003,Inactive,5.95
ZINC00519235_size_20_004,Inactive,5.9571163629
ZINC00519235_size_20_005,Inactive,5.95466200619
ZINC00519235_size_20_006,Inactive,5.95111727661
ZINC00519235_size_20_007,Inactive,5.95735891412
ZINC00519235_size_20_008,Inactive,5.95261521662
ZINC00519235_size_20_009,Inactive,5.9558721133
ZINC00519235_size_20_010,Inactive,5.97161673533
ZINC00519235_size_20_011,Inactive,5.95229151498
ZINC00530748_size_20_001,Inactive,5.99834122293
ZINC00530748_size_20_002,Inactive,5.95838529217
ZINC00530748_size_20_003,Inactive,5.95159187109
ZINC00530748_size_20_004,Inactive,5.9505436975
ZINC00530748_size_20_005,Inactive,5.9698671247
ZINC00530748_size_20_006,Inactive,5.95959950396
ZINC00530748_size_20_007,Inactive,5.95124575749
ZINC00530748_size_20_008,Inactive,5.98596800714
ZINC00530748_size_20_009,Inactive,5.9505436975
ZINC00552164_size_20_001,Inactive,5.9685476903
ZINC00552164_size_20_002,Inactive,5.96654746084
ZINC00552164_size_20_003,Inactive,5.95921800621
ZINC00552164_size_20_004,Inactive,5.97686018683
ZINC00552164_size_20_005,Inactive,5.95380774393
ZINC00552164_size_20_006,Inactive,5.95941545124
ZINC00552164_size_20_007,Inactive,5.9542630341
ZINC00552164_size_20_008,Inactive,5.9674109194
ZINC00552164_size_20_009,Inactive,5.95201721463
ZINC00552164_size_20_010,Inactive,5.95
ZINC00552164_size_20_011,Inactive,5.96138108417
ZINC00620739_size_20_001,Inactive,5.95355637786
ZINC00620739_size_20_002,Inactive,5.95
ZINC00620739_size_20_003,Inactive,5.95207860432
ZINC00620739_size_20_004,Inactive,5.97031591935
ZINC00620739_size_20_005,Inactive,5.95085431787
ZINC00620739_size_20_006,Inactive,5.95
ZINC00620739_size_20_007,Inactive,5.95478998408
ZINC00644501_size_20_001,Inactive,6.00394021176
ZINC00644501_size_20_002,Inactive,5.99543951138
ZINC00644501_size_20_003,Inactive,5.9779831632
ZINC00644501_size_20_004,Inactive,5.96035267216
ZINC00644501_size_20_005,Inactive,5.96855144143
ZINC00644501_size_20_006,Inactive,5.95503704217
ZINC00644501_size_20_007,Inactive,5.9558999411
ZINC00644501_size_20_008,Inactive,5.97853842809
ZINC00648241_size_20_001,Inactive,5.95063682247
ZINC00648241_size_20_002,Inactive,5.95519448111
ZINC00648241_size_20_003,Inactive,5.96416069998
ZINC00648241_size_20_004,Inactive,5.98848288143
ZINC00648241_size_20_005,Inactive,5.9607485961
ZINC00648241_size_20_006,Inactive,5.95959557669
ZINC00648241_size_20_007,Inactive,5.95792490486
ZINC00648241_size_20_008,Inactive,5.95629382003
ZINC00648241_size_20_009,Inactive,5.9595119942
ZINC00648241_size_20_010,Inactive,5.95169360789
ZINC00648241_size_20_011,Inactive,5.97268868588
ZINC00648241_size_20_012,Inactive,6.00421001611
ZINC00663415_size_20_001,Inactive,5.95873245163
ZINC00663415_size_20_002,Inactive,5.95717890998
ZINC00663415_size_20_003,Inactive,5.95886933063
ZINC00663415_size_20_004,Inactive,5.97358297645
ZINC00663415_size_20_005,Inactive,5.95011754785
ZINC00663415_size_20_006,Inactive,5.95057314401
ZINC00663415_size_20_007,Inactive,5.95984838933
ZINC00667401_size_20_001,Inactive,5.98657638403
ZINC00667401_size_20_002,Inactive,5.97084898601
ZINC00667401_size_20_003,Inactive,5.97304672388
ZINC00667401_size_20_004,Inactive,5.9783923852
ZINC00667401_size_20_005,Inactive,6.00018497812
ZINC00667401_size_20_006,Inactive,6.03447222969
ZINC00667401_size_20_007,Inactive,5.99213273169
ZINC00667401_size_20_008,Inactive,5.96012273572
ZINC00667401_size_20_009,Inactive,5.98493410756
ZINC00667401_size_20_010,Inactive,5.98629486014
ZINC00806425_size_20_001,Inactive,5.9745617962
ZINC00806425_size_20_002,Inactive,5.96229307894
ZINC00806425_size_20_003,Inactive,5.96971715524
ZINC00806425_size_20_004,Inactive,5.95946740532
ZINC00867994_size_20_001,Inactive,5.96626994861
ZINC00867994_size_20_002,Inactive,5.95558945499
ZINC00867994_size_20_003,Inactive,5.95510543538
ZINC00867994_size_20_004,Inactive,5.96832648331
ZINC00867994_size_20_005,Inactive,5.95122133461
ZINC00867994_size_20_006,Inactive,5.95314575749
ZINC00867994_size_20_007,Inactive,5.96178954185
ZINC00867994_size_20_008,Inactive,5.94966123428
ZINC00867994_size_20_009,Inactive,5.96142323179
ZINC00867994_size_20_010,Inactive,5.95908546694
ZINC00897553_size_20_001,Inactive,5.97282163007
ZINC00897553_size_20_002,Inactive,5.98025840687
ZINC00897553_size_20_003,Inactive,5.97668782858
ZINC00897553_size_20_004,Inactive,5.95617839604
ZINC00897553_size_20_005,Inactive,5.95870207428
ZINC00897553_size_20_006,Inactive,5.93645974294
