Pose,Real_Class,CNN-Score
BDB4820_size_20_004,Active,0.33225
BDB4820_size_20_005,Active,0.08583
BDB4820_size_20_006,Active,0.12351
BDB4882_size_20_001,Active,0.35468
BDB4882_size_20_002,Active,0.21403
BDB4882_size_20_003,Active,0.45524
BDB4882_size_20_004,Active,0.19474
BDB50121980_size_20_001,Active,0.23575
BDB50121980_size_20_002,Active,0.19399
BDB50121980_size_20_003,Active,0.39626
BDB50121980_size_20_004,Active,0.08437
BDB50121980_size_20_005,Active,0.11598
BDB50121980_size_20_006,Active,0.07928
BDB50121980_size_20_007,Active,0.06026
BDB50137576_size_20_001,Active,0.22801
BDB50137576_size_20_002,Active,0.09802
BDB50137576_size_20_003,Active,0.06816
BDB50137576_size_20_004,Active,0.03138
BDB50137576_size_20_005,Active,0.03085
BDB50137576_size_20_006,Active,0.01272
BDB50137576_size_20_007,Active,0.0396
BDB50178490_size_20_001,Active,0.68868
BDB50178490_size_20_002,Active,0.69292
BDB50178490_size_20_003,Active,0.48998
BDB50178490_size_20_004,Active,0.15052
BDB50178490_size_20_005,Active,0.16008
BDB50178490_size_20_006,Active,0.37609
BDB50178490_size_20_007,Active,0.03994
BDB50178490_size_20_008,Active,0.28507
BDB50181304_size_20_001,Active,0.62228
BDB50181304_size_20_002,Active,0.7852
BDB50181304_size_20_003,Active,0.36193
BDB50181304_size_20_004,Active,0.40753
BDB50181304_size_20_005,Active,0.37585
BDB50181304_size_20_006,Active,0.27568
BDB50181304_size_20_007,Active,0.47537
BDB50181304_size_20_008,Active,0.36303
BDB50181304_size_20_009,Active,0.12105
BDB50181309_size_20_001,Active,0.26128
BDB50181309_size_20_002,Active,0.2369
BDB50181309_size_20_003,Active,0.18256
BDB50181309_size_20_004,Active,0.18133
BDB50181309_size_20_005,Active,0.20105
BDB50181309_size_20_006,Active,0.11757
BDB50181316_size_20_001,Active,0.52873
BDB50181316_size_20_002,Active,0.29862
BDB50181316_size_20_003,Active,0.15405
BDB50181316_size_20_004,Active,0.15668
BDB50181316_size_20_005,Active,0.06382
BDB50181316_size_20_006,Active,0.13832
BDB50181316_size_20_007,Active,0.08184
BDB50217602_size_20_001,Active,0.20629
BDB50217602_size_20_002,Active,0.21384
BDB50217602_size_20_003,Active,0.04594
BDB50217602_size_20_004,Active,0.27921
BDB50217602_size_20_005,Active,0.12233
BDB50217602_size_20_006,Active,0.11896
BDB50217602_size_20_007,Active,0.07321
BDB50221346_size_20_001,Active,0.15413
BDB50221346_size_20_002,Active,0.12648
BDB50221346_size_20_003,Active,0.05164
BDB50221346_size_20_004,Active,0.07621
BDB50221346_size_20_005,Active,0.06763
BDB50221346_size_20_006,Active,0.06709
BDB50221346_size_20_007,Active,0.20741
BDB50221346_size_20_008,Active,0.07323
BDB50242737_size_20_001,Active,0.17636
BDB50242737_size_20_002,Active,0.08005
BDB50242737_size_20_003,Active,0.09431
BDB50242737_size_20_004,Active,0.05066
BDB50242737_size_20_005,Active,0.03253
BDB50242737_size_20_006,Active,0.02286
BDB50242737_size_20_007,Active,0.04803
BDB50242737_size_20_008,Active,0.09991
BDB50242742_size_20_001,Active,0.06584
BDB50242742_size_20_002,Active,0.56825
BDB50242742_size_20_003,Active,0.05491
BDB50242742_size_20_004,Active,0.06423
BDB50242742_size_20_005,Active,0.13889
BDB50242742_size_20_006,Active,0.02514
BDB50242742_size_20_007,Active,0.02701
BDB50242742_size_20_008,Active,0.02191
BDB50242742_size_20_009,Active,0.06707
BDB50256750_size_20_001,Active,0.19893
BDB50256750_size_20_002,Active,0.17228
BDB50256750_size_20_003,Active,0.11446
BDB50256750_size_20_004,Active,0.03393
BDB50256750_size_20_005,Active,0.06617
BDB50256750_size_20_006,Active,0.07354
BDB50256750_size_20_007,Active,0.06184
BDB50265539_size_20_001,Active,0.75147
BDB50265539_size_20_002,Active,0.85559
BDB50265539_size_20_003,Active,0.06725
BDB50265539_size_20_004,Active,0.07742
BDB50265539_size_20_005,Active,0.04628
BDB50265539_size_20_006,Active,0.04636
BDB50265539_size_20_007,Active,0.08369
BDB50265539_size_20_008,Active,0.03346
BDB50265786_size_20_001,Active,0.06165
BDB50265786_size_20_002,Active,0.0168
BDB50265786_size_20_003,Active,0.05736
BDB50265786_size_20_004,Active,0.0251
BDB50265786_size_20_005,Active,0.104
BDB50265786_size_20_006,Active,0.04472
BDB50265786_size_20_007,Active,0.27034
BDB50265786_size_20_008,Active,0.06205
BDB50265786_size_20_009,Active,0.07046
BDB50265786_size_20_010,Active,0.08018
BDB50307264_size_20_001,Active,0.08819
BDB50307264_size_20_002,Active,0.16104
BDB50307264_size_20_003,Active,0.0996
BDB50307264_size_20_004,Active,0.09345
BDB50307264_size_20_005,Active,0.07404
BDB50307264_size_20_006,Active,0.10872
BDB50307264_size_20_007,Active,0.03092
BDB50307264_size_20_008,Active,0.10346
BDB50307880_size_20_001,Active,0.33506
BDB50307880_size_20_002,Active,0.2437
BDB50307880_size_20_003,Active,0.42193
BDB50307880_size_20_004,Active,0.24811
BDB50307880_size_20_005,Active,0.46152
BDB50307880_size_20_006,Active,0.3194
BDB50307880_size_20_007,Active,0.12179
BDB50307880_size_20_008,Active,0.11061
BDB50307880_size_20_009,Active,0.23237
BDB50307880_size_20_010,Active,0.11245
BDB50321943_size_20_001,Active,0.08459
BDB50321943_size_20_002,Active,0.15637
BDB50321943_size_20_003,Active,0.11268
BDB50321943_size_20_004,Active,0.03548
BDB6161_size_20_001,Active,0.11017
BDB6161_size_20_002,Active,0.29292
BDB6161_size_20_003,Active,0.21099
BDB6161_size_20_004,Active,0.17342
BDB6161_size_20_005,Active,0.09716
BDB6177_size_20_001,Active,0.02231
BDB6177_size_20_002,Active,0.0795
BDB6177_size_20_003,Active,0.03069
BDB6177_size_20_004,Active,0.05845
BDB6177_size_20_005,Active,0.06185
BDB6177_size_20_006,Active,0.03324
BDB6177_size_20_007,Active,0.24688
BDB6177_size_20_008,Active,0.03718
BDB6177_size_20_009,Active,0.11677
BDB6177_size_20_010,Active,0.02642
BDB6177_size_20_011,Active,0.02018
BDB6177_size_20_012,Active,0.07354
BDB6177_size_20_013,Active,0.02021
BDB6190_size_20_001,Active,0.15943
BDB6190_size_20_002,Active,0.54712
BDB6190_size_20_003,Active,0.16012
BDB6190_size_20_004,Active,0.59191
BDB6190_size_20_005,Active,0.0473
BDB6190_size_20_006,Active,0.02805
BDB6190_size_20_007,Active,0.18467
BDB6190_size_20_008,Active,0.09
BDB6190_size_20_009,Active,0.02119
BDB6221_size_20_001,Active,0.82475
BDB6221_size_20_002,Active,0.45712
BDB6221_size_20_003,Active,0.10858
BDB6221_size_20_004,Active,0.12115
BDB6221_size_20_005,Active,0.05843
BDB6619_size_20_001,Active,0.33128
BDB6619_size_20_002,Active,0.14882
BDB6619_size_20_003,Active,0.06147
BDB6619_size_20_004,Active,0.24638
BDB6619_size_20_005,Active,0.05947
BDB6619_size_20_006,Active,0.0828
BDB6619_size_20_007,Active,0.11863
BDB6619_size_20_008,Active,0.11085
ZINC00015095_size_20_001,Inactive,0.53087
ZINC00015095_size_20_002,Inactive,0.72532
ZINC00015095_size_20_003,Inactive,0.46667
ZINC00015095_size_20_004,Inactive,0.56788
ZINC00015095_size_20_005,Inactive,0.52744
ZINC00015095_size_20_006,Inactive,0.79838
ZINC00015095_size_20_007,Inactive,0.54622
ZINC00015095_size_20_008,Inactive,0.65717
ZINC00042814_size_20_001,Inactive,0.45199
ZINC00042814_size_20_002,Inactive,0.73835
ZINC00042814_size_20_003,Inactive,0.24977
ZINC00042814_size_20_004,Inactive,0.20816
ZINC00042814_size_20_005,Inactive,0.45403
ZINC00042814_size_20_006,Inactive,0.17635
ZINC00095657_size_20_001,Inactive,0.91939
ZINC00095657_size_20_002,Inactive,0.12405
ZINC00095657_size_20_003,Inactive,0.12295
ZINC00095657_size_20_004,Inactive,0.07935
ZINC00095657_size_20_005,Inactive,0.10116
ZINC00095657_size_20_006,Inactive,0.0886
ZINC00095657_size_20_007,Inactive,0.09089
ZINC00095657_size_20_008,Inactive,0.07137
ZINC00095657_size_20_009,Inactive,0.22757
ZINC00095657_size_20_010,Inactive,0.38486
ZINC00095657_size_20_011,Inactive,0.23459
ZINC00095657_size_20_012,Inactive,0.11237
ZINC00115457_size_20_001,Inactive,0.20974
ZINC00115457_size_20_002,Inactive,0.52572
ZINC00115457_size_20_003,Inactive,0.29208
ZINC00115457_size_20_004,Inactive,0.32493
ZINC00115457_size_20_005,Inactive,0.13024
ZINC00115457_size_20_006,Inactive,0.26203
ZINC00115457_size_20_007,Inactive,0.22392
ZINC00115457_size_20_008,Inactive,0.064
ZINC00115457_size_20_009,Inactive,0.08007
ZINC00115457_size_20_010,Inactive,0.26005
ZINC00115457_size_20_011,Inactive,0.0921
ZINC00115457_size_20_012,Inactive,0.18178
ZINC00116595_size_20_001,Inactive,0.6791
ZINC00116595_size_20_002,Inactive,0.43317
ZINC00116595_size_20_003,Inactive,0.10026
ZINC00116595_size_20_004,Inactive,0.62561
ZINC00116595_size_20_005,Inactive,0.11954
ZINC00116595_size_20_006,Inactive,0.2001
ZINC00116595_size_20_007,Inactive,0.1407
ZINC00126630_size_20_001,Inactive,0.3481
ZINC00126630_size_20_002,Inactive,0.33104
ZINC00126630_size_20_003,Inactive,0.67529
ZINC00126630_size_20_004,Inactive,0.20714
ZINC00126630_size_20_005,Inactive,0.14341
ZINC00126630_size_20_006,Inactive,0.60909
ZINC00126630_size_20_007,Inactive,0.57898
ZINC00126630_size_20_008,Inactive,0.08997
ZINC00126630_size_20_009,Inactive,0.33221
ZINC00126630_size_20_010,Inactive,0.15345
ZINC00126630_size_20_011,Inactive,0.15202
ZINC00126630_size_20_012,Inactive,0.08782
ZINC00126630_size_20_013,Inactive,0.20388
ZINC00186403_size_20_001,Inactive,0.49573
ZINC00186403_size_20_002,Inactive,0.04872
ZINC00186403_size_20_003,Inactive,0.27594
ZINC00186403_size_20_004,Inactive,0.14271
ZINC00186403_size_20_005,Inactive,0.07503
ZINC00186403_size_20_006,Inactive,0.20142
ZINC00186403_size_20_007,Inactive,0.04857
ZINC00186403_size_20_008,Inactive,0.06868
ZINC00186403_size_20_009,Inactive,0.15079
ZINC00186403_size_20_010,Inactive,0.14582
ZINC00186403_size_20_011,Inactive,0.20135
ZINC00206044_size_20_001,Inactive,0.34262
ZINC00206044_size_20_002,Inactive,0.17057
ZINC00206044_size_20_003,Inactive,0.18461
ZINC00206044_size_20_004,Inactive,0.25264
ZINC00206044_size_20_005,Inactive,0.13834
ZINC00206044_size_20_006,Inactive,0.08233
ZINC00221839_size_20_001,Inactive,0.12192
ZINC00221839_size_20_002,Inactive,0.3858
ZINC00221839_size_20_003,Inactive,0.19343
ZINC00221839_size_20_004,Inactive,0.01793
ZINC00221839_size_20_005,Inactive,0.21253
ZINC00221839_size_20_006,Inactive,0.12216
ZINC00221839_size_20_007,Inactive,0.13926
ZINC00221839_size_20_008,Inactive,0.07378
ZINC00221839_size_20_009,Inactive,0.03314
ZINC00221839_size_20_010,Inactive,0.06042
ZINC00288858_size_20_001,Inactive,0.37532
ZINC00288858_size_20_002,Inactive,0.22551
ZINC00288858_size_20_003,Inactive,0.48987
ZINC00288858_size_20_004,Inactive,0.16045
ZINC00288858_size_20_005,Inactive,0.19452
ZINC00288858_size_20_006,Inactive,0.11829
ZINC00288858_size_20_007,Inactive,0.08632
ZINC00288858_size_20_008,Inactive,0.19021
ZINC00288858_size_20_009,Inactive,0.18494
ZINC00288858_size_20_010,Inactive,0.1513
ZINC00288858_size_20_011,Inactive,0.2724
ZINC00288858_size_20_012,Inactive,0.27686
ZINC00305959_size_20_001,Inactive,0.24903
ZINC00305959_size_20_002,Inactive,0.43301
ZINC00305959_size_20_003,Inactive,0.20617
ZINC00305959_size_20_004,Inactive,0.22083
ZINC00305959_size_20_005,Inactive,0.16572
ZINC00382404_size_20_001,Inactive,0.7157
ZINC00382404_size_20_002,Inactive,0.13459
ZINC00423078_size_20_001,Inactive,0.39676
ZINC00423078_size_20_002,Inactive,0.69157
ZINC00423078_size_20_003,Inactive,0.31465
ZINC00423078_size_20_004,Inactive,0.12715
ZINC00423078_size_20_005,Inactive,0.42024
ZINC00423078_size_20_006,Inactive,0.29916
ZINC00423078_size_20_007,Inactive,0.19734
ZINC00423078_size_20_008,Inactive,0.30504
ZINC00423078_size_20_009,Inactive,0.17081
ZINC00423078_size_20_010,Inactive,0.12302
ZINC00423078_size_20_011,Inactive,0.25136
ZINC00423078_size_20_012,Inactive,0.18373
ZINC00423078_size_20_013,Inactive,0.11781
ZINC00423078_size_20_014,Inactive,0.14839
ZINC00431660_size_20_001,Inactive,0.27019
ZINC00431660_size_20_002,Inactive,0.30235
ZINC00431660_size_20_003,Inactive,0.17674
ZINC00431660_size_20_004,Inactive,0.29866
ZINC00431660_size_20_005,Inactive,0.06532
ZINC00431660_size_20_006,Inactive,0.10258
ZINC00431660_size_20_007,Inactive,0.10583
ZINC00480765_size_20_001,Inactive,0.32727
ZINC00480765_size_20_002,Inactive,0.13888
ZINC00480765_size_20_003,Inactive,0.16957
ZINC00480765_size_20_004,Inactive,0.21181
ZINC00480765_size_20_005,Inactive,0.33693
ZINC00480765_size_20_006,Inactive,0.27398
ZINC00480765_size_20_007,Inactive,0.21479
ZINC00480765_size_20_008,Inactive,0.25008
ZINC00480765_size_20_009,Inactive,0.16239
ZINC00480765_size_20_010,Inactive,0.38768
ZINC00480765_size_20_011,Inactive,0.29314
ZINC00480765_size_20_012,Inactive,0.31497
ZINC00480765_size_20_013,Inactive,0.22796
ZINC00480765_size_20_014,Inactive,0.23663
ZINC00486894_size_20_001,Inactive,0.09911
ZINC00486894_size_20_002,Inactive,0.03879
ZINC00486894_size_20_003,Inactive,0.12189
ZINC00486894_size_20_004,Inactive,0.13328
ZINC00486894_size_20_005,Inactive,0.05715
ZINC00486894_size_20_006,Inactive,0.12134
ZINC00486894_size_20_007,Inactive,0.06171
ZINC00486894_size_20_008,Inactive,0.25869
ZINC00486894_size_20_009,Inactive,0.10692
ZINC00488092_size_20_001,Inactive,0.85201
ZINC00488092_size_20_002,Inactive,0.2006
ZINC00488092_size_20_003,Inactive,0.19491
ZINC00488092_size_20_004,Inactive,0.0823
ZINC00488092_size_20_005,Inactive,0.17402
ZINC00488092_size_20_006,Inactive,0.10299
ZINC00488092_size_20_007,Inactive,0.27316
ZINC00488092_size_20_008,Inactive,0.30718
ZINC00488092_size_20_009,Inactive,0.28722
ZINC00492818_size_20_001,Inactive,0.77127
ZINC00492818_size_20_002,Inactive,0.04863
ZINC00492818_size_20_003,Inactive,0.07491
ZINC00492818_size_20_004,Inactive,0.17186
ZINC00492818_size_20_005,Inactive,0.1591
ZINC00492818_size_20_006,Inactive,0.11333
ZINC00492818_size_20_007,Inactive,0.08262
ZINC00492818_size_20_008,Inactive,0.21671
ZINC00519235_size_20_001,Inactive,0.2816
ZINC00519235_size_20_002,Inactive,0.28082
ZINC00519235_size_20_003,Inactive,0.32348
ZINC00519235_size_20_004,Inactive,0.2154
ZINC00519235_size_20_005,Inactive,0.15148
ZINC00519235_size_20_006,Inactive,0.16969
ZINC00519235_size_20_007,Inactive,0.19844
ZINC00519235_size_20_008,Inactive,0.23527
ZINC00519235_size_20_009,Inactive,0.23903
ZINC00519235_size_20_010,Inactive,0.39728
ZINC00519235_size_20_011,Inactive,0.37748
ZINC00530748_size_20_001,Inactive,0.93658
ZINC00530748_size_20_002,Inactive,0.25059
ZINC00530748_size_20_003,Inactive,0.13766
ZINC00530748_size_20_004,Inactive,0.30861
ZINC00530748_size_20_005,Inactive,0.15729
ZINC00530748_size_20_006,Inactive,0.1526
ZINC00530748_size_20_007,Inactive,0.16003
ZINC00530748_size_20_008,Inactive,0.09495
ZINC00530748_size_20_009,Inactive,0.22601
ZINC00552164_size_20_001,Inactive,0.26943
ZINC00552164_size_20_002,Inactive,0.55523
ZINC00552164_size_20_003,Inactive,0.86764
ZINC00552164_size_20_004,Inactive,0.47496
ZINC00552164_size_20_005,Inactive,0.51989
ZINC00552164_size_20_006,Inactive,0.65715
ZINC00552164_size_20_007,Inactive,0.0696
ZINC00552164_size_20_008,Inactive,0.30768
ZINC00552164_size_20_009,Inactive,0.04042
ZINC00552164_size_20_010,Inactive,0.04851
ZINC00552164_size_20_011,Inactive,0.04426
ZINC00620739_size_20_001,Inactive,0.57363
ZINC00620739_size_20_002,Inactive,0.45636
ZINC00620739_size_20_003,Inactive,0.13414
ZINC00620739_size_20_004,Inactive,0.20166
ZINC00620739_size_20_005,Inactive,0.18923
ZINC00620739_size_20_006,Inactive,0.22015
ZINC00620739_size_20_007,Inactive,0.35844
ZINC00644501_size_20_001,Inactive,0.21833
ZINC00644501_size_20_002,Inactive,0.16481
ZINC00644501_size_20_003,Inactive,0.17695
ZINC00644501_size_20_004,Inactive,0.06526
ZINC00644501_size_20_005,Inactive,0.046
ZINC00644501_size_20_006,Inactive,0.08506
ZINC00644501_size_20_007,Inactive,0.04497
ZINC00644501_size_20_008,Inactive,0.01877
ZINC00648241_size_20_001,Inactive,0.09529
ZINC00648241_size_20_002,Inactive,0.16416
ZINC00648241_size_20_003,Inactive,0.15083
ZINC00648241_size_20_004,Inactive,0.12448
ZINC00648241_size_20_005,Inactive,0.19297
ZINC00648241_size_20_006,Inactive,0.09984
ZINC00648241_size_20_007,Inactive,0.18133
ZINC00648241_size_20_008,Inactive,0.1975
ZINC00648241_size_20_009,Inactive,0.0815
ZINC00648241_size_20_010,Inactive,0.16762
ZINC00648241_size_20_011,Inactive,0.2276
ZINC00648241_size_20_012,Inactive,0.10961
ZINC00663415_size_20_001,Inactive,0.43893
ZINC00663415_size_20_002,Inactive,0.13209
ZINC00663415_size_20_003,Inactive,0.06542
ZINC00663415_size_20_004,Inactive,0.17237
ZINC00663415_size_20_005,Inactive,0.07896
ZINC00663415_size_20_006,Inactive,0.09277
ZINC00663415_size_20_007,Inactive,0.1327
ZINC00667401_size_20_001,Inactive,0.06089
ZINC00667401_size_20_002,Inactive,0.24298
ZINC00667401_size_20_003,Inactive,0.18419
ZINC00667401_size_20_004,Inactive,0.0595
ZINC00667401_size_20_005,Inactive,0.06673
ZINC00667401_size_20_006,Inactive,0.03467
ZINC00667401_size_20_007,Inactive,0.05909
ZINC00667401_size_20_008,Inactive,0.13421
ZINC00667401_size_20_009,Inactive,0.03756
ZINC00667401_size_20_010,Inactive,0.1417
ZINC00806425_size_20_001,Inactive,0.3618
ZINC00806425_size_20_002,Inactive,0.03043
ZINC00806425_size_20_003,Inactive,0.04268
ZINC00806425_size_20_004,Inactive,0.0317
ZINC00867994_size_20_001,Inactive,0.72207
ZINC00867994_size_20_002,Inactive,0.10487
ZINC00867994_size_20_003,Inactive,0.24979
ZINC00867994_size_20_004,Inactive,0.37387
ZINC00867994_size_20_005,Inactive,0.1039
ZINC00867994_size_20_006,Inactive,0.06214
ZINC00867994_size_20_007,Inactive,0.1327
ZINC00867994_size_20_008,Inactive,0.35904
ZINC00867994_size_20_009,Inactive,0.34523
ZINC00867994_size_20_010,Inactive,0.17599
ZINC00897553_size_20_001,Inactive,0.11086
ZINC00897553_size_20_002,Inactive,0.07882
ZINC00897553_size_20_003,Inactive,0.08999
ZINC00897553_size_20_004,Inactive,0.11801
ZINC00897553_size_20_005,Inactive,0.16979
ZINC00897553_size_20_006,Inactive,0.09091
ZINC00897553_size_20_007,Inactive,0.14525
ZINC00897553_size_20_008,Inactive,0.11948
ZINC00897553_size_20_009,Inactive,0.15456
ZINC00897553_size_20_010,Inactive,0.28899
ZINC00897553_size_20_011,Inactive,0.17844
ZINC00900752_size_20_001,Inactive,0.09661
ZINC00900752_size_20_002,Inactive,0.06618
ZINC00900752_size_20_003,Inactive,0.05839
ZINC00900752_size_20_004,Inactive,0.06002
ZINC00900752_size_20_005,Inactive,0.04462
ZINC00900752_size_20_006,Inactive,0.03668
ZINC00900752_size_20_007,Inactive,0.06105
ZINC00902674_size_20_001,Inactive,0.4367
ZINC00902674_size_20_002,Inactive,0.07203
ZINC00902674_size_20_003,Inactive,0.1721
ZINC00902674_size_20_004,Inactive,0.07165
ZINC00902674_size_20_005,Inactive,0.04817
ZINC00902674_size_20_006,Inactive,0.02751
ZINC00902674_size_20_007,Inactive,0.03971
ZINC00902674_size_20_008,Inactive,0.05966
ZINC00985634_size_20_001,Inactive,0.04927
ZINC00985634_size_20_002,Inactive,0.02538
ZINC00985634_size_20_003,Inactive,0.03874
ZINC00985634_size_20_004,Inactive,0.0466
ZINC00985634_size_20_005,Inactive,0.04539
ZINC00987164_size_20_001,Inactive,0.17463
ZINC00987164_size_20_002,Inactive,0.09808
ZINC00987164_size_20_003,Inactive,0.05017
ZINC00987164_size_20_004,Inactive,0.05656
ZINC00987164_size_20_005,Inactive,0.05694
ZINC00987164_size_20_006,Inactive,0.04202
ZINC00987164_size_20_007,Inactive,0.06917
ZINC01030300_size_20_001,Inactive,0.76229
ZINC01030300_size_20_002,Inactive,0.53768
ZINC01030300_size_20_003,Inactive,0.61409
ZINC01030300_size_20_004,Inactive,0.24799
ZINC01030300_size_20_005,Inactive,0.23143
ZINC01030300_size_20_006,Inactive,0.45845
ZINC01030300_size_20_007,Inactive,0.22801
ZINC01030300_size_20_008,Inactive,0.24312
ZINC01030300_size_20_009,Inactive,0.14498
ZINC01030300_size_20_010,Inactive,0.30215
ZINC01030300_size_20_011,Inactive,0.27897
ZINC01030300_size_20_012,Inactive,0.54831
ZINC01040389_size_20_001,Inactive,0.27313
ZINC01040389_size_20_002,Inactive,0.2383
