Pose,Real_Class,CNN-Score
CHEMBL489334_size_20_001,Active,0.50379
CHEMBL489334_size_20_002,Active,0.83543
CHEMBL489334_size_20_003,Active,0.52085
CHEMBL489334_size_20_004,Active,0.23019
CHEMBL489334_size_20_005,Active,0.2473
CHEMBL489334_size_20_006,Active,0.36738
CHEMBL489335_size_20_001,Active,0.45904
CHEMBL489335_size_20_002,Active,0.44608
CHEMBL489335_size_20_003,Active,0.19942
CHEMBL489335_size_20_004,Active,0.23237
CHEMBL489335_size_20_005,Active,0.06286
CHEMBL489335_size_20_006,Active,0.129
CHEMBL489335_size_20_007,Active,0.15118
CHEMBL489335_size_20_008,Active,0.21182
CHEMBL489335_size_20_009,Active,0.22947
CHEMBL489514_size_20_001,Active,0.56795
CHEMBL489514_size_20_002,Active,0.48599
CHEMBL489514_size_20_003,Active,0.25142
CHEMBL489514_size_20_004,Active,0.06952
CHEMBL489514_size_20_005,Active,0.03885
CHEMBL489514_size_20_006,Active,0.20487
CHEMBL489710_size_20_001,Active,0.17622
CHEMBL489710_size_20_002,Active,0.20262
CHEMBL489710_size_20_003,Active,0.20638
CHEMBL489710_size_20_004,Active,0.10402
CHEMBL489710_size_20_005,Active,0.08303
CHEMBL489711_size_20_001,Active,0.34458
CHEMBL489711_size_20_002,Active,0.30498
CHEMBL489711_size_20_003,Active,0.24161
CHEMBL489711_size_20_004,Active,0.54936
CHEMBL489711_size_20_005,Active,0.44374
CHEMBL490961_size_20_001,Active,0.50994
CHEMBL490961_size_20_002,Active,0.27117
CHEMBL490961_size_20_003,Active,0.21304
CHEMBL490961_size_20_004,Active,0.09717
CHEMBL490961_size_20_005,Active,0.30397
CHEMBL490961_size_20_006,Active,0.06961
CHEMBL491121_size_20_001,Active,0.21249
CHEMBL491121_size_20_002,Active,0.13213
CHEMBL491121_size_20_003,Active,0.54554
CHEMBL491121_size_20_004,Active,0.32666
CHEMBL491121_size_20_005,Active,0.15854
CHEMBL491148_size_20_001,Active,0.50427
CHEMBL491148_size_20_002,Active,0.16679
CHEMBL491148_size_20_003,Active,0.3005
CHEMBL491148_size_20_004,Active,0.18664
CHEMBL491148_size_20_005,Active,0.1495
CHEMBL491148_size_20_006,Active,0.1913
CHEMBL491148_size_20_007,Active,0.24814
CHEMBL505096_size_20_001,Active,0.53418
CHEMBL516458_size_20_001,Active,0.19205
CHEMBL516458_size_20_002,Active,0.08618
CHEMBL516458_size_20_003,Active,0.23236
CHEMBL519273_size_20_001,Active,0.47038
CHEMBL519273_size_20_002,Active,0.34919
CHEMBL519273_size_20_003,Active,0.45862
CHEMBL523602_size_20_001,Active,0.2893
CHEMBL523602_size_20_002,Active,0.16332
CHEMBL523602_size_20_003,Active,0.26611
CHEMBL523602_size_20_004,Active,0.18128
CHEMBL541979_size_20_001,Active,0.07175
CHEMBL541979_size_20_002,Active,0.15584
CHEMBL541979_size_20_003,Active,0.25038
CHEMBL541979_size_20_004,Active,0.15765
CHEMBL541979_size_20_005,Active,0.21374
CHEMBL541979_size_20_006,Active,0.24302
CHEMBL541979_size_20_007,Active,0.51609
CHEMBL541979_size_20_008,Active,0.1602
CHEMBL549417_size_20_001,Active,0.51759
CHEMBL551445_size_20_001,Active,0.56618
CHEMBL551445_size_20_002,Active,0.16389
CHEMBL551445_size_20_003,Active,0.05975
CHEMBL551445_size_20_004,Active,0.05158
CHEMBL551445_size_20_005,Active,0.08857
CHEMBL551445_size_20_006,Active,0.15141
CHEMBL551445_size_20_007,Active,0.11788
CHEMBL551445_size_20_008,Active,0.05721
CHEMBL551445_size_20_009,Active,0.17898
CHEMBL551558_size_20_001,Active,0.42881
CHEMBL551558_size_20_002,Active,0.02985
CHEMBL551558_size_20_003,Active,0.44207
CHEMBL551558_size_20_004,Active,0.27989
CHEMBL551558_size_20_005,Active,0.03165
CHEMBL551558_size_20_006,Active,0.02257
CHEMBL551558_size_20_007,Active,0.02888
CHEMBL551558_size_20_008,Active,0.13283
CHEMBL551558_size_20_009,Active,0.06762
CHEMBL551558_size_20_010,Active,0.0372
CHEMBL551648_size_20_001,Active,0.41764
CHEMBL551648_size_20_002,Active,0.39069
CHEMBL551648_size_20_003,Active,0.42352
CHEMBL551648_size_20_004,Active,0.70046
CHEMBL551977_size_20_001,Active,0.2622
CHEMBL551977_size_20_002,Active,0.1366
CHEMBL551977_size_20_003,Active,0.08075
CHEMBL552455_size_20_001,Active,0.21156
CHEMBL552455_size_20_002,Active,0.19786
CHEMBL552455_size_20_003,Active,0.32551
CHEMBL552455_size_20_004,Active,0.17385
CHEMBL558885_size_20_001,Active,0.43663
CHEMBL558885_size_20_002,Active,0.29494
CHEMBL558885_size_20_003,Active,0.04326
CHEMBL558885_size_20_004,Active,0.05722
CHEMBL558885_size_20_005,Active,0.4165
CHEMBL558885_size_20_006,Active,0.71536
CHEMBL559057_size_20_001,Active,0.33457
CHEMBL559057_size_20_002,Active,0.17728
CHEMBL559057_size_20_003,Active,0.15196
CHEMBL559057_size_20_004,Active,0.17792
CHEMBL559975_size_20_001,Active,0.46824
CHEMBL559975_size_20_002,Active,0.24767
CHEMBL561283_size_20_001,Active,0.11224
CHEMBL561283_size_20_002,Active,0.28548
CHEMBL561283_size_20_003,Active,0.17798
CHEMBL562878_size_20_001,Active,0.12917
CHEMBL562878_size_20_002,Active,0.11696
CHEMBL562878_size_20_003,Active,0.2231
CHEMBL563986_size_20_001,Active,0.05069
CHEMBL563986_size_20_002,Active,0.29472
CHEMBL563986_size_20_003,Active,0.2943
CHEMBL563986_size_20_004,Active,0.20361
CHEMBL563986_size_20_005,Active,0.16014
CHEMBL564282_size_20_001,Active,0.28552
CHEMBL564282_size_20_002,Active,0.28711
CHEMBL564282_size_20_003,Active,0.32391
CHEMBL564282_size_20_004,Active,0.272
CHEMBL564282_size_20_005,Active,0.41668
CHEMBL572840_size_20_001,Active,0.10258
CHEMBL572840_size_20_002,Active,0.10655
CHEMBL572840_size_20_003,Active,0.4187
CHEMBL572840_size_20_004,Active,0.3927
CHEMBL572840_size_20_005,Active,0.24013
CHEMBL572840_size_20_006,Active,0.25857
CHEMBL572842_size_20_001,Active,0.10929
CHEMBL572842_size_20_002,Active,0.11207
CHEMBL572842_size_20_003,Active,0.09559
CHEMBL572842_size_20_004,Active,0.05775
CHEMBL572842_size_20_005,Active,0.17058
CHEMBL572842_size_20_006,Active,0.13353
CHEMBL572842_size_20_007,Active,0.11178
CHEMBL573064_size_20_001,Active,0.22992
CHEMBL573064_size_20_002,Active,0.50538
CHEMBL573064_size_20_003,Active,0.2358
CHEMBL573065_size_20_001,Active,0.4762
CHEMBL573065_size_20_002,Active,0.57082
CHEMBL573065_size_20_003,Active,0.14089
CHEMBL573065_size_20_004,Active,0.5573
CHEMBL573749_size_20_001,Active,0.73152
CHEMBL573749_size_20_002,Active,0.58977
CHEMBL573750_size_20_001,Active,0.1489
CHEMBL573750_size_20_002,Active,0.05209
CHEMBL573750_size_20_003,Active,0.05699
CHEMBL573750_size_20_004,Active,0.0915
CHEMBL573750_size_20_005,Active,0.15115
CHEMBL573750_size_20_006,Active,0.05024
CHEMBL573751_size_20_001,Active,0.10492
CHEMBL573751_size_20_002,Active,0.127
CHEMBL573751_size_20_003,Active,0.0888
CHEMBL573751_size_20_004,Active,0.16009
CHEMBL573751_size_20_005,Active,0.04449
CHEMBL573751_size_20_006,Active,0.13235
CHEMBL573751_size_20_007,Active,0.11473
CHEMBL573751_size_20_008,Active,0.16856
CHEMBL574879_size_20_001,Active,0.17332
CHEMBL574879_size_20_002,Active,0.25619
CHEMBL574879_size_20_003,Active,0.07348
CHEMBL574879_size_20_004,Active,0.13554
CHEMBL574879_size_20_005,Active,0.05477
CHEMBL574879_size_20_006,Active,0.13765
CHEMBL574879_size_20_007,Active,0.10959
CHEMBL574879_size_20_008,Active,0.06105
CHEMBL574879_size_20_009,Active,0.11246
CHEMBL574879_size_20_010,Active,0.25093
CHEMBL575087_size_20_001,Active,0.03729
CHEMBL575087_size_20_002,Active,0.0434
CHEMBL575087_size_20_003,Active,0.28569
CHEMBL575087_size_20_004,Active,0.08278
CHEMBL575087_size_20_005,Active,0.04581
CHEMBL575087_size_20_006,Active,0.09828
CHEMBL575087_size_20_007,Active,0.13141
CHEMBL575278_size_20_001,Active,0.27164
CHEMBL575278_size_20_002,Active,0.09859
CHEMBL575278_size_20_003,Active,0.1043
CHEMBL575278_size_20_004,Active,0.1604
CHEMBL575278_size_20_005,Active,0.36059
CHEMBL575298_size_20_001,Active,0.48822
CHEMBL575298_size_20_002,Active,0.04081
CHEMBL575298_size_20_003,Active,0.06429
CHEMBL575298_size_20_004,Active,0.03474
CHEMBL575298_size_20_005,Active,0.5129
CHEMBL575705_size_20_001,Active,0.80298
CHEMBL575705_size_20_002,Active,0.49536
CHEMBL575705_size_20_003,Active,0.28759
CHEMBL575705_size_20_004,Active,0.22541
CHEMBL575903_size_20_001,Active,0.71829
CHEMBL575903_size_20_002,Active,0.41754
CHEMBL575903_size_20_003,Active,0.05583
CHEMBL575903_size_20_004,Active,0.03469
CHEMBL575903_size_20_005,Active,0.05629
CHEMBL575903_size_20_006,Active,0.05094
CHEMBL575903_size_20_007,Active,0.0465
CHEMBL575903_size_20_008,Active,0.12999
CHEMBL575903_size_20_009,Active,0.25927
CHEMBL575904_size_20_001,Active,0.45799
CHEMBL575904_size_20_002,Active,0.62039
CHEMBL575904_size_20_003,Active,0.61378
CHEMBL575905_size_20_001,Active,0.45971
CHEMBL575905_size_20_002,Active,0.62016
CHEMBL575918_size_20_001,Active,0.13192
CHEMBL575918_size_20_002,Active,0.08201
CHEMBL575918_size_20_003,Active,0.1304
CHEMBL575918_size_20_004,Active,0.1305
CHEMBL575918_size_20_005,Active,0.19071
CHEMBL575918_size_20_006,Active,0.14353
CHEMBL575918_size_20_007,Active,0.08699
CHEMBL575918_size_20_008,Active,0.16987
CHEMBL575918_size_20_009,Active,0.13621
CHEMBL575918_size_20_010,Active,0.08077
CHEMBL576936_size_20_001,Active,0.11358
CHEMBL576936_size_20_002,Active,0.49469
CHEMBL576936_size_20_003,Active,0.05833
CHEMBL576936_size_20_004,Active,0.05976
CHEMBL576936_size_20_005,Active,0.03337
CHEMBL578022_size_20_001,Active,0.11586
CHEMBL578022_size_20_002,Active,0.14496
CHEMBL578022_size_20_003,Active,0.06903
CHEMBL578022_size_20_004,Active,0.0852
CHEMBL578638_size_20_001,Active,0.0323
CHEMBL578638_size_20_002,Active,0.0852
CHEMBL578638_size_20_003,Active,0.06852
CHEMBL578638_size_20_004,Active,0.06172
CHEMBL578638_size_20_005,Active,0.06208
CHEMBL584378_size_20_001,Active,0.85818
CHEMBL584378_size_20_002,Active,0.82522
CHEMBL594382_size_20_001,Active,0.30036
CHEMBL594382_size_20_002,Active,0.15851
CHEMBL594382_size_20_003,Active,0.16024
CHEMBL594382_size_20_004,Active,0.22532
CHEMBL594633_size_20_001,Active,0.30298
CHEMBL594634_size_20_001,Active,0.12831
CHEMBL594634_size_20_002,Active,0.462
CHEMBL595122_size_20_001,Active,0.06257
CHEMBL595122_size_20_002,Active,0.06698
CHEMBL595353_size_20_001,Active,0.10462
CHEMBL595353_size_20_002,Active,0.30885
CHEMBL595362_size_20_001,Active,0.08479
CHEMBL595362_size_20_002,Active,0.11557
CHEMBL595362_size_20_003,Active,0.04559
CHEMBL595362_size_20_004,Active,0.12627
CHEMBL596020_size_20_001,Active,0.29416
CHEMBL596020_size_20_002,Active,0.16911
CHEMBL596020_size_20_003,Active,0.17687
CHEMBL596026_size_20_001,Active,0.24072
CHEMBL596026_size_20_002,Active,0.1675
CHEMBL596032_size_20_001,Active,0.1467
CHEMBL596032_size_20_002,Active,0.10246
CHEMBL596032_size_20_003,Active,0.10495
CHEMBL596032_size_20_004,Active,0.12645
CHEMBL596480_size_20_001,Active,0.15367
CHEMBL596480_size_20_002,Active,0.21434
CHEMBL596480_size_20_003,Active,0.1871
CHEMBL604065_size_20_001,Active,0.16234
CHEMBL606041_size_20_001,Active,0.1359
CHEMBL606041_size_20_002,Active,0.23826
CHEMBL606041_size_20_003,Active,0.17521
CHEMBL606041_size_20_004,Active,0.12231
CHEMBL606156_size_20_001,Active,0.3105
CHEMBL606156_size_20_002,Active,0.3739
CHEMBL606156_size_20_003,Active,0.14232
CHEMBL606156_size_20_004,Active,0.06728
CHEMBL606156_size_20_005,Active,0.6094
CHEMBL606370_size_20_001,Active,0.34422
CHEMBL606370_size_20_002,Active,0.18442
CHEMBL606370_size_20_003,Active,0.13151
CHEMBL608393_size_20_001,Active,0.29511
CHEMBL608393_size_20_002,Active,0.18237
CHEMBL608393_size_20_003,Active,0.1376
CHEMBL608393_size_20_004,Active,0.21313
CHEMBL608393_size_20_005,Active,0.14752
CHEMBL608393_size_20_006,Active,0.19536
ZINC00050648_size_20_001,Inactive,0.17541
ZINC00050648_size_20_002,Inactive,0.07881
ZINC00050648_size_20_003,Inactive,0.15871
ZINC00050648_size_20_004,Inactive,0.11132
ZINC00090576_size_20_001,Inactive,0.20197
ZINC00090576_size_20_002,Inactive,0.07348
ZINC00090576_size_20_003,Inactive,0.44257
ZINC00090576_size_20_004,Inactive,0.29671
ZINC00090576_size_20_005,Inactive,0.11577
ZINC00090576_size_20_006,Inactive,0.08305
ZINC00090576_size_20_007,Inactive,0.22667
ZINC00099277_size_20_001,Inactive,0.051
ZINC00099277_size_20_002,Inactive,0.09154
ZINC00099277_size_20_003,Inactive,0.1463
ZINC00099277_size_20_004,Inactive,0.12465
ZINC00099277_size_20_005,Inactive,0.1233
ZINC00099277_size_20_006,Inactive,0.09732
ZINC00099277_size_20_007,Inactive,0.20589
ZINC00099277_size_20_008,Inactive,0.37
ZINC00116286_size_20_001,Inactive,0.44397
ZINC00116286_size_20_002,Inactive,0.10122
ZINC00116286_size_20_003,Inactive,0.33487
ZINC00116286_size_20_004,Inactive,0.11794
ZINC00116286_size_20_005,Inactive,0.13321
ZINC00116286_size_20_006,Inactive,0.14555
ZINC00116286_size_20_007,Inactive,0.12362
ZINC00116286_size_20_008,Inactive,0.15843
ZINC00127019_size_20_001,Inactive,0.13246
ZINC00127019_size_20_002,Inactive,0.60616
ZINC00127019_size_20_003,Inactive,0.13938
ZINC00127708_size_20_001,Inactive,0.46664
ZINC00127708_size_20_002,Inactive,0.69013
ZINC00127708_size_20_003,Inactive,0.52637
ZINC00127708_size_20_004,Inactive,0.46745
ZINC00127708_size_20_005,Inactive,0.20083
ZINC00127708_size_20_006,Inactive,0.17275
ZINC00147845_size_20_001,Inactive,0.02613
ZINC00147845_size_20_002,Inactive,0.15693
ZINC00147845_size_20_003,Inactive,0.17627
ZINC00147845_size_20_004,Inactive,0.12756
ZINC00147845_size_20_005,Inactive,0.08236
ZINC00147845_size_20_006,Inactive,0.24871
ZINC00170905_size_20_001,Inactive,0.07832
ZINC00170905_size_20_002,Inactive,0.08637
ZINC00170905_size_20_003,Inactive,0.07771
ZINC00170905_size_20_004,Inactive,0.2777
ZINC00170905_size_20_005,Inactive,0.32015
ZINC00170905_size_20_006,Inactive,0.37896
ZINC00170905_size_20_007,Inactive,0.38458
ZINC00178860_size_20_001,Inactive,0.30293
ZINC00178860_size_20_002,Inactive,0.06314
ZINC00178860_size_20_003,Inactive,0.10455
ZINC00178860_size_20_004,Inactive,0.17361
ZINC00178860_size_20_005,Inactive,0.07218
ZINC00178860_size_20_006,Inactive,0.10747
ZINC00178860_size_20_007,Inactive,0.07006
ZINC00178860_size_20_008,Inactive,0.14895
ZINC00184456_size_20_001,Inactive,0.12859
ZINC00184456_size_20_002,Inactive,0.04065
ZINC00202270_size_20_001,Inactive,0.49986
ZINC00202270_size_20_002,Inactive,0.24121
ZINC00202270_size_20_003,Inactive,0.21354
ZINC00202270_size_20_004,Inactive,0.13232
ZINC00202270_size_20_005,Inactive,0.30841
ZINC00202270_size_20_006,Inactive,0.51313
ZINC00202270_size_20_007,Inactive,0.45995
ZINC00222396_size_20_001,Inactive,0.28587
ZINC00222396_size_20_002,Inactive,0.38952
ZINC00222400_size_20_001,Inactive,0.07394
ZINC00222400_size_20_002,Inactive,0.10036
ZINC00222400_size_20_003,Inactive,0.03293
ZINC00222400_size_20_004,Inactive,0.21274
ZINC00223828_size_20_001,Inactive,0.06092
ZINC00223828_size_20_002,Inactive,0.07995
ZINC00223828_size_20_003,Inactive,0.0598
ZINC00223828_size_20_004,Inactive,0.12955
ZINC00223828_size_20_005,Inactive,0.05759
ZINC00223828_size_20_006,Inactive,0.36095
ZINC00243731_size_20_001,Inactive,0.09569
ZINC00243731_size_20_002,Inactive,0.08996
ZINC00243731_size_20_003,Inactive,0.07583
ZINC00243731_size_20_004,Inactive,0.09
ZINC00243731_size_20_005,Inactive,0.06868
ZINC00243731_size_20_006,Inactive,0.20999
ZINC00243731_size_20_007,Inactive,0.4123
ZINC00243731_size_20_008,Inactive,0.40708
ZINC00243731_size_20_009,Inactive,0.29091
ZINC00276184_size_20_001,Inactive,0.17849
ZINC00276184_size_20_002,Inactive,0.30845
ZINC00276184_size_20_003,Inactive,0.09924
ZINC00276184_size_20_004,Inactive,0.17831
ZINC00276184_size_20_005,Inactive,0.22923
ZINC00276184_size_20_006,Inactive,0.20959
ZINC00276184_size_20_007,Inactive,0.31881
ZINC00276184_size_20_008,Inactive,0.17073
ZINC00293548_size_20_001,Inactive,0.14046
ZINC00293548_size_20_002,Inactive,0.19398
ZINC00293548_size_20_003,Inactive,0.10985
ZINC00293548_size_20_004,Inactive,0.27929
ZINC00293548_size_20_005,Inactive,0.09956
ZINC00294082_size_20_001,Inactive,0.33803
ZINC00294082_size_20_002,Inactive,0.26731
ZINC00294082_size_20_003,Inactive,0.3842
ZINC00294082_size_20_004,Inactive,0.23865
ZINC00310066_size_20_001,Inactive,0.31003
ZINC00310066_size_20_002,Inactive,0.32872
ZINC00310066_size_20_003,Inactive,0.19436
ZINC00310066_size_20_004,Inactive,0.28933
ZINC00324835_size_20_001,Inactive,0.50701
ZINC00324835_size_20_002,Inactive,0.24761
ZINC00324835_size_20_003,Inactive,0.20509
ZINC00324835_size_20_004,Inactive,0.2332
ZINC00324835_size_20_005,Inactive,0.13311
ZINC00345515_size_20_001,Inactive,0.60544
ZINC00345515_size_20_002,Inactive,0.19685
ZINC00345515_size_20_003,Inactive,0.20344
ZINC00345515_size_20_004,Inactive,0.24792
ZINC00359622_size_20_001,Inactive,0.26318
ZINC00359622_size_20_002,Inactive,0.47923
ZINC00359627_size_20_001,Inactive,0.13291
ZINC00359627_size_20_002,Inactive,0.24583
ZINC00359627_size_20_003,Inactive,0.11384
ZINC00369104_size_20_001,Inactive,0.30809
ZINC00369104_size_20_002,Inactive,0.12983
ZINC00369104_size_20_003,Inactive,0.22618
ZINC00369104_size_20_004,Inactive,0.11072
ZINC00369104_size_20_005,Inactive,0.10117
ZINC00369104_size_20_006,Inactive,0.19533
ZINC00522226_size_20_001,Inactive,0.20786
ZINC00522226_size_20_002,Inactive,0.16829
ZINC00522226_size_20_003,Inactive,0.21665
ZINC00522226_size_20_004,Inactive,0.06896
ZINC00522226_size_20_005,Inactive,0.1571
ZINC00539962_size_20_001,Inactive,0.47432
ZINC00612469_size_20_001,Inactive,0.29684
ZINC00612469_size_20_002,Inactive,0.27742
ZINC00612469_size_20_003,Inactive,0.2766
ZINC00612469_size_20_004,Inactive,0.39787
ZINC00612469_size_20_005,Inactive,0.36302
ZINC00612469_size_20_006,Inactive,0.11834
ZINC00622062_size_20_001,Inactive,0.08092
ZINC00622062_size_20_002,Inactive,0.13565
ZINC00622062_size_20_003,Inactive,0.10034
ZINC00625941_size_20_001,Inactive,0.04468
ZINC00625941_size_20_002,Inactive,0.03817
ZINC00625941_size_20_003,Inactive,0.039
ZINC00625941_size_20_004,Inactive,0.03578
ZINC00625941_size_20_005,Inactive,0.03569
ZINC00625941_size_20_006,Inactive,0.06417
ZINC00625941_size_20_007,Inactive,0.05208
ZINC00625941_size_20_008,Inactive,0.07766
ZINC00625941_size_20_009,Inactive,0.13697
ZINC00626046_size_20_001,Inactive,0.0518
ZINC00626046_size_20_002,Inactive,0.06502
ZINC00626046_size_20_003,Inactive,0.0632
ZINC00626046_size_20_004,Inactive,0.10425
ZINC00644150_size_20_001,Inactive,0.17215
ZINC00644150_size_20_002,Inactive,0.08526
ZINC00644150_size_20_003,Inactive,0.09198
ZINC00644150_size_20_004,Inactive,0.08453
ZINC00644150_size_20_005,Inactive,0.24453
ZINC00645299_size_20_001,Inactive,0.49381
ZINC00645299_size_20_002,Inactive,0.16752
ZINC00645299_size_20_003,Inactive,0.47712
ZINC00645299_size_20_004,Inactive,0.46708
ZINC00647630_size_20_001,Inactive,0.22525
ZINC00647630_size_20_002,Inactive,0.13217
ZINC00655496_size_20_001,Inactive,0.17817
ZINC00655496_size_20_002,Inactive,0.21405
ZINC00656505_size_20_001,Inactive,0.37474
ZINC00656505_size_20_002,Inactive,0.35715
ZINC00656505_size_20_003,Inactive,0.20949
ZINC00656505_size_20_004,Inactive,0.37753
ZINC00662003_size_20_001,Inactive,0.24655
ZINC00662003_size_20_002,Inactive,0.329
ZINC00662003_size_20_003,Inactive,0.33995
ZINC00662003_size_20_004,Inactive,0.37109
ZINC00662003_size_20_005,Inactive,0.22729
ZINC00664652_size_20_001,Inactive,0.37769
ZINC00671033_size_20_001,Inactive,0.18579
ZINC00671033_size_20_002,Inactive,0.08365
ZINC00671033_size_20_003,Inactive,0.07384
ZINC00671033_size_20_004,Inactive,0.0807
ZINC00671033_size_20_005,Inactive,0.11788
ZINC00684062_size_20_001,Inactive,0.20335
ZINC00684062_size_20_002,Inactive,0.37144
ZINC00684062_size_20_003,Inactive,0.08791
ZINC00684062_size_20_004,Inactive,0.1098
ZINC00684062_size_20_005,Inactive,0.0721
ZINC00684062_size_20_006,Inactive,0.07646
ZINC00684062_size_20_007,Inactive,0.07395
ZINC00684062_size_20_008,Inactive,0.3459
ZINC00691856_size_20_001,Inactive,0.13494
ZINC00691856_size_20_002,Inactive,0.08322
ZINC00692301_size_20_001,Inactive,0.37706
ZINC00692301_size_20_002,Inactive,0.13495
ZINC00692301_size_20_003,Inactive,0.10887
ZINC00692301_size_20_004,Inactive,0.15948
ZINC00710962_size_20_001,Inactive,0.17146
ZINC00710962_size_20_002,Inactive,0.28216
ZINC00710962_size_20_003,Inactive,0.19148
ZINC00710962_size_20_004,Inactive,0.14664
ZINC00710962_size_20_005,Inactive,0.11211
ZINC00714608_size_20_001,Inactive,0.0331
ZINC00714608_size_20_002,Inactive,0.06329
ZINC00714608_size_20_003,Inactive,0.04814
ZINC00714608_size_20_004,Inactive,0.10455
ZINC00723784_size_20_001,Inactive,0.13677
ZINC00723784_size_20_002,Inactive,0.18056
ZINC00751476_size_20_001,Inactive,0.18163
ZINC00751476_size_20_002,Inactive,0.03928
ZINC00751476_size_20_003,Inactive,0.0629
ZINC00751476_size_20_004,Inactive,0.0353
ZINC00782385_size_20_001,Inactive,0.0378
ZINC00782385_size_20_002,Inactive,0.05941
ZINC00782385_size_20_003,Inactive,0.09757
ZINC00782385_size_20_004,Inactive,0.04724
ZINC00793123_size_20_001,Inactive,0.5997
ZINC00793123_size_20_002,Inactive,0.15176
ZINC00793123_size_20_003,Inactive,0.38569
ZINC00793123_size_20_004,Inactive,0.46733
ZINC00795886_size_20_001,Inactive,0.03507
